,From_Node_ID,To_Node_ID,order/service
156,372,488,"[{'IntServ_id': 8045, 'placed_when': '1999-07-28', 'actual_date': '1999-08-20', 'expected_date': '1999-08-10', 'quota': 9.39, 'status': 'Pending'}, {'IntServ_id': 2244, 'placed_when': '1993-03-05', 'actual_date': '1993-03-31', 'expected_date': '1993-03-18', 'quota': 1.32, 'status': 'Pending'}, {'IntServ_id': 4859, 'placed_when': '2000-05-01', 'actual_date': '2000-05-14', 'expected_date': '2000-05-16', 'quota': 9866.19, 'status': 'Processed'}]"
157,367,546,"[{'IntServ_id': 1219, 'placed_when': '2009-01-14', 'actual_date': '2009-01-24', 'expected_date': '2009-02-08', 'quota': 5.17, 'status': 'Processed'}, {'IntServ_id': 5599, 'placed_when': '1973-05-05', 'actual_date': '1973-05-26', 'expected_date': '1973-05-21', 'quota': 902.96, 'status': 'Pending'}]"
158,411,330,[]
159,569,311,"[{'IntServ_id': 8952, 'placed_when': '1983-11-14', 'actual_date': '1983-11-29', 'expected_date': '1983-12-13', 'quota': 8.18, 'status': 'Processed'}, {'IntServ_id': 1732, 'placed_when': '1988-06-03', 'actual_date': '1988-06-29', 'expected_date': '1988-06-15', 'quota': 145.49, 'status': 'Pending'}, {'IntServ_id': 3595, 'placed_when': '1998-10-19', 'actual_date': '1998-11-06', 'expected_date': '1998-11-18', 'quota': 9.29, 'status': 'Processed'}]"
160,525,303,"[{'IntServ_id': 5975, 'placed_when': '2015-08-23', 'actual_date': '2015-09-07', 'expected_date': '2015-09-19', 'quota': 83.65, 'status': 'Processed'}]"
161,330,523,"[{'IntServ_id': 6913, 'placed_when': '2010-03-12', 'actual_date': '2010-04-01', 'expected_date': '2010-04-04', 'quota': 6.58, 'status': 'Processed'}]"
162,381,430,"[{'IntServ_id': 1984, 'placed_when': '2010-08-30', 'actual_date': '2010-09-19', 'expected_date': '2010-09-29', 'quota': 7.42, 'status': 'Processed'}, {'IntServ_id': 3678, 'placed_when': '2007-04-09', 'actual_date': '2007-04-27', 'expected_date': '2007-04-27', 'quota': 11.26, 'status': 'Processed'}]"
163,430,413,"[{'IntServ_id': 9244, 'placed_when': '1975-07-28', 'actual_date': '1975-08-24', 'expected_date': '1975-08-07', 'quota': 5.45, 'status': 'Pending'}]"
164,404,348,[]
165,527,553,[]
166,530,567,"[{'IntServ_id': 7264, 'placed_when': '1992-07-04', 'actual_date': '1992-07-18', 'expected_date': '1992-08-02', 'quota': 676.58, 'status': 'Processed'}, {'IntServ_id': 2503, 'placed_when': '1988-01-30', 'actual_date': '1988-02-27', 'expected_date': '1988-02-25', 'quota': 1.95, 'status': 'Pending'}]"
167,356,319,"[{'IntServ_id': 8972, 'placed_when': '2021-02-21', 'actual_date': '2021-03-03', 'expected_date': '2021-03-23', 'quota': 48.13, 'status': 'Processed'}]"
168,470,472,[]
169,394,405,[]
170,530,465,"[{'IntServ_id': 7190, 'placed_when': '1999-03-10', 'actual_date': '1999-04-08', 'expected_date': '1999-04-06', 'quota': 4594.1, 'status': 'Pending'}]"
171,375,303,"[{'IntServ_id': 7353, 'placed_when': '1988-07-06', 'actual_date': '1988-07-16', 'expected_date': '1988-07-26', 'quota': 360.39, 'status': 'Processed'}, {'IntServ_id': 2770, 'placed_when': '2010-02-15', 'actual_date': '2010-03-15', 'expected_date': '2010-03-08', 'quota': 7591.33, 'status': 'Pending'}]"
172,425,596,[]
173,308,519,"[{'IntServ_id': 8670, 'placed_when': '1994-05-18', 'actual_date': '1994-05-28', 'expected_date': '1994-06-10', 'quota': 6.44, 'status': 'Processed'}]"
174,423,375,"[{'IntServ_id': 5084, 'placed_when': '1987-09-23', 'actual_date': '1987-10-11', 'expected_date': '1987-10-21', 'quota': 3.69, 'status': 'Processed'}]"
175,465,426,[]
176,433,308,[]
177,456,311,"[{'IntServ_id': 9032, 'placed_when': '1985-07-11', 'actual_date': '1985-08-01', 'expected_date': '1985-07-27', 'quota': 2.65, 'status': 'Pending'}, {'IntServ_id': 8030, 'placed_when': '2008-02-01', 'actual_date': '2008-02-12', 'expected_date': '2008-03-02', 'quota': 276.75, 'status': 'Processed'}]"
178,303,321,"[{'IntServ_id': 4952, 'placed_when': '2016-03-01', 'actual_date': '2016-03-22', 'expected_date': '2016-03-29', 'quota': 5.5, 'status': 'Processed'}, {'IntServ_id': 9238, 'placed_when': '1991-04-01', 'actual_date': '1991-04-13', 'expected_date': '1991-04-23', 'quota': 6.28, 'status': 'Processed'}]"
179,523,462,[]
180,348,510,"[{'IntServ_id': 4007, 'placed_when': '1975-05-09', 'actual_date': '1975-05-21', 'expected_date': '1975-05-26', 'quota': 181.36, 'status': 'Processed'}, {'IntServ_id': 4331, 'placed_when': '2020-08-17', 'actual_date': '2020-09-13', 'expected_date': '2020-08-30', 'quota': 9.62, 'status': 'Pending'}]"
181,588,417,"[{'IntServ_id': 1508, 'placed_when': '1973-04-24', 'actual_date': '1973-05-15', 'expected_date': '1973-05-16', 'quota': 90.51, 'status': 'Processed'}]"
182,539,488,"[{'IntServ_id': 7290, 'placed_when': '1998-03-15', 'actual_date': '1998-04-14', 'expected_date': '1998-04-12', 'quota': 23.84, 'status': 'Pending'}, {'IntServ_id': 9334, 'placed_when': '2017-02-28', 'actual_date': '2017-03-13', 'expected_date': '2017-03-13', 'quota': 861.82, 'status': 'Processed'}]"
183,465,413,[]
184,330,424,"[{'IntServ_id': 3732, 'placed_when': '2002-11-25', 'actual_date': '2002-12-08', 'expected_date': '2002-12-14', 'quota': 465.36, 'status': 'Processed'}, {'IntServ_id': 8623, 'placed_when': '2008-08-26', 'actual_date': '2008-09-09', 'expected_date': '2008-09-07', 'quota': 947.63, 'status': 'Pending'}]"
185,413,508,"[{'IntServ_id': 2018, 'placed_when': '2004-08-10', 'actual_date': '2004-09-03', 'expected_date': '2004-09-01', 'quota': 830.68, 'status': 'Pending'}]"
186,464,417,[]
187,533,593,"[{'IntServ_id': 3580, 'placed_when': '1992-10-01', 'actual_date': '1992-10-16', 'expected_date': '1992-10-24', 'quota': 960.59, 'status': 'Processed'}, {'IntServ_id': 8831, 'placed_when': '1985-08-17', 'actual_date': '1985-09-02', 'expected_date': '1985-09-03', 'quota': 4236.58, 'status': 'Processed'}, {'IntServ_id': 9477, 'placed_when': '1972-06-02', 'actual_date': '1972-06-14', 'expected_date': '1972-06-28', 'quota': 5.53, 'status': 'Processed'}]"
188,540,543,[]
189,363,458,"[{'IntServ_id': 8597, 'placed_when': '1978-09-06', 'actual_date': '1978-10-03', 'expected_date': '1978-10-01', 'quota': 1764.32, 'status': 'Pending'}, {'IntServ_id': 4340, 'placed_when': '2007-11-26', 'actual_date': '2007-12-25', 'expected_date': '2007-12-18', 'quota': 170.87, 'status': 'Pending'}, {'IntServ_id': 5732, 'placed_when': '1997-04-03', 'actual_date': '1997-04-15', 'expected_date': '1997-04-19', 'quota': 3.74, 'status': 'Processed'}]"
190,329,403,"[{'IntServ_id': 4232, 'placed_when': '1979-04-10', 'actual_date': '1979-05-10', 'expected_date': '1979-05-10', 'quota': 2.7, 'status': 'Processed'}]"
191,553,329,[]
192,539,411,[]
193,509,330,[]
194,419,508,"[{'IntServ_id': 3103, 'placed_when': '1988-06-22', 'actual_date': '1988-07-18', 'expected_date': '1988-07-13', 'quota': 60.33, 'status': 'Pending'}]"
195,341,306,"[{'IntServ_id': 5693, 'placed_when': '2016-04-03', 'actual_date': '2016-04-26', 'expected_date': '2016-04-27', 'quota': 8425.21, 'status': 'Processed'}, {'IntServ_id': 5837, 'placed_when': '1988-06-07', 'actual_date': '1988-07-07', 'expected_date': '1988-06-26', 'quota': 3.65, 'status': 'Pending'}, {'IntServ_id': 9704, 'placed_when': '1980-07-22', 'actual_date': '1980-08-08', 'expected_date': '1980-08-07', 'quota': 7.38, 'status': 'Pending'}]"
196,531,404,"[{'IntServ_id': 6508, 'placed_when': '1980-05-28', 'actual_date': '1980-06-13', 'expected_date': '1980-06-22', 'quota': 8836.67, 'status': 'Processed'}, {'IntServ_id': 4374, 'placed_when': '1987-09-12', 'actual_date': '1987-09-22', 'expected_date': '1987-09-22', 'quota': 131.36, 'status': 'Processed'}]"
197,564,424,[]
198,465,379,"[{'IntServ_id': 3409, 'placed_when': '1986-05-10', 'actual_date': '1986-05-24', 'expected_date': '1986-05-25', 'quota': 994.8, 'status': 'Processed'}]"
199,575,546,[]
200,281,142,"[{'ExtOrders_id': 3779, 'quantity': 961, 'placed_when': '1976-06-29', 'actual_date': 'Unknown', 'expected_date': '1976-07-18', 'cost': 1.72, 'status': 'Out For Delivery'}]"
201,216,84,"[{'ExtOrders_id': 3158, 'quantity': 978, 'placed_when': '2001-01-08', 'actual_date': '2001-01-18 00:00:00', 'expected_date': '2001-02-01', 'cost': 9.31, 'status': 'Closed'}, {'ExtOrders_id': 5348, 'quantity': 248, 'placed_when': '2002-08-30', 'actual_date': 'Unknown', 'expected_date': '2002-09-28', 'cost': 980.43, 'status': 'Out For Delivery'}]"
202,188,27,"[{'ExtOrders_id': 9113, 'quantity': 205, 'placed_when': '1978-01-30', 'actual_date': '1978-02-25 00:00:00', 'expected_date': '1978-02-28', 'cost': 825.35, 'status': 'Closed'}]"
203,252,5,[]
204,185,41,"[{'ExtOrders_id': 1414, 'quantity': 436, 'placed_when': '1982-04-29', 'actual_date': 'Unknown', 'expected_date': '1982-05-23', 'cost': 4.93, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7702, 'quantity': 172, 'placed_when': '1987-09-26', 'actual_date': '1987-10-09 00:00:00', 'expected_date': '1987-10-13', 'cost': 28.6, 'status': 'Closed'}]"
205,247,63,"[{'ExtOrders_id': 3080, 'quantity': 393, 'placed_when': '2000-07-18', 'actual_date': '2000-08-08 00:00:00', 'expected_date': '2000-07-28', 'cost': 97.78, 'status': 'Delayed'}]"
206,150,137,[]
207,258,104,"[{'ExtOrders_id': 5984, 'quantity': 440, 'placed_when': '1982-09-02', 'actual_date': 'Unknown', 'expected_date': '1982-10-01', 'cost': 7.8, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7793, 'quantity': 583, 'placed_when': '1972-04-22', 'actual_date': 'Unknown', 'expected_date': '1972-05-13', 'cost': 39.54, 'status': 'Out For Delivery'}, {'ExtOrders_id': 3828, 'quantity': 967, 'placed_when': '2009-02-14', 'actual_date': '2009-03-07 00:00:00', 'expected_date': '2009-03-15', 'cost': 3468.91, 'status': 'Closed'}, {'ExtOrders_id': 6047, 'quantity': 221, 'placed_when': '1998-10-30', 'actual_date': '1998-11-27 00:00:00', 'expected_date': '1998-11-19', 'cost': 3.95, 'status': 'Delayed'}]"
208,268,78,"[{'ExtOrders_id': 4759, 'quantity': 699, 'placed_when': '1978-09-17', 'actual_date': 'Unknown', 'expected_date': '1978-10-07', 'cost': 74.95, 'status': 'Out For Delivery'}, {'ExtOrders_id': 4500, 'quantity': 343, 'placed_when': '2006-02-11', 'actual_date': '2006-02-24 00:00:00', 'expected_date': '2006-03-12', 'cost': 3162.79, 'status': 'Closed'}]"
209,222,109,"[{'ExtOrders_id': 3889, 'quantity': 280, 'placed_when': '1985-08-21', 'actual_date': '1985-09-16 00:00:00', 'expected_date': '1985-09-01', 'cost': 499.66, 'status': 'Delayed'}]"
210,284,99,"[{'ExtOrders_id': 2221, 'quantity': 725, 'placed_when': '1975-01-14', 'actual_date': 'Unknown', 'expected_date': '1975-02-07', 'cost': 653.3, 'status': 'Out For Delivery'}, {'ExtOrders_id': 2788, 'quantity': 593, 'placed_when': '1987-08-12', 'actual_date': 'Unknown', 'expected_date': '1987-09-03', 'cost': 384.73, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7630, 'quantity': 360, 'placed_when': '1995-08-10', 'actual_date': '1995-08-26 00:00:00', 'expected_date': '1995-09-09', 'cost': 3732.87, 'status': 'Closed'}]"
211,235,123,[]
212,288,42,"[{'ExtOrders_id': 7534, 'quantity': 619, 'placed_when': '2010-01-11', 'actual_date': 'Unknown', 'expected_date': '2010-01-31', 'cost': 9196.61, 'status': 'Out For Delivery'}]"
213,247,85,[]
214,194,129,"[{'ExtOrders_id': 4784, 'quantity': 270, 'placed_when': '1977-03-27', 'actual_date': 'Unknown', 'expected_date': '1977-04-22', 'cost': 704.41, 'status': 'Out For Delivery'}, {'ExtOrders_id': 6510, 'quantity': 486, 'placed_when': '2010-09-09', 'actual_date': 'Unknown', 'expected_date': '2010-10-04', 'cost': 93.36, 'status': 'Out For Delivery'}]"
215,218,143,[]
216,231,19,"[{'ExtOrders_id': 7987, 'quantity': 465, 'placed_when': '2014-03-17', 'actual_date': 'Unknown', 'expected_date': '2014-04-08', 'cost': 2028.51, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5763, 'quantity': 257, 'placed_when': '2021-10-21', 'actual_date': '2021-11-13 00:00:00', 'expected_date': '2021-11-02', 'cost': 695.7, 'status': 'Delayed'}]"
217,194,131,"[{'ExtOrders_id': 4210, 'quantity': 979, 'placed_when': '1974-12-01', 'actual_date': 'Unknown', 'expected_date': '1974-12-21', 'cost': 9760.2, 'status': 'Out For Delivery'}, {'ExtOrders_id': 1919, 'quantity': 689, 'placed_when': '2000-04-29', 'actual_date': 'Unknown', 'expected_date': '2000-05-15', 'cost': 50.26, 'status': 'Out For Delivery'}]"
218,280,65,"[{'ExtOrders_id': 1321, 'quantity': 308, 'placed_when': '1984-11-12', 'actual_date': '1984-12-12 00:00:00', 'expected_date': '1984-12-05', 'cost': 99.25, 'status': 'Delayed'}, {'ExtOrders_id': 8691, 'quantity': 522, 'placed_when': '1990-10-31', 'actual_date': 'Unknown', 'expected_date': '1990-11-26', 'cost': 12.24, 'status': 'Out For Delivery'}]"
219,154,95,"[{'ExtOrders_id': 3622, 'quantity': 136, 'placed_when': '1979-05-10', 'actual_date': '1979-05-29 00:00:00', 'expected_date': '1979-05-20', 'cost': 549.42, 'status': 'Delayed'}, {'ExtOrders_id': 1154, 'quantity': 820, 'placed_when': '1974-01-24', 'actual_date': 'Unknown', 'expected_date': '1974-02-23', 'cost': 819.81, 'status': 'Out For Delivery'}]"
220,231,141,[]
221,281,114,"[{'ExtOrders_id': 8183, 'quantity': 292, 'placed_when': '1998-09-28', 'actual_date': 'Unknown', 'expected_date': '1998-10-22', 'cost': 40.6, 'status': 'Out For Delivery'}]"
222,159,144,[]
223,157,73,"[{'ExtOrders_id': 6474, 'quantity': 937, 'placed_when': '1972-12-26', 'actual_date': '1973-01-19 00:00:00', 'expected_date': '1973-01-13', 'cost': 7.15, 'status': 'Delayed'}]"
224,294,140,"[{'ExtOrders_id': 9271, 'quantity': 521, 'placed_when': '2016-10-12', 'actual_date': '2016-10-25 00:00:00', 'expected_date': '2016-11-01', 'cost': 6.96, 'status': 'Closed'}]"
225,229,14,[]
226,272,9,"[{'ExtOrders_id': 8077, 'quantity': 483, 'placed_when': '2002-03-24', 'actual_date': '2002-04-20 00:00:00', 'expected_date': '2002-04-06', 'cost': 62.39, 'status': 'Delayed'}]"
227,150,134,[]
228,167,124,[]
229,275,144,[]
230,166,92,[]
231,206,113,[]
232,228,69,"[{'ExtOrders_id': 1932, 'quantity': 167, 'placed_when': '2020-09-16', 'actual_date': 'Unknown', 'expected_date': '2020-10-15', 'cost': 940.39, 'status': 'Out For Delivery'}, {'ExtOrders_id': 9035, 'quantity': 618, 'placed_when': '1992-10-16', 'actual_date': 'Unknown', 'expected_date': '1992-11-09', 'cost': 199.2, 'status': 'Out For Delivery'}]"
233,285,19,"[{'ExtOrders_id': 9746, 'quantity': 342, 'placed_when': '1996-02-19', 'actual_date': '1996-03-19 00:00:00', 'expected_date': '1996-02-29', 'cost': 9.42, 'status': 'Delayed'}]"
234,201,17,"[{'ExtOrders_id': 4244, 'quantity': 141, 'placed_when': '1970-12-08', 'actual_date': '1970-12-30 00:00:00', 'expected_date': '1970-12-28', 'cost': 2.17, 'status': 'Delayed'}]"
235,151,39,"[{'ExtOrders_id': 9638, 'quantity': 224, 'placed_when': '1985-10-09', 'actual_date': 'Unknown', 'expected_date': '1985-10-22', 'cost': 37.28, 'status': 'Out For Delivery'}]"
236,167,78,[]
237,272,17,[]
238,297,86,[]
239,160,5,"[{'ExtOrders_id': 3497, 'quantity': 372, 'placed_when': '1977-07-28', 'actual_date': '1977-08-18 00:00:00', 'expected_date': '1977-08-09', 'cost': 6.18, 'status': 'Delayed'}]"
240,272,11,"[{'ExtOrders_id': 4419, 'quantity': 799, 'placed_when': '2015-10-31', 'actual_date': 'Unknown', 'expected_date': '2015-11-10', 'cost': 54.73, 'status': 'Out For Delivery'}, {'ExtOrders_id': 9300, 'quantity': 496, 'placed_when': '1993-02-17', 'actual_date': 'Unknown', 'expected_date': '1993-03-03', 'cost': 441.25, 'status': 'Out For Delivery'}]"
241,164,131,[]
242,296,2,"[{'ExtOrders_id': 4444, 'quantity': 222, 'placed_when': '1990-12-23', 'actual_date': 'Unknown', 'expected_date': '1991-01-18', 'cost': 8970.89, 'status': 'Out For Delivery'}, {'ExtOrders_id': 1617, 'quantity': 650, 'placed_when': '1993-05-31', 'actual_date': '1993-06-21 00:00:00', 'expected_date': '1993-06-11', 'cost': 518.63, 'status': 'Delayed'}, {'ExtOrders_id': 5302, 'quantity': 975, 'placed_when': '1976-10-30', 'actual_date': 'Unknown', 'expected_date': '1976-11-14', 'cost': 8.83, 'status': 'Out For Delivery'}, {'ExtOrders_id': 4469, 'quantity': 297, 'placed_when': '1979-02-20', 'actual_date': '1979-03-06 00:00:00', 'expected_date': '1979-03-20', 'cost': 1.11, 'status': 'Closed'}, {'ExtOrders_id': 4563, 'quantity': 634, 'placed_when': '1977-12-01', 'actual_date': 'Unknown', 'expected_date': '1977-12-17', 'cost': 5.86, 'status': 'Out For Delivery'}]"
243,256,149,[]
244,259,94,[]
245,223,76,"[{'ExtOrders_id': 8666, 'quantity': 515, 'placed_when': '1979-01-24', 'actual_date': '1979-02-14 00:00:00', 'expected_date': '1979-02-11', 'cost': 300.58, 'status': 'Delayed'}, {'ExtOrders_id': 7466, 'quantity': 261, 'placed_when': '1993-04-14', 'actual_date': '1993-05-13 00:00:00', 'expected_date': '1993-05-06', 'cost': 934.12, 'status': 'Delayed'}, {'ExtOrders_id': 1129, 'quantity': 524, 'placed_when': '2010-02-18', 'actual_date': '2010-03-07 00:00:00', 'expected_date': '2010-03-12', 'cost': 4.62, 'status': 'Closed'}, {'ExtOrders_id': 5489, 'quantity': 816, 'placed_when': '1992-07-02', 'actual_date': '1992-07-13 00:00:00', 'expected_date': '1992-07-26', 'cost': 6015.81, 'status': 'Closed'}, {'ExtOrders_id': 2531, 'quantity': 578, 'placed_when': '2015-06-28', 'actual_date': 'Unknown', 'expected_date': '2015-07-15', 'cost': 1454.32, 'status': 'Out For Delivery'}]"
246,156,107,[]
247,238,74,[]
248,298,19,"[{'ExtOrders_id': 7437, 'quantity': 789, 'placed_when': '1992-05-22', 'actual_date': 'Unknown', 'expected_date': '1992-06-14', 'cost': 425.74, 'status': 'Out For Delivery'}]"
249,156,3,"[{'ExtOrders_id': 2997, 'quantity': 473, 'placed_when': '2021-07-29', 'actual_date': 'Unknown', 'expected_date': '2021-08-22', 'cost': 5058.57, 'status': 'Out For Delivery'}]"
250,182,52,[]
251,362,93,"[{'ExtOrders_id': 8454, 'quantity': 409, 'placed_when': '2010-07-09', 'actual_date': '2010-08-03 00:00:00', 'expected_date': '2010-08-05', 'cost': 28.93, 'status': 'Closed'}, {'ExtOrders_id': 4823, 'quantity': 145, 'placed_when': '1973-11-05', 'actual_date': '1973-11-27 00:00:00', 'expected_date': '1973-12-04', 'cost': 206.61, 'status': 'Closed'}]"
252,394,64,[]
253,425,49,[]
254,430,133,"[{'ExtOrders_id': 3801, 'quantity': 574, 'placed_when': '2020-03-08', 'actual_date': 'Unknown', 'expected_date': '2020-04-02', 'cost': 9.29, 'status': 'Out For Delivery'}]"
255,305,127,[]
256,458,57,[]
257,379,46,[]
258,527,47,"[{'ExtOrders_id': 4453, 'quantity': 948, 'placed_when': '1977-02-05', 'actual_date': 'Unknown', 'expected_date': '1977-02-27', 'cost': 5104.51, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5531, 'quantity': 448, 'placed_when': '1999-01-01', 'actual_date': 'Unknown', 'expected_date': '1999-01-26', 'cost': 715.59, 'status': 'Out For Delivery'}]"
259,468,98,"[{'ExtOrders_id': 6082, 'quantity': 994, 'placed_when': '2006-04-15', 'actual_date': '2006-05-05 00:00:00', 'expected_date': '2006-05-08', 'cost': 209.6, 'status': 'Closed'}]"
260,379,84,[]
261,356,12,"[{'ExtOrders_id': 4806, 'quantity': 546, 'placed_when': '1993-06-18', 'actual_date': '1993-07-17 00:00:00', 'expected_date': '1993-07-02', 'cost': 43.84, 'status': 'Delayed'}]"
262,433,81,"[{'ExtOrders_id': 2718, 'quantity': 789, 'placed_when': '1989-10-20', 'actual_date': '1989-11-13 00:00:00', 'expected_date': '1989-11-10', 'cost': 9.31, 'status': 'Delayed'}]"
263,500,0,"[{'ExtOrders_id': 2232, 'quantity': 372, 'placed_when': '2012-09-07', 'actual_date': '2012-09-27 00:00:00', 'expected_date': '2012-09-23', 'cost': 4376.76, 'status': 'Delayed'}, {'ExtOrders_id': 3805, 'quantity': 810, 'placed_when': '2006-06-27', 'actual_date': '2006-07-18 00:00:00', 'expected_date': '2006-07-19', 'cost': 890.36, 'status': 'Closed'}, {'ExtOrders_id': 4710, 'quantity': 349, 'placed_when': '1980-04-07', 'actual_date': 'Unknown', 'expected_date': '1980-05-05', 'cost': 8.68, 'status': 'Out For Delivery'}]"
264,362,62,"[{'ExtOrders_id': 8782, 'quantity': 578, 'placed_when': '2020-04-22', 'actual_date': '2020-05-13 00:00:00', 'expected_date': '2020-05-18', 'cost': 2562.59, 'status': 'Closed'}, {'ExtOrders_id': 7545, 'quantity': 158, 'placed_when': '1996-06-23', 'actual_date': 'Unknown', 'expected_date': '1996-07-20', 'cost': 83.21, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5443, 'quantity': 321, 'placed_when': '1972-07-31', 'actual_date': 'Unknown', 'expected_date': '1972-08-15', 'cost': 3466.85, 'status': 'Out For Delivery'}]"
265,433,110,"[{'ExtOrders_id': 7762, 'quantity': 954, 'placed_when': '2001-02-28', 'actual_date': 'Unknown', 'expected_date': '2001-03-12', 'cost': 8359.13, 'status': 'Out For Delivery'}]"
266,597,0,"[{'ExtOrders_id': 9772, 'quantity': 772, 'placed_when': '2021-01-08', 'actual_date': '2021-01-28 00:00:00', 'expected_date': '2021-01-19', 'cost': 7.98, 'status': 'Delayed'}]"
267,596,21,"[{'ExtOrders_id': 4730, 'quantity': 471, 'placed_when': '2008-12-05', 'actual_date': '2008-12-28 00:00:00', 'expected_date': '2008-12-30', 'cost': 69.99, 'status': 'Closed'}]"
268,363,110,"[{'ExtOrders_id': 3871, 'quantity': 186, 'placed_when': '1980-04-08', 'actual_date': 'Unknown', 'expected_date': '1980-04-21', 'cost': 504.76, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5957, 'quantity': 371, 'placed_when': '2015-09-27', 'actual_date': 'Unknown', 'expected_date': '2015-10-14', 'cost': 1409.46, 'status': 'Out For Delivery'}]"
269,503,56,[]
270,433,115,"[{'ExtOrders_id': 1738, 'quantity': 988, 'placed_when': '1983-03-18', 'actual_date': 'Unknown', 'expected_date': '1983-03-28', 'cost': 82.99, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7571, 'quantity': 494, 'placed_when': '1980-04-28', 'actual_date': '1980-05-20 00:00:00', 'expected_date': '1980-05-23', 'cost': 8372.55, 'status': 'Closed'}]"
271,513,1,"[{'ExtOrders_id': 4718, 'quantity': 692, 'placed_when': '1991-02-21', 'actual_date': 'Unknown', 'expected_date': '1991-03-16', 'cost': 825.94, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7889, 'quantity': 509, 'placed_when': '1992-05-25', 'actual_date': 'Unknown', 'expected_date': '1992-06-21', 'cost': 31.25, 'status': 'Out For Delivery'}]"
272,389,50,[]
273,321,136,"[{'ExtOrders_id': 2563, 'quantity': 869, 'placed_when': '1993-07-27', 'actual_date': '1993-08-23 00:00:00', 'expected_date': '1993-08-26', 'cost': 5.66, 'status': 'Closed'}]"
274,303,35,"[{'ExtOrders_id': 1848, 'quantity': 815, 'placed_when': '2019-12-07', 'actual_date': 'Unknown', 'expected_date': '2019-12-17', 'cost': 8631.39, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7112, 'quantity': 688, 'placed_when': '2006-03-19', 'actual_date': 'Unknown', 'expected_date': '2006-04-16', 'cost': 61.3, 'status': 'Out For Delivery'}, {'ExtOrders_id': 9561, 'quantity': 980, 'placed_when': '2014-02-21', 'actual_date': 'Unknown', 'expected_date': '2014-03-04', 'cost': 1175.3, 'status': 'Out For Delivery'}]"
275,503,60,[]
276,562,141,[]
277,372,6,"[{'ExtOrders_id': 6681, 'quantity': 730, 'placed_when': '1981-10-31', 'actual_date': 'Unknown', 'expected_date': '1981-11-14', 'cost': 62.64, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5183, 'quantity': 583, 'placed_when': '2013-06-28', 'actual_date': '2013-07-19 00:00:00', 'expected_date': '2013-07-28', 'cost': 84.44, 'status': 'Closed'}]"
278,464,64,"[{'ExtOrders_id': 5311, 'quantity': 983, 'placed_when': '2003-10-31', 'actual_date': 'Unknown', 'expected_date': '2003-11-25', 'cost': 4.23, 'status': 'Out For Delivery'}, {'ExtOrders_id': 3115, 'quantity': 153, 'placed_when': '1996-02-26', 'actual_date': '1996-03-15 00:00:00', 'expected_date': '1996-03-27', 'cost': 20.81, 'status': 'Closed'}]"
279,527,64,"[{'ExtOrders_id': 6722, 'quantity': 838, 'placed_when': '2001-09-29', 'actual_date': '2001-10-10 00:00:00', 'expected_date': '2001-10-10', 'cost': 2480.4, 'status': 'Closed'}, {'ExtOrders_id': 1798, 'quantity': 758, 'placed_when': '1970-10-26', 'actual_date': '1970-11-24 00:00:00', 'expected_date': '1970-11-19', 'cost': 24.29, 'status': 'Delayed'}]"
280,471,131,[]
281,530,107,[]
282,490,33,[]
283,404,14,"[{'ExtOrders_id': 5688, 'quantity': 349, 'placed_when': '1988-12-02', 'actual_date': '1989-01-01 00:00:00', 'expected_date': '1988-12-17', 'cost': 792.45, 'status': 'Delayed'}]"
284,305,63,"[{'ExtOrders_id': 5139, 'quantity': 284, 'placed_when': '2008-07-27', 'actual_date': '2008-08-17 00:00:00', 'expected_date': '2008-08-23', 'cost': 1205.46, 'status': 'Closed'}, {'ExtOrders_id': 3104, 'quantity': 438, 'placed_when': '1992-03-04', 'actual_date': '1992-04-02 00:00:00', 'expected_date': '1992-03-18', 'cost': 8218.5, 'status': 'Delayed'}]"
285,315,110,[]
286,438,65,[]
287,530,88,"[{'ExtOrders_id': 4926, 'quantity': 600, 'placed_when': '1986-04-26', 'actual_date': 'Unknown', 'expected_date': '1986-05-12', 'cost': 5322.3, 'status': 'Out For Delivery'}, {'ExtOrders_id': 6448, 'quantity': 989, 'placed_when': '1971-07-12', 'actual_date': 'Unknown', 'expected_date': '1971-08-01', 'cost': 689.75, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5109, 'quantity': 745, 'placed_when': '1973-09-14', 'actual_date': '1973-10-02 00:00:00', 'expected_date': '1973-10-07', 'cost': 845.76, 'status': 'Closed'}]"
288,315,19,"[{'ExtOrders_id': 2261, 'quantity': 225, 'placed_when': '1981-06-14', 'actual_date': 'Unknown', 'expected_date': '1981-06-28', 'cost': 88.5, 'status': 'Out For Delivery'}]"
289,394,51,"[{'ExtOrders_id': 6786, 'quantity': 308, 'placed_when': '1977-02-12', 'actual_date': 'Unknown', 'expected_date': '1977-02-27', 'cost': 79.47, 'status': 'Out For Delivery'}]"
