,From,To,From_Table,To_Table,Weight,Distance,Edge_Name
1427,2313,1389,Ssintship,Supplier,100,,ssintship
1428,1462,2314,Supplier,Ssintship,100,,ssintship
1429,2314,1389,Ssintship,Supplier,100,,ssintship
1430,1458,2315,Supplier,Ssintship,100,,ssintship
1431,2315,1389,Ssintship,Supplier,100,,ssintship
1432,1543,2316,Supplier,Ssintship,100,,ssintship
1433,2316,1389,Ssintship,Supplier,100,,ssintship
1434,1475,2317,Supplier,Ssintship,100,,ssintship
1435,2317,1389,Ssintship,Supplier,100,,ssintship
1436,1569,2318,Supplier,Ssintship,100,,ssintship
1437,2318,1389,Ssintship,Supplier,100,,ssintship
1438,1575,2319,Supplier,Ssintship,100,,ssintship
1439,2319,1389,Ssintship,Supplier,100,,ssintship
1440,1397,2320,Supplier,Ssintship,100,,ssintship
1441,2320,1389,Ssintship,Supplier,100,,ssintship
1442,1539,2321,Supplier,Ssintship,100,,ssintship
1443,2321,1553,Ssintship,Supplier,100,,ssintship
1444,1540,2322,Supplier,Ssintship,100,,ssintship
1445,2322,1553,Ssintship,Supplier,100,,ssintship
1446,1347,2323,Supplier,Ssintship,100,,ssintship
1447,2323,1490,Ssintship,Supplier,100,,ssintship
1448,1500,2324,Supplier,Ssintship,100,,ssintship
1449,2324,1490,Ssintship,Supplier,100,,ssintship
1450,1539,2325,Supplier,Ssintship,100,,ssintship
1451,2325,1490,Ssintship,Supplier,100,,ssintship
1452,1329,2326,Supplier,Ssintship,100,,ssintship
1453,2326,1490,Ssintship,Supplier,100,,ssintship
1454,1465,2327,Supplier,Ssintship,100,,ssintship
1455,2327,1523,Ssintship,Supplier,100,,ssintship
1456,1507,2328,Supplier,Ssintship,100,,ssintship
1457,2328,1523,Ssintship,Supplier,100,,ssintship
1458,1303,2329,Supplier,Ssintship,100,,ssintship
1459,2329,1523,Ssintship,Supplier,100,,ssintship
1460,1539,2330,Supplier,Ssintship,100,,ssintship
1461,2330,1523,Ssintship,Supplier,100,,ssintship
1462,1472,2331,Supplier,Ssintship,100,,ssintship
1463,2331,1523,Ssintship,Supplier,100,,ssintship
1464,1330,2332,Supplier,Ssintship,100,,ssintship
1465,2332,1523,Ssintship,Supplier,100,,ssintship
1466,1562,2333,Supplier,Ssintship,100,,ssintship
1467,2333,1523,Ssintship,Supplier,100,,ssintship
1468,1464,2334,Supplier,Ssintship,100,,ssintship
1469,2334,1403,Ssintship,Supplier,100,,ssintship
1470,1553,2335,Supplier,Ssintship,100,,ssintship
1471,2335,1403,Ssintship,Supplier,100,,ssintship
1472,1493,2336,Supplier,Ssintship,100,,ssintship
1473,2336,1593,Ssintship,Supplier,100,,ssintship
1474,1472,2337,Supplier,Ssintship,100,,ssintship
1475,2337,1527,Ssintship,Supplier,100,,ssintship
1476,1462,2338,Supplier,Ssintship,100,,ssintship
1477,2338,1527,Ssintship,Supplier,100,,ssintship
1478,1403,2339,Supplier,Ssintship,100,,ssintship
1479,2339,1527,Ssintship,Supplier,100,,ssintship
1480,1539,2340,Supplier,Ssintship,100,,ssintship
1481,2340,1527,Ssintship,Supplier,100,,ssintship
1482,1417,2341,Supplier,Ssintship,100,,ssintship
1483,2341,1527,Ssintship,Supplier,100,,ssintship
1484,1510,2342,Supplier,Ssintship,100,,ssintship
1485,2342,1527,Ssintship,Supplier,100,,ssintship
1486,1394,2343,Supplier,Ssintship,100,,ssintship
1487,2343,1527,Ssintship,Supplier,100,,ssintship
1488,1306,2344,Supplier,Ssintship,100,,ssintship
1489,2344,1356,Ssintship,Supplier,100,,ssintship
1490,1459,2345,Supplier,Ssintship,100,,ssintship
1491,2345,1356,Ssintship,Supplier,100,,ssintship
1492,1341,2346,Supplier,Ssintship,100,,ssintship
1493,2346,1356,Ssintship,Supplier,100,,ssintship
1494,1465,2347,Supplier,Ssintship,100,,ssintship
1495,2347,1356,Ssintship,Supplier,100,,ssintship
1496,1513,2348,Supplier,Ssintship,100,,ssintship
1497,2348,1356,Ssintship,Supplier,100,,ssintship
1498,1513,2349,Supplier,Ssintship,100,,ssintship
1499,2349,1430,Ssintship,Supplier,100,,ssintship
1500,1597,2350,Supplier,Ssintship,100,,ssintship
1501,2350,1430,Ssintship,Supplier,100,,ssintship
1502,1417,2351,Supplier,Ssintship,100,,ssintship
1503,2351,1430,Ssintship,Supplier,100,,ssintship
1504,1459,2352,Supplier,Ssintship,100,,ssintship
1505,2352,1319,Ssintship,Supplier,100,,ssintship
1506,1423,2353,Supplier,Ssintship,100,,ssintship
1507,2353,1319,Ssintship,Supplier,100,,ssintship
1508,1308,2354,Supplier,Ssintship,100,,ssintship
1509,2354,1319,Ssintship,Supplier,100,,ssintship
1510,1559,2355,Supplier,Ssintship,100,,ssintship
1511,2355,1370,Ssintship,Supplier,100,,ssintship
1512,1303,2356,Supplier,Ssintship,100,,ssintship
1513,2356,1370,Ssintship,Supplier,100,,ssintship
1514,1397,2357,Supplier,Ssintship,100,,ssintship
1515,2357,1370,Ssintship,Supplier,100,,ssintship
1516,1475,2358,Supplier,Ssintship,100,,ssintship
1517,2358,1370,Ssintship,Supplier,100,,ssintship
1518,1411,2359,Supplier,Ssintship,100,,ssintship
1519,2359,1370,Ssintship,Supplier,100,,ssintship
1520,1579,2360,Supplier,Ssintship,100,,ssintship
1521,2360,1370,Ssintship,Supplier,100,,ssintship
1522,1553,2361,Supplier,Ssintship,100,,ssintship
1523,2361,1370,Ssintship,Supplier,100,,ssintship
1524,1490,2362,Supplier,Ssintship,100,,ssintship
1525,2362,1423,Ssintship,Supplier,100,,ssintship
1526,1507,2363,Supplier,Ssintship,100,,ssintship
1527,2363,1423,Ssintship,Supplier,100,,ssintship
1528,1379,2364,Supplier,Ssintship,100,,ssintship
1529,2364,1593,Ssintship,Supplier,100,,ssintship
1530,1311,2365,Supplier,Ssintship,100,,ssintship
1531,2365,1593,Ssintship,Supplier,100,,ssintship
1532,1306,2366,Supplier,Ssintship,100,,ssintship
1533,2366,1593,Ssintship,Supplier,100,,ssintship
1534,1519,2367,Supplier,Ssintship,100,,ssintship
1535,2367,1593,Ssintship,Supplier,100,,ssintship
1536,1335,2368,Supplier,Ssintship,100,,ssintship
1537,2368,1593,Ssintship,Supplier,100,,ssintship
1538,1543,2369,Supplier,Ssintship,100,,ssintship
1539,2369,1593,Ssintship,Supplier,100,,ssintship
1540,1468,2370,Supplier,Ssintship,100,,ssintship
1541,2370,1593,Ssintship,Supplier,100,,ssintship
1542,1464,2371,Supplier,Ssintship,100,,ssintship
1543,2371,1500,Ssintship,Supplier,100,,ssintship
1544,1404,2372,Supplier,Ssintship,100,,ssintship
1545,2372,1571,Ssintship,Supplier,100,,ssintship
1546,1308,2373,Supplier,Ssintship,100,,ssintship
1547,2373,1571,Ssintship,Supplier,100,,ssintship
1548,1456,2374,Supplier,Ssintship,100,,ssintship
1549,2374,1571,Ssintship,Supplier,100,,ssintship
1550,1394,2375,Supplier,Ssintship,100,,ssintship
1551,2375,1571,Ssintship,Supplier,100,,ssintship
1552,1423,2376,Supplier,Ssintship,100,,ssintship
1553,2376,1490,Ssintship,Supplier,100,,ssintship
1554,1379,2377,Supplier,Ssintship,100,,ssintship
1555,2377,1490,Ssintship,Supplier,100,,ssintship
1556,1343,2378,Supplier,Ssintship,100,,ssintship
1557,2378,1490,Ssintship,Supplier,100,,ssintship
1558,1569,2379,Supplier,Ssintship,100,,ssintship
1559,2379,1490,Ssintship,Supplier,100,,ssintship
1560,1462,2380,Supplier,Ssintship,100,,ssintship
1561,2380,1490,Ssintship,Supplier,100,,ssintship
1562,1509,2381,Supplier,Ssintship,100,,ssintship
1563,2381,1490,Ssintship,Supplier,100,,ssintship
1564,1311,2382,Supplier,Ssintship,100,,ssintship
1565,2382,1490,Ssintship,Supplier,100,,ssintship
1566,1435,2383,Supplier,Ssintship,100,,ssintship
1567,2383,1490,Ssintship,Supplier,100,,ssintship
1568,1599,2384,Supplier,Ssintship,100,,ssintship
1569,2384,1490,Ssintship,Supplier,100,,ssintship
1570,1493,2385,Supplier,Ssintship,100,,ssintship
1571,2385,1348,Ssintship,Supplier,100,,ssintship
1572,1430,2386,Supplier,Ssintship,100,,ssintship
1573,2386,1348,Ssintship,Supplier,100,,ssintship
1574,1593,2387,Supplier,Ssintship,100,,ssintship
1575,2387,1348,Ssintship,Supplier,100,,ssintship
1576,1419,2388,Supplier,Internaltransactions,100,,internaltransactions
1577,2388,1459,Internaltransactions,Supplier,100,,internaltransactions
1578,1474,2389,Supplier,Internaltransactions,100,,internaltransactions
1579,2389,1593,Internaltransactions,Supplier,100,,internaltransactions
1580,1553,2390,Supplier,Internaltransactions,100,,internaltransactions
1581,2390,1546,Internaltransactions,Supplier,100,,internaltransactions
1582,1503,2391,Supplier,Internaltransactions,100,,internaltransactions
1583,2391,1559,Internaltransactions,Supplier,100,,internaltransactions
1584,1397,2392,Supplier,Internaltransactions,100,,internaltransactions
1585,2392,1562,Internaltransactions,Supplier,100,,internaltransactions
1586,1458,2393,Supplier,Internaltransactions,100,,internaltransactions
1587,2393,1459,Internaltransactions,Supplier,100,,internaltransactions
1588,1370,2394,Supplier,Internaltransactions,100,,internaltransactions
1589,2394,1381,Internaltransactions,Supplier,100,,internaltransactions
1590,1531,2395,Supplier,Internaltransactions,100,,internaltransactions
1591,2395,1397,Internaltransactions,Supplier,100,,internaltransactions
1592,1523,2396,Supplier,Internaltransactions,100,,internaltransactions
1593,2396,1580,Internaltransactions,Supplier,100,,internaltransactions
1594,1413,2397,Supplier,Internaltransactions,100,,internaltransactions
1595,2397,1351,Internaltransactions,Supplier,100,,internaltransactions
1596,1503,2398,Supplier,Internaltransactions,100,,internaltransactions
1597,2398,1533,Internaltransactions,Supplier,100,,internaltransactions
1598,1525,2399,Supplier,Internaltransactions,100,,internaltransactions
1599,2399,1394,Internaltransactions,Supplier,100,,internaltransactions
1600,1413,2400,Supplier,Internaltransactions,100,,internaltransactions
1601,2400,1569,Internaltransactions,Supplier,100,,internaltransactions
1602,1348,2401,Supplier,Internaltransactions,100,,internaltransactions
1603,2401,1465,Internaltransactions,Supplier,100,,internaltransactions
1604,1416,2402,Supplier,Internaltransactions,100,,internaltransactions
1605,2402,1500,Internaltransactions,Supplier,100,,internaltransactions
1606,1375,2403,Supplier,Internaltransactions,100,,internaltransactions
1607,2403,1379,Internaltransactions,Supplier,100,,internaltransactions
1608,1571,2404,Supplier,Internaltransactions,100,,internaltransactions
1609,2404,1330,Internaltransactions,Supplier,100,,internaltransactions
1610,1539,2405,Supplier,Internaltransactions,100,,internaltransactions
1611,2405,1580,Internaltransactions,Supplier,100,,internaltransactions
1612,1308,2406,Supplier,Internaltransactions,100,,internaltransactions
1613,2406,1503,Internaltransactions,Supplier,100,,internaltransactions
1614,1593,2407,Supplier,Internaltransactions,100,,internaltransactions
1615,2407,1343,Internaltransactions,Supplier,100,,internaltransactions
1616,1579,2408,Supplier,Internaltransactions,100,,internaltransactions
1617,2408,1519,Internaltransactions,Supplier,100,,internaltransactions
1618,1519,2409,Supplier,Internaltransactions,100,,internaltransactions
1619,2409,1523,Internaltransactions,Supplier,100,,internaltransactions
1620,1531,2410,Supplier,Internaltransactions,100,,internaltransactions
1621,2410,1533,Internaltransactions,Supplier,100,,internaltransactions
1622,1343,2411,Supplier,Internaltransactions,100,,internaltransactions
1623,2411,1350,Internaltransactions,Supplier,100,,internaltransactions
1624,1424,2412,Supplier,Internaltransactions,100,,internaltransactions
1625,2412,1575,Internaltransactions,Supplier,100,,internaltransactions
1626,1348,2413,Supplier,Internaltransactions,100,,internaltransactions
1627,2413,1406,Internaltransactions,Supplier,100,,internaltransactions
1628,1363,2414,Supplier,Internaltransactions,100,,internaltransactions
1629,2414,1471,Internaltransactions,Supplier,100,,internaltransactions
1630,1564,2415,Supplier,Internaltransactions,100,,internaltransactions
1631,2415,1321,Internaltransactions,Supplier,100,,internaltransactions
1632,1405,2416,Supplier,Internaltransactions,100,,internaltransactions
1633,2416,1472,Internaltransactions,Supplier,100,,internaltransactions
1634,1490,2417,Supplier,Internaltransactions,100,,internaltransactions
1635,2417,1553,Internaltransactions,Supplier,100,,internaltransactions
1636,1462,2418,Supplier,Internaltransactions,100,,internaltransactions
1637,2418,1438,Internaltransactions,Supplier,100,,internaltransactions
1638,1527,2419,Supplier,Internaltransactions,100,,internaltransactions
1639,2419,1567,Internaltransactions,Supplier,100,,internaltransactions
1640,1419,2420,Supplier,Internaltransactions,100,,internaltransactions
1641,2420,1319,Internaltransactions,Supplier,100,,internaltransactions
1642,1525,2421,Supplier,Internaltransactions,100,,internaltransactions
1643,2421,1458,Internaltransactions,Supplier,100,,internaltransactions
1644,1470,2422,Supplier,Internaltransactions,100,,internaltransactions
1645,2422,1569,Internaltransactions,Supplier,100,,internaltransactions
1646,1389,2423,Supplier,Internaltransactions,100,,internaltransactions
1647,2423,1559,Internaltransactions,Supplier,100,,internaltransactions
1648,1475,2424,Supplier,Internaltransactions,100,,internaltransactions
1649,2424,1330,Internaltransactions,Supplier,100,,internaltransactions
1650,1490,2425,Supplier,Internaltransactions,100,,internaltransactions
1651,2425,1509,Internaltransactions,Supplier,100,,internaltransactions
1652,1531,2426,Supplier,Internaltransactions,100,,internaltransactions
1653,2426,1580,Internaltransactions,Supplier,100,,internaltransactions
1654,1543,2427,Supplier,Internaltransactions,100,,internaltransactions
1655,2427,1484,Internaltransactions,Supplier,100,,internaltransactions
1656,1341,2428,Supplier,Internaltransactions,100,,internaltransactions
1657,2428,1352,Internaltransactions,Supplier,100,,internaltransactions
1658,1433,2429,Supplier,Internaltransactions,100,,internaltransactions
1659,2429,1419,Internaltransactions,Supplier,100,,internaltransactions
1660,1596,2430,Supplier,Internaltransactions,100,,internaltransactions
1661,2430,1311,Internaltransactions,Supplier,100,,internaltransactions
1662,1593,2431,Supplier,Internaltransactions,100,,internaltransactions
1663,2431,1484,Internaltransactions,Supplier,100,,internaltransactions
1664,1475,2432,Supplier,Internaltransactions,100,,internaltransactions
1665,2432,1562,Internaltransactions,Supplier,100,,internaltransactions
1666,1414,2433,Supplier,Internaltransactions,100,,internaltransactions
1667,2433,1403,Internaltransactions,Supplier,100,,internaltransactions
1668,1343,2434,Supplier,Internaltransactions,100,,internaltransactions
1669,2434,1367,Internaltransactions,Supplier,100,,internaltransactions
1670,1533,2435,Supplier,Internaltransactions,100,,internaltransactions
1671,2435,1458,Internaltransactions,Supplier,100,,internaltransactions
1672,1406,2436,Supplier,Internaltransactions,100,,internaltransactions
1673,2436,1527,Internaltransactions,Supplier,100,,internaltransactions
1674,1540,2437,Supplier,Internaltransactions,100,,internaltransactions
1675,2437,1330,Internaltransactions,Supplier,100,,internaltransactions
1676,1488,2438,Supplier,Internaltransactions,100,,internaltransactions
1677,2438,1379,Internaltransactions,Supplier,100,,internaltransactions
1678,1405,2439,Supplier,Internaltransactions,100,,internaltransactions
1679,2439,1350,Internaltransactions,Supplier,100,,internaltransactions
1680,1559,2440,Supplier,Internaltransactions,100,,internaltransactions
1681,2440,1330,Internaltransactions,Supplier,100,,internaltransactions
1682,1423,2441,Supplier,Internaltransactions,100,,internaltransactions
1683,2441,1352,Internaltransactions,Supplier,100,,internaltransactions
1684,1330,2442,Supplier,Internaltransactions,100,,internaltransactions
1685,2442,1341,Internaltransactions,Supplier,100,,internaltransactions
1686,1381,2443,Supplier,Internaltransactions,100,,internaltransactions
1687,2443,1575,Internaltransactions,Supplier,100,,internaltransactions
1688,1372,2444,Supplier,Internaltransactions,100,,internaltransactions
1689,2444,1488,Internaltransactions,Supplier,100,,internaltransactions
1690,1367,2445,Supplier,Internaltransactions,100,,internaltransactions
1691,2445,1546,Internaltransactions,Supplier,100,,internaltransactions
1692,1411,2446,Supplier,Internaltransactions,100,,internaltransactions
1693,2446,1330,Internaltransactions,Supplier,100,,internaltransactions
1694,1569,2447,Supplier,Internaltransactions,100,,internaltransactions
1695,2447,1311,Internaltransactions,Supplier,100,,internaltransactions
1696,1525,2448,Supplier,Internaltransactions,100,,internaltransactions
1697,2448,1303,Internaltransactions,Supplier,100,,internaltransactions
1698,1330,2449,Supplier,Internaltransactions,100,,internaltransactions
1699,2449,1523,Internaltransactions,Supplier,100,,internaltransactions
1700,1381,2450,Supplier,Internaltransactions,100,,internaltransactions
1701,2450,1430,Internaltransactions,Supplier,100,,internaltransactions
1702,1430,2451,Supplier,Internaltransactions,100,,internaltransactions
1703,2451,1413,Internaltransactions,Supplier,100,,internaltransactions
1704,1404,2452,Supplier,Internaltransactions,100,,internaltransactions
1705,2452,1348,Internaltransactions,Supplier,100,,internaltransactions
1706,1527,2453,Supplier,Internaltransactions,100,,internaltransactions
1707,2453,1553,Internaltransactions,Supplier,100,,internaltransactions
1708,1530,2454,Supplier,Internaltransactions,100,,internaltransactions
1709,2454,1567,Internaltransactions,Supplier,100,,internaltransactions
1710,1356,2455,Supplier,Internaltransactions,100,,internaltransactions
1711,2455,1319,Internaltransactions,Supplier,100,,internaltransactions
1712,1470,2456,Supplier,Internaltransactions,100,,internaltransactions
1713,2456,1472,Internaltransactions,Supplier,100,,internaltransactions
1714,1394,2457,Supplier,Internaltransactions,100,,internaltransactions
1715,2457,1405,Internaltransactions,Supplier,100,,internaltransactions
1716,1530,2458,Supplier,Internaltransactions,100,,internaltransactions
1717,2458,1465,Internaltransactions,Supplier,100,,internaltransactions
1718,1375,2459,Supplier,Internaltransactions,100,,internaltransactions
1719,2459,1303,Internaltransactions,Supplier,100,,internaltransactions
1720,1425,2460,Supplier,Internaltransactions,100,,internaltransactions
1721,2460,1596,Internaltransactions,Supplier,100,,internaltransactions
1722,1308,2461,Supplier,Internaltransactions,100,,internaltransactions
1723,2461,1519,Internaltransactions,Supplier,100,,internaltransactions
1724,1423,2462,Supplier,Internaltransactions,100,,internaltransactions
1725,2462,1375,Internaltransactions,Supplier,100,,internaltransactions
1726,1465,2463,Supplier,Internaltransactions,100,,internaltransactions
1727,2463,1426,Internaltransactions,Supplier,100,,internaltransactions
1728,1433,2464,Supplier,Internaltransactions,100,,internaltransactions
1729,2464,1308,Internaltransactions,Supplier,100,,internaltransactions
1730,1456,2465,Supplier,Internaltransactions,100,,internaltransactions
1731,2465,1311,Internaltransactions,Supplier,100,,internaltransactions
1732,1303,2466,Supplier,Internaltransactions,100,,internaltransactions
1733,2466,1321,Internaltransactions,Supplier,100,,internaltransactions
1734,1523,2467,Supplier,Internaltransactions,100,,internaltransactions
1735,2467,1462,Internaltransactions,Supplier,100,,internaltransactions
1736,1348,2468,Supplier,Internaltransactions,100,,internaltransactions
1737,2468,1510,Internaltransactions,Supplier,100,,internaltransactions
1738,1588,2469,Supplier,Internaltransactions,100,,internaltransactions
1739,2469,1417,Internaltransactions,Supplier,100,,internaltransactions
1740,1539,2470,Supplier,Internaltransactions,100,,internaltransactions
1741,2470,1488,Internaltransactions,Supplier,100,,internaltransactions
1742,1465,2471,Supplier,Internaltransactions,100,,internaltransactions
1743,2471,1413,Internaltransactions,Supplier,100,,internaltransactions
1744,1330,2472,Supplier,Internaltransactions,100,,internaltransactions
1745,2472,1424,Internaltransactions,Supplier,100,,internaltransactions
1746,1413,2473,Supplier,Internaltransactions,100,,internaltransactions
1747,2473,1508,Internaltransactions,Supplier,100,,internaltransactions
1748,1464,2474,Supplier,Internaltransactions,100,,internaltransactions
1749,2474,1417,Internaltransactions,Supplier,100,,internaltransactions
1750,1533,2475,Supplier,Internaltransactions,100,,internaltransactions
1751,2475,1593,Internaltransactions,Supplier,100,,internaltransactions
1752,1540,2476,Supplier,Internaltransactions,100,,internaltransactions
1753,2476,1543,Internaltransactions,Supplier,100,,internaltransactions
1754,1363,2477,Supplier,Internaltransactions,100,,internaltransactions
1755,2477,1458,Internaltransactions,Supplier,100,,internaltransactions
1756,1329,2478,Supplier,Internaltransactions,100,,internaltransactions
1757,2478,1403,Internaltransactions,Supplier,100,,internaltransactions
1758,1553,2479,Supplier,Internaltransactions,100,,internaltransactions
1759,2479,1329,Internaltransactions,Supplier,100,,internaltransactions
1760,1539,2480,Supplier,Internaltransactions,100,,internaltransactions
1761,2480,1411,Internaltransactions,Supplier,100,,internaltransactions
1762,1509,2481,Supplier,Internaltransactions,100,,internaltransactions
1763,2481,1330,Internaltransactions,Supplier,100,,internaltransactions
1764,1419,2482,Supplier,Internaltransactions,100,,internaltransactions
1765,2482,1508,Internaltransactions,Supplier,100,,internaltransactions
1766,1341,2483,Supplier,Internaltransactions,100,,internaltransactions
1767,2483,1306,Internaltransactions,Supplier,100,,internaltransactions
1768,1531,2484,Supplier,Internaltransactions,100,,internaltransactions
1769,2484,1404,Internaltransactions,Supplier,100,,internaltransactions
1770,1564,2485,Supplier,Internaltransactions,100,,internaltransactions
1771,2485,1424,Internaltransactions,Supplier,100,,internaltransactions
1772,1465,2486,Supplier,Internaltransactions,100,,internaltransactions
1773,2486,1379,Internaltransactions,Supplier,100,,internaltransactions
1774,1575,2487,Supplier,Internaltransactions,100,,internaltransactions
1775,2487,1546,Internaltransactions,Supplier,100,,internaltransactions
1776,1626,2488,Externaltransactions,Externalservices,100,0.0,Related_To
1777,1678,2489,Externaltransactions,Externalservices,100,0.0,Related_To
1778,1616,2490,Externaltransactions,Externalservices,100,0.0,Related_To
1779,1673,2491,Externaltransactions,Externalservices,100,0.0,Related_To
1780,1670,2492,Externaltransactions,Externalservices,100,0.0,Related_To
1781,1613,2493,Externaltransactions,Externalservices,100,0.0,Related_To
1782,1679,2494,Externaltransactions,Externalservices,100,0.0,Related_To
1783,1652,2495,Externaltransactions,Externalservices,100,0.0,Related_To
1784,1609,2496,Externaltransactions,Externalservices,100,0.0,Related_To
1785,1687,2497,Externaltransactions,Externalservices,100,0.0,Related_To
1786,1615,2498,Externaltransactions,Externalservices,100,0.0,Related_To
1787,1614,2499,Externaltransactions,Externalservices,100,0.0,Related_To
1788,1604,2500,Externaltransactions,Externalservices,100,0.0,Related_To
1789,1677,2501,Externaltransactions,Externalservices,100,0.0,Related_To
1790,1614,2502,Externaltransactions,Externalservices,100,0.0,Related_To
1791,1616,2503,Externaltransactions,Externalservices,100,0.0,Related_To
1792,1695,2504,Externaltransactions,Externalservices,100,0.0,Related_To
1793,1645,2505,Externaltransactions,Externalservices,100,0.0,Related_To
1794,1607,2506,Externaltransactions,Externalservices,100,0.0,Related_To
1795,1627,2507,Externaltransactions,Externalservices,100,0.0,Related_To
1796,1619,2508,Externaltransactions,Externalservices,100,0.0,Related_To
1797,1695,2509,Externaltransactions,Externalservices,100,0.0,Related_To
1798,1671,2510,Externaltransactions,Externalservices,100,0.0,Related_To
1799,1623,2511,Externaltransactions,Externalservices,100,0.0,Related_To
1800,1632,2512,Externaltransactions,Externalservices,100,0.0,Related_To
1801,1631,2513,Externaltransactions,Externalservices,100,0.0,Related_To
1802,1636,2514,Externaltransactions,Externalservices,100,0.0,Related_To
1803,1695,2515,Externaltransactions,Externalservices,100,0.0,Related_To
1804,1670,2516,Externaltransactions,Externalservices,100,0.0,Related_To
1805,1627,2517,Externaltransactions,Externalservices,100,0.0,Related_To
1806,1668,2518,Externaltransactions,Externalservices,100,0.0,Related_To
1807,1678,2519,Externaltransactions,Externalservices,100,0.0,Related_To
1808,1686,2520,Externaltransactions,Externalservices,100,0.0,Related_To
1809,1626,2521,Externaltransactions,Externalservices,100,0.0,Related_To
1810,1634,2522,Externaltransactions,Externalservices,100,0.0,Related_To
1811,1669,2523,Externaltransactions,Externalservices,100,0.0,Related_To
1812,1618,2524,Externaltransactions,Externalservices,100,0.0,Related_To
1813,1623,2525,Externaltransactions,Externalservices,100,0.0,Related_To
1814,1669,2526,Externaltransactions,Externalservices,100,0.0,Related_To
1815,1670,2527,Externaltransactions,Externalservices,100,0.0,Related_To
1816,1639,2528,Externaltransactions,Externalservices,100,0.0,Related_To
1817,1629,2529,Externaltransactions,Externalservices,100,0.0,Related_To
1818,1635,2530,Externaltransactions,Externalservices,100,0.0,Related_To
1819,1697,2531,Externaltransactions,Externalservices,100,0.0,Related_To
1820,1684,2532,Externaltransactions,Externalservices,100,0.0,Related_To
1821,1698,2533,Externaltransactions,Externalservices,100,0.0,Related_To
1822,1601,2534,Externaltransactions,Externalservices,100,0.0,Related_To
1823,1663,2535,Externaltransactions,Externalservices,100,0.0,Related_To
1824,1650,2536,Externaltransactions,Externalservices,100,0.0,Related_To
1825,1695,2537,Externaltransactions,Externalservices,100,0.0,Related_To
1826,1687,2538,Externaltransactions,Externalservices,100,0.0,Related_To
1827,1672,2539,Externaltransactions,Externalservices,100,0.0,Related_To
1828,1663,2540,Externaltransactions,Externalservices,100,0.0,Related_To
1829,1661,2541,Externaltransactions,Externalservices,100,0.0,Related_To
1830,1607,2542,Externaltransactions,Externalservices,100,0.0,Related_To
1831,1622,2543,Externaltransactions,Externalservices,100,0.0,Related_To
1832,1649,2544,Externaltransactions,Externalservices,100,0.0,Related_To
1833,1676,2545,Externaltransactions,Externalservices,100,0.0,Related_To
1834,1681,2546,Externaltransactions,Externalservices,100,0.0,Related_To
1835,1692,2547,Externaltransactions,Externalservices,100,0.0,Related_To
1836,1680,2548,Externaltransactions,Externalservices,100,0.0,Related_To
1837,1657,2549,Externaltransactions,Externalservices,100,0.0,Related_To
1838,1690,2550,Externaltransactions,Externalservices,100,0.0,Related_To
1839,1630,2551,Externaltransactions,Externalservices,100,0.0,Related_To
1840,1606,2552,Externaltransactions,Externalservices,100,0.0,Related_To
1841,1659,2553,Externaltransactions,Externalservices,100,0.0,Related_To
1842,1605,2554,Externaltransactions,Externalservices,100,0.0,Related_To
1843,1664,2555,Externaltransactions,Externalservices,100,0.0,Related_To
1844,1610,2556,Externaltransactions,Externalservices,100,0.0,Related_To
1845,1606,2557,Externaltransactions,Externalservices,100,0.0,Related_To
1846,1625,2558,Externaltransactions,Externalservices,100,0.0,Related_To
1847,1641,2559,Externaltransactions,Externalservices,100,0.0,Related_To
1848,1683,2560,Externaltransactions,Externalservices,100,0.0,Related_To
1849,1675,2561,Externaltransactions,Externalservices,100,0.0,Related_To
1850,1626,2562,Externaltransactions,Externalservices,100,0.0,Related_To
1851,1662,2563,Externaltransactions,Externalservices,100,0.0,Related_To
1852,1607,2564,Externaltransactions,Externalservices,100,0.0,Related_To
1853,1637,2565,Externaltransactions,Externalservices,100,0.0,Related_To
1854,1649,2566,Externaltransactions,Externalservices,100,0.0,Related_To
1855,1671,2567,Externaltransactions,Externalservices,100,0.0,Related_To
1856,1685,2568,Externaltransactions,Externalservices,100,0.0,Related_To
1857,1614,2569,Externaltransactions,Externalservices,100,0.0,Related_To
1858,1671,2570,Externaltransactions,Externalservices,100,0.0,Related_To
1859,1657,2571,Externaltransactions,Externalservices,100,0.0,Related_To
1860,1613,2572,Externaltransactions,Externalservices,100,0.0,Related_To
1861,1620,2573,Externaltransactions,Externalservices,100,0.0,Related_To
1862,1652,2574,Externaltransactions,Externalservices,100,0.0,Related_To
1863,1656,2575,Externaltransactions,Externalservices,100,0.0,Related_To
1864,1653,2576,Externaltransactions,Externalservices,100,0.0,Related_To
1865,1631,2577,Externaltransactions,Externalservices,100,0.0,Related_To
1866,1672,2578,Externaltransactions,Externalservices,100,0.0,Related_To
1867,1614,2579,Externaltransactions,Externalservices,100,0.0,Related_To
1868,1693,2580,Externaltransactions,Externalservices,100,0.0,Related_To
1869,1628,2581,Externaltransactions,Externalservices,100,0.0,Related_To
1870,1649,2582,Externaltransactions,Externalservices,100,0.0,Related_To
1871,1667,2583,Externaltransactions,Externalservices,100,0.0,Related_To
1872,1683,2584,Externaltransactions,Externalservices,100,0.0,Related_To
1873,1665,2585,Externaltransactions,Externalservices,100,0.0,Related_To
1874,1680,2586,Externaltransactions,Externalservices,100,0.0,Related_To
