,index,sourceNodeName,targetNodeName,totalCost,isDirect,costs,nodeNames
114,769,Supplier 65468,Customer 98678,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 3477', 'Supplier 30692', 'Externaltransactions 9156', 'Customer 98678']"
115,771,Supplier 65468,Retailer 67361,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 3477', 'Supplier 30692', 'Srintship 2907', 'Retailer 67361']"
116,772,Supplier 65468,Customer 58600,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 3477', 'Supplier 30692', 'Scextship 2379', 'Customer 58600']"
117,777,Supplier 65468,Customer 35953,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Externaltransactions 7320', 'Customer 35953']"
118,781,Supplier 65468,Customer 56182,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Externaltransactions 1822', 'Customer 56182']"
119,783,Supplier 65468,Customer 15908,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Externaltransactions 6696', 'Customer 15908']"
120,785,Supplier 65468,Customer 80996,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Externaltransactions 8014', 'Customer 80996']"
121,790,Supplier 65468,Customer 41344,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10447', 'Supplier 70443', 'Externaltransactions 8650', 'Customer 41344']"
122,813,Supplier 65468,Customer 76264,555.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10007', 'Supplier 48580', 'Ssintship 10100', 'Supplier 24646', 'Externaltransactions 6322', 'Customer 76264']"
123,822,Supplier 65468,Customer 87421,555.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 555.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10149', 'Supplier 54148', 'Externaltransactions 3381', 'Customer 87421']"
124,844,Supplier 65468,Retailer 64571,560.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 2914', 'Supplier 10731', 'Srintship 9313', 'Retailer 64571']"
125,852,Supplier 65468,Customer 81529,560.0,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Externaltransactions 6912', 'Customer 81529']"
126,856,Supplier 65468,Retailer 66663,560.0,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Srintship 1451', 'Retailer 66663']"
127,860,Supplier 65468,Customer 78650,560.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 4906', 'Supplier 97142', 'Scextship 1876', 'Customer 78650']"
128,861,Supplier 65468,Retailer 62920,560.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 10462', 'Supplier 30864', 'Srintship 8649', 'Retailer 62920']"
129,863,Supplier 65468,Customer 29456,560.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 4906', 'Supplier 97142', 'Scextship 7218', 'Customer 29456']"
130,866,Supplier 65468,Customer 95549,560.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 10462', 'Supplier 30864', 'Externaltransactions 1532', 'Customer 95549']"
131,867,Supplier 65468,Retailer 76059,560.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 560.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 10462', 'Supplier 30864', 'Srintship 4066', 'Retailer 76059']"
132,916,Supplier 65468,Customer 90589,570.0,,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Ssintship 10040', 'Supplier 82144', 'Externaltransactions 4703', 'Customer 90589']"
133,921,Supplier 65468,Customer 42959,570.0,,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Ssintship 10040', 'Supplier 82144', 'Scextship 1431', 'Customer 42959']"
134,925,Supplier 65468,Customer 66152,570.0,,"[0.0, 100.0, 185.0, 285.0, 370.0, 470.0, 570.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Ssintship 10040', 'Supplier 82144', 'Externaltransactions 8838', 'Customer 66152']"
135,936,Supplier 65468,Customer 97225,575.0,,"[0.0, 100.0, 190.0, 290.0, 375.0, 475.0, 575.0]","['Supplier 65468', 'Ssintship 10421', 'Supplier 46070', 'Internaltransactions 9347', 'Supplier 94512', 'Externaltransactions 3766', 'Customer 97225']"
136,942,Supplier 65468,Customer 18065,575.0,,"[0.0, 100.0, 190.0, 290.0, 375.0, 475.0, 575.0]","['Supplier 65468', 'Ssintship 10421', 'Supplier 46070', 'Ssintship 10346', 'Supplier 55441', 'Externaltransactions 2789', 'Customer 18065']"
137,994,Supplier 65468,Supplier 46204,609.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5, 539.5, 609.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10282', 'Supplier 11186', 'Ssintship 10291', 'Supplier 46204']"
138,1065,Supplier 65468,Supplier 57551,624.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 624.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Internaltransactions 8824', 'Supplier 57551']"
139,1107,Supplier 65468,Supplier 90236,626.0,,"[0.0, 100.0, 170.0, 227.25, 269.5, 365.25, 436.0, 536.0, 626.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Ssintship 10286', 'Supplier 90236']"
140,1126,Supplier 65468,Customer 14259,629.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 393.5, 429.0, 529.0, 629.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 4496', 'Supplier 77743', 'Ssintship 10302', 'Supplier 48467', 'Externaltransactions 7454', 'Customer 14259']"
141,1127,Supplier 65468,Customer 84885,629.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 393.5, 429.0, 529.0, 629.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 4496', 'Supplier 77743', 'Ssintship 10302', 'Supplier 48467', 'Externaltransactions 3530', 'Customer 84885']"
142,1128,Supplier 65468,Customer 60867,629.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 393.5, 429.0, 529.0, 629.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 4496', 'Supplier 77743', 'Ssintship 10302', 'Supplier 48467', 'Externaltransactions 6574', 'Customer 60867']"
143,1159,Supplier 65468,Customer 78934,634.5,,"[0.0, 100.0, 185.0, 285.0, 355.0, 426.0, 467.0, 550.75, 634.5]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Ssintship 6224', 'Supplier 86815', 'Scextship 4456', 'Customer 78934']"
144,1164,Supplier 65468,Customer 50653,636.0,,"[0.0, 100.0, 170.0, 227.25, 269.5, 365.25, 436.0, 536.0, 636.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10056', 'Supplier 71916', 'Externaltransactions 4662', 'Customer 50653']"
145,1170,Supplier 65468,Supplier 23640,637.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 426.0, 467.0, 567.0, 637.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Ssintship 6224', 'Supplier 86815', 'Internaltransactions 5792', 'Supplier 23640']"
146,1173,Supplier 65468,Supplier 55787,639.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 639.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Internaltransactions 3345', 'Supplier 55787']"
147,1180,Supplier 65468,Supplier 92698,639.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 639.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Internaltransactions 6661', 'Supplier 92698']"
148,1189,Supplier 65468,Retailer 89362,639.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5, 539.5, 639.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10282', 'Supplier 11186', 'Srintship 4438', 'Retailer 89362']"
149,1193,Supplier 65468,Retailer 83982,639.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5, 539.5, 639.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10262', 'Supplier 11790', 'Srintship 2887', 'Retailer 83982']"
150,1195,Supplier 65468,Customer 38534,639.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5, 539.5, 639.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Internaltransactions 3081', 'Supplier 43160', 'Externaltransactions 4680', 'Customer 38534']"
151,1217,Supplier 65468,Supplier 48238,644.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 644.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Internaltransactions 6334', 'Supplier 48238']"
152,1239,Supplier 65468,Retailer 35367,654.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 654.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Srintship 3258', 'Retailer 35367']"
153,1243,Supplier 65468,Retailer 93440,654.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 654.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Srintship 3614', 'Retailer 93440']"
154,1247,Supplier 65468,Retailer 76987,654.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 654.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Srintship 6209', 'Retailer 76987']"
155,1248,Supplier 65468,Retailer 31412,654.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 654.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10277', 'Supplier 40597', 'Srintship 6843', 'Retailer 31412']"
156,1267,Supplier 65468,Customer 41100,662.0,,"[0.0, 100.0, 185.0, 285.0, 370.0, 423.5, 462.0, 562.0, 662.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Ssintship 10040', 'Supplier 82144', 'Ssintship 10178', 'Supplier 71819', 'Externaltransactions 2655', 'Customer 41100']"
157,1278,Supplier 65468,Customer 64070,667.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 426.0, 467.0, 567.0, 667.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Ssintship 6224', 'Supplier 86815', 'Externaltransactions 6628', 'Customer 64070']"
158,1286,Supplier 65468,Supplier 21166,673.5,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0, 606.75, 673.5]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Ssintship 9997', 'Supplier 21166']"
159,1293,Supplier 65468,Customer 27430,676.5,,"[0.0, 100.0, 170.0, 270.0, 360.0, 423.25, 476.5, 576.5, 676.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Ssintship 10200', 'Supplier 36417', 'Externaltransactions 1784', 'Customer 27430']"
160,1295,Supplier 65468,Customer 13248,677.5,,"[0.0, 100.0, 170.0, 270.0, 355.0, 423.75, 477.5, 577.5, 677.5]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10447', 'Supplier 70443', 'Ssintship 2035', 'Supplier 74318', 'Externaltransactions 2611', 'Customer 13248']"
161,1301,Supplier 65468,Supplier 52160,680.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 680.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10194', 'Supplier 90942', 'Ssintship 7281', 'Supplier 52160']"
162,1302,Supplier 65468,Supplier 78265,680.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 680.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232', 'Internaltransactions 9683', 'Supplier 78265']"
163,1304,Supplier 65468,Retailer 73217,682.5,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 545.0, 613.75, 682.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Ssintship 10008', 'Supplier 74432', 'Srintship 2742', 'Retailer 73217']"
164,1305,Supplier 65468,Supplier 68240,685.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 515.0, 615.0, 685.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10374', 'Supplier 13362', 'Ssintship 10210', 'Supplier 68240']"
165,1309,Supplier 65468,Retailer 56575,692.5,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0, 608.75, 692.5]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Srintship 6466', 'Retailer 56575']"
166,1315,Supplier 65468,Customer 83792,699.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 454.5, 554.5, 639.5, 669.5, 699.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10389', 'Supplier 81423', 'Internaltransactions 3345', 'Supplier 55787', 'Scextship 1422', 'Customer 83792']"
167,1338,Supplier 65468,Customer 53519,710.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 710.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232', 'Externaltransactions 6055', 'Customer 53519']"
168,1340,Supplier 65468,Retailer 65811,710.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 710.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232', 'Srintship 3992', 'Retailer 65811']"
169,1341,Supplier 65468,Customer 47008,710.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 710.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10194', 'Supplier 90942', 'Externaltransactions 7255', 'Customer 47008']"
170,1347,Supplier 65468,Customer 81344,710.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 710.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232', 'Scextship 7366', 'Customer 81344']"
171,1351,Supplier 65468,Retailer 82830,710.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 710.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10194', 'Supplier 90942', 'Srintship 1480', 'Retailer 82830']"
172,1355,Supplier 65468,Customer 18451,710.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 710.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232', 'Scextship 3670', 'Customer 18451']"
173,1356,Supplier 65468,Customer 28691,710.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 510.0, 610.0, 710.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10350', 'Supplier 21232', 'Externaltransactions 7943', 'Customer 28691']"
174,1364,Supplier 65468,Supplier 19072,713.0,,"[0.0, 100.0, 170.0, 269.0, 353.0, 453.0, 523.0, 623.0, 713.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10159', 'Supplier 14125', 'Internaltransactions 4789', 'Supplier 75444', 'Internaltransactions 9221', 'Supplier 19072']"
175,1369,Supplier 65468,Customer 33597,713.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 513.0, 613.0, 713.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533', 'Internaltransactions 2545', 'Supplier 35266', 'Scextship 5641', 'Customer 33597']"
176,1381,Supplier 65468,Retailer 62821,715.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 515.0, 615.0, 715.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10374', 'Supplier 13362', 'Srintship 5718', 'Retailer 62821']"
177,1382,Supplier 65468,Retailer 14965,715.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 515.0, 615.0, 715.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10434', 'Supplier 13920', 'Ssintship 10374', 'Supplier 13362', 'Srintship 1441', 'Retailer 14965']"
178,1388,Supplier 65468,Retailer 86308,718.0,,"[0.0, 94.0, 158.0, 258.0, 328.0, 428.0, 518.0, 618.0, 718.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10094', 'Supplier 10161', 'Ssintship 10019', 'Supplier 70468', 'Srintship 1388', 'Retailer 86308']"
179,1409,Supplier 65468,Customer 44945,723.0,,"[0.0, 100.0, 170.0, 269.0, 353.0, 453.0, 523.0, 623.0, 723.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10159', 'Supplier 14125', 'Internaltransactions 4789', 'Supplier 75444', 'Externaltransactions 4876', 'Customer 44945']"
180,1410,Supplier 65468,Customer 10613,723.0,,"[0.0, 100.0, 170.0, 269.0, 353.0, 453.0, 523.0, 623.0, 723.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10159', 'Supplier 14125', 'Internaltransactions 4789', 'Supplier 75444', 'Scextship 9477', 'Customer 10613']"
181,1413,Supplier 65468,Retailer 61892,723.0,,"[0.0, 100.0, 170.0, 269.0, 353.0, 453.0, 523.0, 623.0, 723.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10159', 'Supplier 14125', 'Internaltransactions 4789', 'Supplier 75444', 'Srintship 8155', 'Retailer 61892']"
182,1428,Supplier 65468,Customer 22228,725.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0, 625.0, 725.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 6524', 'Supplier 96293', 'Externaltransactions 6793', 'Customer 22228']"
183,1437,Supplier 65468,Customer 15724,725.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 525.0, 625.0, 725.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10064', 'Supplier 99762', 'Scextship 1456', 'Customer 15724']"
184,1440,Supplier 65468,Customer 17040,725.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0, 625.0, 725.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Externaltransactions 1796', 'Customer 17040']"
185,1451,Supplier 65468,Customer 79381,725.0,,"[0.0, 100.0, 170.0, 270.0, 340.0, 440.0, 525.0, 625.0, 725.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10440', 'Supplier 13951', 'Ssintship 10064', 'Supplier 99762', 'Scextship 6220', 'Customer 79381']"
186,1455,Supplier 65468,Customer 81331,725.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 525.0, 625.0, 725.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 2663', 'Supplier 18952', 'Internaltransactions 3277', 'Supplier 19878', 'Externaltransactions 4235', 'Customer 81331']"
187,1487,Supplier 65468,Customer 24255,728.0,,"[0.0, 94.0, 158.0, 258.0, 343.0, 443.0, 528.0, 628.0, 728.0]","['Supplier 65468', 'Ssintship 6881', 'Supplier 72315', 'Ssintship 10170', 'Supplier 26533', 'Ssintship 10294', 'Supplier 52082', 'Scextship 5333', 'Customer 24255']"
188,1497,Supplier 65468,Retailer 94027,730.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 530.0, 630.0, 730.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 4906', 'Supplier 97142', 'Ssintship 10470', 'Supplier 15367', 'Srintship 4556', 'Retailer 94027']"
189,1504,Supplier 65468,Retailer 22049,730.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 530.0, 630.0, 730.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 4906', 'Supplier 97142', 'Ssintship 10470', 'Supplier 15367', 'Srintship 1310', 'Retailer 22049']"
190,1505,Supplier 65468,Customer 33736,730.0,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 530.0, 630.0, 730.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 8070', 'Supplier 46942', 'Internaltransactions 4735', 'Supplier 28873', 'Scextship 2490', 'Customer 33736']"
191,1515,Supplier 65468,Customer 63285,730.0,,"[0.0, 100.0, 170.0, 270.0, 360.0, 460.0, 530.0, 630.0, 730.0]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10428', 'Supplier 27057', 'Internaltransactions 8356', 'Supplier 54921', 'Externaltransactions 9153', 'Customer 63285']"
192,1563,Supplier 65468,Customer 81997,740.0,,"[0.0, 100.0, 185.0, 285.0, 355.0, 455.0, 540.0, 640.0, 740.0]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Internaltransactions 7076', 'Supplier 70050', 'Externaltransactions 5442', 'Customer 81997']"
193,1566,Supplier 65468,Customer 48068,740.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 540.0, 640.0, 740.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Ssintship 10356', 'Supplier 29277', 'Externaltransactions 5702', 'Customer 48068']"
194,1568,Supplier 65468,Customer 20571,740.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 540.0, 640.0, 740.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Ssintship 10356', 'Supplier 29277', 'Scextship 5269', 'Customer 20571']"
195,1569,Supplier 65468,Customer 50014,740.0,,"[0.0, 100.0, 170.0, 270.0, 355.0, 455.0, 540.0, 640.0, 740.0]","['Supplier 65468', 'Ssintship 10227', 'Supplier 87916', 'Ssintship 10102', 'Supplier 24451', 'Ssintship 10165', 'Supplier 43284', 'Externaltransactions 6970', 'Customer 50014']"
196,1600,Supplier 65468,Customer 82092,745.0,,"[0.0, 100.0, 170.0, 195.0, 190.0, 290.0, 360.0, 460.0, 545.0, 645.0, 745.0]","['Supplier 65468', 'Internaltransactions 1132', 'Supplier 71574', 'Ssintship 10207', 'Supplier 68814', 'Ssintship 10462', 'Supplier 30864', 'Ssintship 4227', 'Supplier 57109', 'Externaltransactions 5644', 'Customer 82092']"
197,1639,Supplier 65468,Customer 21156,780.5,,"[0.0, 100.0, 185.0, 285.0, 355.0, 426.0, 467.0, 567.0, 637.0, 708.75, 780.5]","['Supplier 65468', 'Ssintship 10023', 'Supplier 87695', 'Internaltransactions 4327', 'Supplier 35841', 'Ssintship 6224', 'Supplier 86815', 'Internaltransactions 5792', 'Supplier 23640', 'Scextship 2269', 'Customer 21156']"
198,1657,Supplier 65468,Customer 70649,809.5,,"[0.0, 100.0, 170.0, 227.25, 269.5, 369.5, 439.5, 539.5, 609.5, 709.5, 809.5]","['Supplier 65468', 'Ssintship 10249', 'Supplier 16265', 'Ssintship 10256', 'Supplier 51293', 'Ssintship 10282', 'Supplier 11186', 'Ssintship 10291', 'Supplier 46204', 'Scextship 3429', 'Customer 70649']"
