,label,Attributes
233,supplier,"['Eberhardt Ortmann GmbH & Co. KG' 'Mali' 'Ségou' 'Dollars' 'Real Estate'
 652 455.91 1848 24 524000000000.0]"
234,supplier,"['Davies Group' 'Seychelles' 'Takamaka' 'Dollars'
 'Healthcare Systems & Services' 184 8646.2 3217 74 333000000000.0]"
235,supplier,"['Stoll' 'New Caledonia' 'Unknown' 'Dollars' 'Metals & Mining' 168 68.59
 5767 8 290000000000.0]"
236,supplier,"['Brown, Roberts and Williams' 'Moldova, Republic of' 'Călărași' 'Dollars'
 'Semiconductors' 510 2.99 6535 91 887000000000.0]"
237,supplier,"['Hayward Inc' 'Sint Maarten (Dutch part)' 'Unknown' 'Dollars'
 'Healthcare Systems & Services' 826 8071.9 5073 63 304000000000.0]"
238,supplier,"['Davies, Anderson and Lewis' 'Saint Lucia' 'Soufrière' 'Dollars'
 'Semiconductors' 623 3039.43 1257 29 220000000000.0]"
239,supplier,"['Knapp-Lynch' 'Kuwait' 'Mubārak al Kabīr' 'Dollars'
 'Electric Power & Natural Gas' 621 629.46 7584 79 458000000000.0]"
240,supplier,"['Jennings-Richards' 'Croatia' 'Varaždinska županija' 'Dollars'
 'Real Estate' 324 22.57 3816 80 431000000000.0]"
241,supplier,"['Moore-Wright' 'Sao Tome and Principe' 'Lembá' 'Dollars'
 'Advanced Electronics' 726 994.68 1889 34 984000000000.0]"
242,supplier,"['Barbe' 'Gibraltar' 'Unknown' 'Dollars' 'Metals & Mining' 791 4938.68
 3287 5 144000000000.0]"
243,supplier,"['Carlier Bernard SARL' 'Grenada' 'Saint George' 'Dollars'
 'Metals & Mining' 659 1156.14 4041 31 81400493131.0]"
244,supplier,"['Pietrangeli SPA' 'Belize' 'Belize' 'Dollars'
 'Paper, Forest Products & Packaging' 542 30.38 6518 38 507000000000.0]"
245,supplier,"['Ernst' 'Guinea' 'Télimélé' 'Dollars' 'Metals & Mining' 941 948.26 4995
 17 991000000000.0]"
246,supplier,"['Tarantino, Monaco e Stefanelli e figli' 'Myanmar' 'Tanintharyi'
 'Dollars' 'Real Estate' 817 4.19 9939 59 67351662587.0]"
247,supplier,"['Pedroni s.r.l.' 'Antigua and Barbuda' 'Barbuda' 'Dollars' 'Oil & Gas'
 656 8.45 1477 71 757000000000.0]"
248,supplier,"['Charrier' 'Paraguay' 'Caaguazú' 'Dollars' 'Agriculture' 453 7268.14 1715
 91 108000000000.0]"
249,supplier,"['Techer S.A.S.' 'Lesotho' ""Qacha's Nek"" 'Dollars' 'Advanced Electronics'
 766 8.97 8687 56 893000000000.0]"
250,supplier,"['Garcia' 'French Southern Territories' 'Unknown' 'Dollars'
 'Technology, Media & Telecommunications' 886 5.25 9836 26 341000000000.0]"
251,supplier,"['Borromini, Ginesio e Tirabassi Group' 'Bhutan' 'Samdrup Jongkhar'
 'Dollars' 'Oil & Gas' 422 37.16 2854 62 338000000000.0]"
252,supplier,"['Scalfaro, Spinola e Alfieri Group' 'Antigua and Barbuda' 'Saint Mary'
 'Dollars' 'Electric Power & Natural Gas' 728 9645.18 8829 65
 333000000000.0]"
253,supplier,"['Weller' 'Brazil' 'Mato Grosso' 'Dollars' 'Oil & Gas' 263 1.33 3938 13
 122000000000.0]"
254,supplier,"['Wirth AG' 'Afghanistan' 'Bādghīs' 'Dollars'
 'Healthcare Systems & Services' 988 7903.53 1873 44 168000000000.0]"
255,supplier,"['Duval' 'Malaysia' 'Terengganu' 'Dollars' 'Life Sciences' 326 85.56 5683
 69 858000000000.0]"
256,supplier,"['Thomas-Stevens' 'Nauru' 'Uaboe' 'Dollars' 'Semiconductors' 586 1.1 7895
 3 699000000000.0]"
257,supplier,"['Baron' 'Bahamas' 'Ragged Island' 'Dollars'
 'Electric Power & Natural Gas' 757 903.42 2264 56 719000000000.0]"
258,supplier,"['Scott-Miller' 'Tuvalu' 'Nukufetau' 'Dollars' 'Consumer Packaged Goods'
 765 113.23 1799 98 18982761777.0]"
259,supplier,"['Krein Schaaf Stiftung & Co. KGaA' 'Comoros' 'Andjouân' 'Dollars'
 'Automotive & Assembly' 896 466.3 9846 92 195000000000.0]"
260,supplier,"['Calarco, Gregori e Lopresti Group' 'United Arab Emirates' 'Al Fujayrah'
 'Dollars' 'Financial Services' 844 6.45 1374 98 596000000000.0]"
261,supplier,"['Melendez-Williams' 'Congo' 'Bouenza' 'Dollars' 'Aerospace & Defense' 680
 792.86 6739 10 838000000000.0]"
262,supplier,"['Dossetti, Sobrero e Padovano SPA' 'Liberia' 'Grand Bassa' 'Dollars'
 'Life Sciences' 294 7.32 9449 88 676000000000.0]"
263,supplier,"['Cusano s.r.l.' 'Niue' 'Unknown' 'Dollars'
 'Paper, Forest Products & Packaging' 402 107.13 4671 75 735000000000.0]"
264,supplier,"['Morris PLC' 'Afghanistan' 'Paktiyā' 'Dollars'
 'Paper, Forest Products & Packaging' 229 342.72 8971 24 412000000000.0]"
265,supplier,"['Price, Carroll and Cook' 'Oman' 'Shamāl al Bāţinah' 'Dollars'
 'Metals & Mining' 633 9383.99 8260 15 372000000000.0]"
266,supplier,"['Monduzzi-Pellico Group' 'Greenland' 'Qeqqata Kommunia' 'Dollars'
 'Paper, Forest Products & Packaging' 751 9611.85 9922 85 679000000000.0]"
267,supplier,"['Martin, Summers and Edwards' 'Dominican Republic' 'Peravia' 'Dollars'
 'Financial Services' 550 2505.77 1288 44 260000000000.0]"
268,supplier,"['Cohen' 'Antarctica' 'Unknown' 'Dollars'
 'Travel, Logistics & Infrastructure' 709 964.4 5343 87 978000000000.0]"
269,supplier,"['Karge GmbH & Co. KG' 'Sao Tome and Principe' 'Água Grande' 'Dollars'
 'Metals & Mining' 172 943.46 7289 41 321000000000.0]"
270,supplier,"['Römer GmbH' 'Belgium' 'Limburg' 'Dollars' 'Metals & Mining' 687 310.85
 3574 15 645000000000.0]"
271,supplier,"['Morin S.A.S.' 'Costa Rica' 'Guanacaste' 'Dollars'
 'Travel, Logistics & Infrastructure' 606 3.89 4869 79 436000000000.0]"
272,supplier,"['Bertrand' 'Sao Tome and Principe' 'Lembá' 'Dollars' 'Real Estate' 437
 3.52 2494 58 353000000000.0]"
273,supplier,"['Roccabonella-Lamborghini e figli' 'Guadeloupe' 'Unknown' 'Dollars'
 'Chemicals' 781 6.77 1925 13 636000000000.0]"
274,supplier,"['Talbot-Smith' 'Belize' 'Stann Creek' 'Dollars' 'Retail' 403 734.96 9448
 96 246000000000.0]"
275,supplier,"['Miller PLC' 'Northern Mariana Islands' 'Unknown' 'Dollars'
 'Consumer Packaged Goods' 244 7.79 5367 89 903000000000.0]"
276,supplier,"['Schönland AG' 'United Arab Emirates' 'Al Fujayrah' 'Dollars'
 'Electric Power & Natural Gas' 481 8203.36 7561 82 408000000000.0]"
277,supplier,"['Sauvage' 'Seychelles' 'Saint Louis' 'Dollars'
 'Engineering, Construction & Building Materials' 251 7287.92 9734 20
 226000000000.0]"
278,supplier,"['Berger Kohl GmbH & Co. KGaA' 'Bosnia and Herzegovina' 'Republika Srpska'
 'Dollars' 'Consumer Packaged Goods' 161 69.39 5812 55 90745418271.0]"
279,supplier,"['Sagese e figli' 'Slovakia' 'Nitriansky kraj' 'Dollars' 'Chemicals' 225
 7018.83 8297 10 549000000000.0]"
280,supplier,"['Patel LLC' 'Moldova, Republic of' 'Călărași' 'Dollars' 'Oil & Gas' 941
 40.9 8036 81 493000000000.0]"
281,supplier,"['Taylor Ltd' 'Thailand' 'Sing Buri' 'Dollars' 'Financial Services' 572
 352.29 8023 84 580000000000.0]"
282,supplier,"['Davies, James and Singh' 'Central African Republic' 'Ouham-Pendé'
 'Dollars' 'Life Sciences' 892 867.8 6922 10 102000000000.0]"
283,supplier,"['Wong, Garcia and Ford' 'Bermuda' 'Unknown' 'Dollars' 'Chemicals' 679
 6.66 4404 33 96977509746.0]"
284,supplier,"['Williams-Armstrong' 'Spain' 'Valencia' 'Dollars' 'Education' 436 14.32
 9959 77 974000000000.0]"
285,supplier,"['Casagrande e figli' 'Argentina' 'Tierra del Fuego' 'Dollars'
 'Semiconductors' 103 570.8 7126 100 467000000000.0]"
286,supplier,"['Bohlander GbR' 'Georgia' ""Rach'a-Lechkhumi-Kvemo Svaneti"" 'Dollars'
 'Retail' 838 6828.48 6455 99 625000000000.0]"
287,supplier,"['Salazar, Robinson and Williams' 'Antarctica' 'Unknown' 'Dollars'
 'Oil & Gas' 784 5.1 3620 40 439000000000.0]"
288,supplier,"['Cianciolo, Leblanc e Petrucelli s.r.l.' 'Chad' 'Salamat' 'Dollars'
 'Retail' 666 1.49 2244 4 861000000000.0]"
289,supplier,"['Rodriguez Inc' 'Egypt' 'Al Minyā' 'Dollars' 'Oil & Gas' 639 806.3 3681
 30 666000000000.0]"
290,supplier,"['Henry Ledoux S.A.' 'Switzerland' 'Appenzell Ausserrhoden' 'Dollars'
 'Oil & Gas' 730 265.12 2796 87 361000000000.0]"
291,supplier,"['West-Lane' 'Wallis and Futuna' 'Uvea' 'Dollars' 'Real Estate' 187
 8890.56 2421 77 947000000000.0]"
292,supplier,"['Velez-Walker' 'Malawi' 'Dowa' 'Dollars' 'Healthcare Systems & Services'
 476 41.3 9287 30 633000000000.0]"
293,supplier,"['Johnson-Gardner' 'Curaçao' 'Unknown' 'Dollars' 'Aerospace & Defense' 826
 18.29 3909 95 120000000000.0]"
294,supplier,"['Iannotti, Abatantuono e Vecoli SPA' 'Gibraltar' 'Unknown' 'Dollars'
 'Private Equity & Principal Investors' 579 5658.14 8488 64 961000000000.0]"
295,supplier,"['Allen PLC' 'Uruguay' 'Flores' 'Dollars'
 'Technology, Media & Telecommunications' 204 8.36 9952 7 631000000000.0]"
296,supplier,"['Germano, Luxardo e Botta s.r.l.' 'Austria' 'Salzburg' 'Dollars' 'Retail'
 702 25.4 9626 96 621000000000.0]"
297,supplier,"['Weaver, Fitzgerald and Anderson' 'Seychelles' 'Bel Air' 'Dollars'
 'Metals & Mining' 375 4015.65 9802 55 380000000000.0]"
298,supplier,"['Giraud S.A.R.L.' 'Ireland' 'Munster' 'Dollars' 'Education' 332 5687.64
 9657 95 924000000000.0]"
299,supplier,"['Roberts, Ramirez and Ellis' 'French Polynesia' 'Unknown' 'Dollars'
 'Healthcare Systems & Services' 324 2867.82 5928 92 426000000000.0]"
300,supplier,"['Bolnbach Gorlitz AG' 'Russian Federation' ""Kaluzhskaya oblast'""
 'Dollars' 'Engineering, Construction & Building Materials' 863 48.58 6380
 67 659000000000.0]"
301,supplier,"['Depero, Saragat e Ziani s.r.l.' 'Greece' 'Kentrikí Makedonía' 'Dollars'
 'Life Sciences' 740 809.68 8860 45 379000000000.0]"
302,supplier,"['Söding' 'Bahamas' 'Central Andros' 'Dollars' 'Aerospace & Defense' 994
 87.14 9184 78 586000000000.0]"
303,supplier,"['Tlustek' 'Romania' 'Călărași' 'Dollars' 'Life Sciences' 846 1305.3 3584
 67 264000000000.0]"
304,supplier,"['Mcfarland-Gibson' 'Azerbaijan' 'Astara' 'Dollars'
 'Healthcare Systems & Services' 146 4.3 7277 90 956000000000.0]"
305,supplier,"['Camilleri-Rubbia s.r.l.' 'Norway' 'Oslo' 'Dollars' 'Life Sciences' 879
 5.6 5727 46 849000000000.0]"
306,supplier,"['Deschamps' 'Turkey' 'Balıkesir' 'Dollars' 'Public & Social Sector' 804
 8.34 3428 55 782000000000.0]"
307,supplier,"['Hecker' ""Korea, Democratic People's Republic of"" 'Hwanghae-namdo'
 'Dollars' 'Semiconductors' 399 74.12 1958 77 37208678956.0]"
308,supplier,"['Perez' 'Georgia' 'Imereti' 'Dollars' 'Oil & Gas' 711 31.2 6475 2
 697000000000.0]"
309,supplier,"['Ball PLC' 'Japan' 'Tochigi' 'Dollars'
 'Paper, Forest Products & Packaging' 766 5.21 6855 40 797000000000.0]"
310,supplier,"['Krein' 'Macao' 'Unknown' 'Dollars' 'Aerospace & Defense' 211 5.55 4738
 16 404000000000.0]"
311,supplier,"['Humphreys, Roberts and Dean' 'Uruguay' 'Rivera' 'Dollars'
 'Technology, Media & Telecommunications' 622 90.55 1620 99 897000000000.0]"
312,supplier,"['Villarreal and Sons' 'El Salvador' 'Chalatenango' 'Dollars'
 'Agriculture' 217 1164.21 8336 43 188000000000.0]"
313,supplier,"['Dehmel GbR' 'Suriname' 'Nickerie' 'Dollars' 'Advanced Electronics' 146
 75.51 2720 85 72804181579.0]"
314,supplier,"['Zorbach e.V.' 'Albania' 'Fier' 'Dollars' 'Healthcare Systems & Services'
 325 5.21 4600 19 164000000000.0]"
315,supplier,"['Morales, Walker and Garcia' 'Bermuda' 'Unknown' 'Dollars'
 'Electric Power & Natural Gas' 960 10.98 3849 11 630000000000.0]"
316,supplier,"['Junck Keudel AG' 'Gambia' 'North Bank' 'Dollars'
 'Private Equity & Principal Investors' 784 3575.62 2907 31 441000000000.0]"
317,supplier,"['Cavalcanti e figli' 'Mayotte' 'Unknown' 'Dollars'
 'Travel, Logistics & Infrastructure' 758 95.71 2636 10 502000000000.0]"
318,supplier,"['Merle' 'Bulgaria' 'Dobrich' 'Dollars' 'Chemicals' 829 11.89 9611 76
 765000000000.0]"
319,supplier,"['Boyer' 'Northern Mariana Islands' 'Unknown' 'Dollars' 'Oil & Gas' 896
 1.47 1383 40 386000000000.0]"
320,supplier,"['Webster Group' 'Switzerland' 'Aargau' 'Dollars' 'Metals & Mining' 238
 7924.26 9098 85 103000000000.0]"
321,supplier,"['Togliatti, Segni e Carfagna s.r.l.' 'Azerbaijan' 'Sumqayıt' 'Dollars'
 'Paper, Forest Products & Packaging' 986 64.48 5152 83 423000000000.0]"
322,supplier,"['De Sousa' 'Australia' 'New South Wales' 'Dollars'
 'Technology, Media & Telecommunications' 656 1698.49 2473 98
 971000000000.0]"
323,supplier,"['Davis, Wilson and Strickland' 'Gabon' 'Moyen-Ogooué' 'Dollars'
 'Metals & Mining' 615 62.24 7435 63 377000000000.0]"
324,supplier,"['Calbo e figli' 'Solomon Islands' 'Central' 'Dollars'
 'Technology, Media & Telecommunications' 680 78.92 4725 33 776000000000.0]"
325,supplier,"['Riley, Harding and Johnson' 'Argentina' 'Misiones' 'Dollars'
 'Paper, Forest Products & Packaging' 969 9.92 3703 81 995000000000.0]"
326,supplier,"['Trommler' 'Saint Kitts and Nevis' 'Saint Paul Capisterre' 'Dollars'
 'Healthcare Systems & Services' 698 27.91 9285 41 153000000000.0]"
327,supplier,"['Monicelli-Bartoli Group' 'Haiti' 'Centre' 'Dollars'
 'Healthcare Systems & Services' 306 3398.8 9341 52 555000000000.0]"
328,supplier,"['Iannotti s.r.l.' 'Sudan' 'Sennar' 'Dollars'
 'Paper, Forest Products & Packaging' 569 8.27 9080 67 519000000000.0]"
329,supplier,"['Lucarelli-Borsellino s.r.l.' 'Saint Lucia' 'Canaries' 'Dollars'
 'Aerospace & Defense' 611 374.27 5814 84 658000000000.0]"
330,supplier,"['Iannucci-Gualandi SPA' 'Martinique' 'Unknown' 'Dollars'
 'Financial Services' 353 9.94 3057 27 121000000000.0]"
331,supplier,"['Johnston-Jones' 'Papua New Guinea' 'Milne Bay' 'Dollars' 'Real Estate'
 665 5778.26 8166 55 846000000000.0]"
332,supplier,"['Tacchini, Cilibrasi e Panicucci s.r.l.' 'Virgin Islands, U.S.' 'Unknown'
 'Dollars' 'Real Estate' 317 353.76 8773 50 869000000000.0]"
333,supplier,"['Hamann Benthin Stiftung & Co. KGaA' 'Belize' 'Corozal' 'Dollars'
 'Oil & Gas' 725 9.42 2750 98 740000000000.0]"
334,supplier,"['Hart Inc' 'Uganda' 'Mpigi' 'Dollars' 'Healthcare Systems & Services' 159
 658.93 7009 100 941000000000.0]"
335,supplier,"['Gramsci SPA' ""Côte d'Ivoire"" 'Savanes' 'Dollars' 'Aerospace & Defense'
 914 4.12 6136 54 531000000000.0]"
336,supplier,"['Fornaciari-Cristoforetti SPA' 'Peru' 'Moquegua' 'Dollars'
 'Public & Social Sector' 232 248.58 5956 47 117000000000.0]"
337,supplier,"['Bouvet Paris SARL' 'Cameroon' 'West' 'Dollars' 'Consumer Packaged Goods'
 436 9.11 6201 80 959000000000.0]"
338,supplier,"['Fields, Mathis and Ross' 'Romania' 'Brașov' 'Dollars' 'Retail' 983
 3096.12 6612 40 279000000000.0]"
339,supplier,['Riou' 'Fiji' 'Ra' 'Dollars' 'Oil & Gas' 191 23.72 8884 3 22589653442.0]
340,supplier,"['Tedesco Group' 'Madagascar' 'Toamasina' 'Dollars' 'Real Estate' 815
 8682.88 9822 83 920000000000.0]"
341,supplier,"['Cooper-Price' 'Bosnia and Herzegovina' 'Brčko distrikt' 'Dollars'
 'Healthcare Systems & Services' 548 1.43 3819 5 997000000000.0]"
342,supplier,"['Ebert' 'Grenada' 'Saint David' 'Dollars'
 'Paper, Forest Products & Packaging' 693 1.53 6260 27 660000000000.0]"
343,supplier,"['Giammusso SPA' 'Georgia' 'Samtskhe-Javakheti' 'Dollars'
 'Financial Services' 344 7028.92 1247 66 986000000000.0]"
344,supplier,"['Lejeune' 'Western Sahara' 'Unknown' 'Dollars' 'Life Sciences' 466 5.71
 9117 46 356000000000.0]"
345,supplier,"['Foley Inc' 'Réunion' 'Unknown' 'Dollars' 'Retail' 365 6586.89 2080 74
 278000000000.0]"
346,supplier,"['Medina-Williams' 'Solomon Islands' 'Rennell and Bellona' 'Dollars'
 'Retail' 972 4.99 9295 63 355000000000.0]"
347,supplier,"['Oneal-Young' ""Côte d'Ivoire"" 'Comoé' 'Dollars'
 'Paper, Forest Products & Packaging' 330 8114.81 4692 33 289000000000.0]"
348,supplier,"['Dehmel Birnbaum AG' 'Malta' 'Birgu' 'Dollars' 'Financial Services' 650
 2.21 9988 58 871000000000.0]"
349,supplier,"['Gaito SPA' 'Chile' 'Coquimbo' 'Denar' 'Oil & Gas' 899 999.94 8088 71
 247000000000.0]"
350,supplier,"['Herrmann' 'United States' 'Alabama' 'Dollars'
 'Engineering, Construction & Building Materials' 183 753.73 5904 41
 329000000000.0]"
351,supplier,"['Gilbert PLC' 'Holy See (Vatican City State)' 'Unknown' 'Dollars'
 'Electric Power & Natural Gas' 721 654.54 3371 38 74576815055.0]"
352,supplier,"['Tommaseo SPA' 'Christmas Island' 'Unknown' 'Dollars' 'Chemicals' 900
 2.25 8147 31 142000000000.0]"
353,supplier,"['Mcfarland-Gill' 'San Marino' 'Acquaviva' 'Dollars'
 'Paper, Forest Products & Packaging' 608 5.91 2563 90 211000000000.0]"
354,supplier,"['Rismondo e figli' 'Kiribati' 'Line Islands' 'Dollars'
 'Paper, Forest Products & Packaging' 615 76.56 8891 67 772000000000.0]"
355,supplier,"['Montanari-Gucci SPA' 'Finland' 'Egentliga Finland' 'Dollars' 'Chemicals'
 732 7670.95 4999 31 562000000000.0]"
356,supplier,"['Faure S.A.S.' 'Moldova, Republic of' 'Chișinău' 'Dollars' 'Education'
 221 8112.61 8031 69 616000000000.0]"
357,supplier,"['Pitts, Stokes and Hardin' 'Ethiopia' 'Dire Dawa' 'Dollars'
 'Public & Social Sector' 666 69.83 9757 28 928000000000.0]"
358,supplier,"['Häring Fechner GmbH & Co. KG' 'Saint Pierre and Miquelon' 'Unknown'
 'Dollars' 'Advanced Electronics' 238 73.32 1697 34 499000000000.0]"
359,supplier,"['Breton Delorme SA' 'Uruguay' 'Tacuarembó' 'Dollars' 'Retail' 321 9.89
 2583 60 532000000000.0]"
360,supplier,"['Drub KGaA' 'Curaçao' 'Unknown' 'Dollars' 'Retail' 719 57.5 4327 1
 835000000000.0]"
361,supplier,"['Klapp AG' 'Oman' 'Al Wusţá' 'Dollars' 'Education' 868 6966.14 3892 84
 16594453544.0]"
362,supplier,"['Fletcher, Page and Hill' 'Venezuela, Bolivarian Republic of' 'Bolívar'
 'Dollars' 'Paper, Forest Products & Packaging' 439 9.43 8848 6
 357000000000.0]"
363,supplier,"['Scott-Hughes' 'Sierra Leone' 'Northern' 'Dollars' 'Financial Services'
 313 55.4 7747 95 133000000000.0]"
364,supplier,"['Blanchet' 'United Kingdom' 'Walsall' 'Dollars' 'Advanced Electronics'
 565 6602.96 5251 14 530000000000.0]"
365,supplier,"['Barnes Ltd' 'Aruba' 'Unknown' 'Dollars' 'Oil & Gas' 912 878.67 3120 7
 746000000000.0]"
366,supplier,"['Monnier SA' 'Sierra Leone' 'Eastern' 'Dollars' 'Advanced Electronics'
 233 60.75 9948 76 558000000000.0]"
367,supplier,"['Wells-Shaw' 'Taiwan, Province of China' 'Penghu' 'Dollars'
 'Life Sciences' 477 4022.61 2889 37 186000000000.0]"
368,supplier,"['Davis-Ward' 'Sao Tome and Principe' 'Mé-Zóchi' 'Dollars' 'Retail' 761
 183.64 8686 39 529000000000.0]"
369,supplier,"['Patterson-Barnes' 'Mozambique' 'Zambézia' 'Dollars' 'Education' 165 9.8
 9751 13 612000000000.0]"
370,supplier,"['Caldwell-Taylor' 'Cayman Islands' 'Unknown' 'Dollars'
 'Paper, Forest Products & Packaging' 570 10.26 1508 98 619000000000.0]"
371,supplier,"['Treves-Carli e figli' 'Venezuela, Bolivarian Republic of' 'Lara'
 'Dollars' 'Public & Social Sector' 109 992.4 1082 74 841000000000.0]"
372,supplier,"['Marsh LLC' 'Honduras' 'Francisco Morazán' 'Dollars' 'Financial Services'
 843 1637.99 1665 62 164000000000.0]"
373,supplier,"['Patel, Payne and Lee' 'Zambia' 'Lusaka' 'Dollars' 'Oil & Gas' 508
 5862.41 8074 79 256000000000.0]"
374,supplier,"['Grant Inc' 'United States' 'Nevada' 'Dollars' 'Metals & Mining' 598
 753.49 8256 26 930000000000.0]"
375,supplier,"['Dunlap Group' 'Bahrain' 'Al Janūbīyah' 'Dollars' 'Metals & Mining' 792
 32.88 1893 70 92513292352.0]"
376,supplier,"['Quasimodo, Petrucci e Verdone e figli' 'French Guiana' 'Unknown'
 'Dollars' 'Oil & Gas' 120 36.28 9823 70 553000000000.0]"
377,supplier,"['Brock and Sons' 'Denmark' 'Syddanmark' 'Dollars' 'Aerospace & Defense'
 746 6.18 3965 16 7745977305.0]"
378,supplier,"['Detti-Muti SPA' 'Réunion' 'Unknown' 'Dollars'
 'Travel, Logistics & Infrastructure' 229 33.75 6950 58 9179102255.0]"
379,supplier,"['Ziani, Fischetti e Fittipaldi s.r.l.' 'Tanzania, United Republic of'
 'Ruvuma' 'Dollars' 'Retail' 623 2.22 6785 96 31771223102.0]"
380,supplier,"['Faust Carsten GmbH & Co. KGaA' 'Bhutan' 'Samdrup Jongkhar' 'Dollars'
 'Electric Power & Natural Gas' 735 8.63 4189 67 524000000000.0]"
381,supplier,"['Houghton, Shaw and Bell' 'Antigua and Barbuda' 'Saint Peter' 'Dollars'
 'Real Estate' 793 685.27 9972 67 864000000000.0]"
382,supplier,"['Green, Bush and Garcia' 'Liberia' 'Gbarpolu' 'Dollars' 'Real Estate' 978
 424.38 5489 84 30790751329.0]"
383,supplier,"['Tozzo Group' 'Niue' 'Unknown' 'Dollars'
 'Engineering, Construction & Building Materials' 616 2034.12 4722 77
 233000000000.0]"
384,supplier,"['Koch II AG' 'Croatia' 'Zadarska županija' 'Dollars' 'Metals & Mining'
 608 31.42 9005 60 326000000000.0]"
385,supplier,"['Tozzo-Pace e figli' 'Åland Islands' 'Unknown' 'Dollars'
 'Aerospace & Defense' 885 870.8 1520 80 913000000000.0]"
386,supplier,"['Schomber' 'Viet Nam' 'Bạc Liêu' 'Dollars' 'Consumer Packaged Goods' 189
 3.67 1469 79 152000000000.0]"
387,supplier,"['Shea-Ellis' 'Tajikistan' 'Dushanbe' 'Dollars'
 'Private Equity & Principal Investors' 263 613.78 4953 54 849000000000.0]"
388,supplier,"['Mills-Bates' 'North Macedonia' 'Jegunovce' 'Dollars' 'Oil & Gas' 225
 854.72 1176 46 684000000000.0]"
389,supplier,"['Gute' 'Suriname' 'Saramacca' 'Dollars' 'Education' 790 4.54 8062 75
 337000000000.0]"
390,supplier,"['Richards Group' 'British Indian Ocean Territory' 'Unknown' 'Dollars'
 'Semiconductors' 388 69.92 1825 14 205000000000.0]"
391,supplier,"['Dehmel Schomber KG' ""Lao People's Democratic Republic"" 'Xaignabouli'
 'Dollars' 'Financial Services' 545 7248.43 1286 98 54402705239.0]"
392,supplier,"['Briggs LLC' 'Seychelles' 'Bel Air' 'Dollars' 'Financial Services' 764
 306.11 7975 85 805000000000.0]"
393,supplier,"['Barcaccia Group' 'Croatia' 'Šibensko-kninska županija' 'Dollars'
 'Oil & Gas' 805 74.83 2132 24 907000000000.0]"
394,supplier,"['Thomas Fernandez S.A.R.L.' 'Réunion' 'Unknown' 'Dollars'
 'Automotive & Assembly' 642 747.34 4647 44 447000000000.0]"
395,supplier,"['Maspero, Biagiotti e Bianchini s.r.l.' 'Croatia'
 'Sisačko-moslavačka županija' 'Dollars' 'Aerospace & Defense' 248 64.18
 8583 51 656000000000.0]"
396,supplier,"['Descamps SA' 'Mali' 'Kayes' 'Dollars' 'Retail' 939 29.23 7001 70
 856000000000.0]"
397,supplier,"['Delaunay' 'Sudan' 'Gedaref' 'Dollars' 'Electric Power & Natural Gas' 277
 2096.83 5794 100 807000000000.0]"
398,supplier,"['Day, Howell and Hill' 'Montserrat' 'Unknown' 'Dollars'
 'Private Equity & Principal Investors' 521 8296.12 1387 13 389000000000.0]"
399,supplier,"['Brenna Group' 'Kuwait' 'Al Farwānīyah' 'Dollars' 'Metals & Mining' 929
 1353.54 6865 83 891000000000.0]"
400,supplier,"['Martinez' 'Suriname' 'Paramaribo' 'Dollars' 'Retail' 191 2.96 8661 23
 964000000000.0]"
401,supplier,"['Monti-Carnera Group' 'Singapore' 'Central Singapore' 'Dollars'
 'Healthcare Systems & Services' 277 820.4 9984 51 377000000000.0]"
402,supplier,"['Munoz SA' 'Timor-Leste' 'Lautein' 'Dollars' 'Aerospace & Defense' 539
 44.83 2382 100 168000000000.0]"
403,supplier,"['Scott-Williams' 'Guernsey' 'Unknown' 'Dollars' 'Chemicals' 574 5.84 3124
 89 664000000000.0]"
404,supplier,"['Geißler' 'Hong Kong' 'Unknown' 'Dollars' 'Real Estate' 894 6.79 4626 18
 466000000000.0]"
405,supplier,"['Williams-Ryan' 'Ireland' 'Connaught' 'Dollars' 'Consumer Packaged Goods'
 529 942.96 8490 6 765000000000.0]"
406,supplier,"['Legrand Ollivier et Fils' 'Netherlands' 'Saba' 'Dollars'
 'Paper, Forest Products & Packaging' 358 1.85 3107 14 113000000000.0]"
407,supplier,"['Guarato e figli' 'Somalia' 'Mudug' 'Dollars' 'Semiconductors' 696
 4905.39 7379 31 723000000000.0]"
408,supplier,"['Blondel' 'Lesotho' 'Leribe' 'Dollars' 'Agriculture' 460 77.5 5993 70
 257000000000.0]"
409,supplier,"['Ricci, Omma e Tirabassi SPA' 'Samoa' ""Fa'asaleleaga"" 'Dollars' 'Retail'
 744 19.24 5488 96 228000000000.0]"
410,supplier,"['Wulf' 'Turkmenistan' 'Lebap' 'Dollars' 'Financial Services' 803 6.62
 2819 74 323000000000.0]"
411,supplier,"['Maurice SA' 'Benin' 'Alibori' 'Dollars' 'Healthcare Systems & Services'
 439 28.6 6662 69 854000000000.0]"
412,supplier,"['Prati-Anastasi e figli' 'Liechtenstein' 'Triesen' 'Dollars' 'Retail' 910
 64.96 4403 49 701000000000.0]"
413,supplier,"['Chandler, Williams and Stevens' 'Costa Rica' 'Heredia' 'Dollars'
 'Engineering, Construction & Building Materials' 993 99.48 2508 27
 581000000000.0]"
414,supplier,"['Gumprich GbR' 'Pitcairn' 'Unknown' 'Dollars'
 'Electric Power & Natural Gas' 310 6.88 5592 91 738000000000.0]"
415,supplier,"['Thomas' 'Brazil' 'Pará' 'Dollars' 'Agriculture' 634 2.72 5948 77
 959526079.0]"
