Label,ID,Attributes
products,422,"{'product_type': 'M', 'product_name': 'OOO', 'price': 684.97, 'profit_margin (%)': 7, 'capacity': '[636910, 189021, 649713, 231833, 177015, 424862, 107690, 109205, 408848]', 'warehouses': '[2252, 5597, 9424, 5777, 4622, 1285, 2891, 9133, 4593]'}"
products,922,"{'product_type': 'D', 'product_name': 'KKK', 'price': 2.22, 'profit_margin (%)': 42, 'capacity': '[244026, 153225, 82383, 392192, 550100, 938543, 741249, 633730, 251594, 614169]', 'warehouses': '[5608, 9942, 9084, 8626, 5025, 7848, 7158, 4286, 5647, 2033]'}"
products,710,"{'product_type': 'B', 'product_name': 'EEE', 'price': 6477.76, 'profit_margin (%)': 18, 'capacity': '[516872, 100745, 119321, 408846, 87842, 232572, 123939]', 'warehouses': '[6607, 9777, 1017, 2644, 6298, 3553, 8935]'}"
products,752,"{'product_type': 'K', 'product_name': 'QQQ', 'price': 9396.37, 'profit_margin (%)': 6, 'capacity': '[138820, 728991, 108200, 167786, 335927, 540555, 171800, 265837, 523737]', 'warehouses': '[9060, 8255, 6085, 9174, 8344, 8327, 7347, 5736, 1888]'}"
products,761,"{'product_type': 'I', 'product_name': 'HHH', 'price': 1175.72, 'profit_margin (%)': 5, 'capacity': '[483344, 67235, 496870, 145316, 149161, 193833, 36207]', 'warehouses': '[1780, 2991, 6052, 4786, 9408, 7011, 7094]'}"
products,366,"{'product_type': 'I', 'product_name': 'OOO', 'price': 63.51, 'profit_margin (%)': 27, 'capacity': '[188226, 855325, 339141, 88612]', 'warehouses': '[8412, 9603, 9084, 2886]'}"
products,941,"{'product_type': 'Q', 'product_name': 'DDD', 'price': 3.99, 'profit_margin (%)': 15, 'capacity': '[475371]', 'warehouses': '[8853]'}"
products,399,"{'product_type': 'X', 'product_name': 'EEE', 'price': 994.1, 'profit_margin (%)': 7, 'capacity': '[7814, 679010, 106347, 162448, 17824, 222457, 183964, 277910, 286607]', 'warehouses': '[8055, 6161, 4406, 6110, 3871, 5472, 4649, 6895, 9769]'}"
products,163,"{'product_type': 'N', 'product_name': 'WWW', 'price': 4.13, 'profit_margin (%)': 13, 'capacity': '[98643, 365626, 35709, 107137, 340693, 239724, 64984, 269645]', 'warehouses': '[5326, 9369, 9867, 3688, 6857, 4657, 6164, 6694]'}"
products,749,"{'product_type': 'Q', 'product_name': 'PPP', 'price': 7495.77, 'profit_margin (%)': 21, 'capacity': '[340108, 88619]', 'warehouses': '[2644, 3896]'}"
products,669,"{'product_type': 'K', 'product_name': 'WWW', 'price': 31.87, 'profit_margin (%)': 33, 'capacity': '[545187, 319657]', 'warehouses': '[5616, 4182]'}"
products,328,"{'product_type': 'G', 'product_name': 'NNN', 'price': 8.46, 'profit_margin (%)': 38, 'capacity': '[79003]', 'warehouses': '[2324]'}"
products,595,"{'product_type': 'X', 'product_name': 'DDD', 'price': 2135.4, 'profit_margin (%)': 39, 'capacity': '[256963, 327123, 62699, 353839, 201748]', 'warehouses': '[2970, 7093, 4218, 1704, 4876]'}"
products,830,"{'product_type': 'Q', 'product_name': 'III', 'price': 8750.62, 'profit_margin (%)': 39, 'capacity': '[208134]', 'warehouses': '[1603]'}"
products,139,"{'product_type': 'Y', 'product_name': 'AAA', 'price': 864.91, 'profit_margin (%)': 31, 'capacity': '[18808, 96815, 161232, 386314, 72334, 162278]', 'warehouses': '[7210, 2396, 5668, 7971, 7888, 9953]'}"
products,923,"{'product_type': 'R', 'product_name': 'TTT', 'price': 4501.82, 'profit_margin (%)': 15, 'capacity': '[261098, 334081, 534041, 235215, 238938]', 'warehouses': '[7377, 7898, 9091, 3094, 1429]'}"
products,965,"{'product_type': 'X', 'product_name': 'WWW', 'price': 1725.41, 'profit_margin (%)': 38, 'capacity': '[159027, 261082]', 'warehouses': '[3238, 4431]'}"
products,516,"{'product_type': 'U', 'product_name': 'XXX', 'price': 1.97, 'profit_margin (%)': 28, 'capacity': '[197369, 181315, 102765, 860278, 191101]', 'warehouses': '[2797, 9753, 3377, 9454, 8635]'}"
products,800,"{'product_type': 'K', 'product_name': 'FFF', 'price': 4610.93, 'profit_margin (%)': 48, 'capacity': '[119603, 181236, 221924, 27827, 59068, 879970, 503154, 220299]', 'warehouses': '[4262, 2301, 7146, 6898, 3413, 3176, 7721, 4817]'}"
products,963,"{'product_type': 'Q', 'product_name': 'DDD', 'price': 573.35, 'profit_margin (%)': 39, 'capacity': '[370088, 187872, 422665, 115479, 249425, 176142, 200687, 564339, 167302]', 'warehouses': '[2843, 1417, 1012, 9300, 9011, 6206, 4496, 2816, 6317]'}"
products,882,"{'product_type': 'J', 'product_name': 'LLL', 'price': 30.79, 'profit_margin (%)': 43, 'capacity': '[346510, 498142, 461993, 476893, 76906, 196174, 361621, 56125, 842250, 627009]', 'warehouses': '[5297, 9970, 9582, 3181, 6161, 4420, 2141, 7070, 3221, 3994]'}"
products,848,"{'product_type': 'B', 'product_name': 'FFF', 'price': 9736.26, 'profit_margin (%)': 18, 'capacity': '[59527]', 'warehouses': '[9065]'}"
products,931,"{'product_type': 'G', 'product_name': 'WWW', 'price': 16.19, 'profit_margin (%)': 14, 'capacity': '[237115, 167093, 499639, 16756]', 'warehouses': '[6544, 6840, 1810, 3002]'}"
products,718,"{'product_type': 'O', 'product_name': 'GGG', 'price': 6.59, 'profit_margin (%)': 18, 'capacity': '[296480, 338770, 223160, 967670]', 'warehouses': '[7461, 7483, 1825, 1623]'}"
products,502,"{'product_type': 'B', 'product_name': 'EEE', 'price': 3.74, 'profit_margin (%)': 38, 'capacity': '[192388, 86217, 109454]', 'warehouses': '[4649, 1938, 9011]'}"
products,675,"{'product_type': 'V', 'product_name': 'TTT', 'price': 86.54, 'profit_margin (%)': 9, 'capacity': '[30507, 437040]', 'warehouses': '[8094, 5170]'}"
products,281,"{'product_type': 'R', 'product_name': 'JJJ', 'price': 4560.38, 'profit_margin (%)': 26, 'capacity': '[104038, 91245, 76016, 387256, 337785, 323956, 531765, 613614]', 'warehouses': '[4127, 3181, 1614, 4428, 8614, 3990, 2151, 8124]'}"
products,309,"{'product_type': 'I', 'product_name': 'VVV', 'price': 767.99, 'profit_margin (%)': 6, 'capacity': '[58209, 102451, 86729, 230208, 40625, 806580, 57531, 136985]', 'warehouses': '[8614, 7685, 6557, 2108, 9975, 6482, 8399, 8488]'}"
products,696,"{'product_type': 'F', 'product_name': 'NNN', 'price': 33.52, 'profit_margin (%)': 21, 'capacity': '[200643, 397072, 143299, 266975, 75398, 88017, 130754, 422332, 96082]', 'warehouses': '[5424, 8786, 4652, 7845, 2002, 9235, 1279, 2091, 2526]'}"
products,510,"{'product_type': 'H', 'product_name': 'WWW', 'price': 8285.52, 'profit_margin (%)': 20, 'capacity': '[302777, 474501]', 'warehouses': '[8035, 3176]'}"
products,534,"{'product_type': 'A', 'product_name': 'XXX', 'price': 464.88, 'profit_margin (%)': 30, 'capacity': '[591044, 347775, 378401, 94156, 148457, 122515]', 'warehouses': '[7992, 9975, 9510, 2936, 6045, 5515]'}"
products,370,"{'product_type': 'G', 'product_name': 'RRR', 'price': 790.35, 'profit_margin (%)': 45, 'capacity': '[331920, 47708, 160606, 104519, 273458, 45282, 621753, 511988, 11593]', 'warehouses': '[6219, 9830, 9888, 7326, 9033, 9408, 3427, 2805, 5084]'}"
products,956,"{'product_type': 'A', 'product_name': 'AAA', 'price': 3.81, 'profit_margin (%)': 43, 'capacity': '[723925, 129837, 347501, 148311, 608985, 605161, 362393, 841109, 65828]', 'warehouses': '[7103, 1174, 1469, 9867, 4041, 4501, 6670, 8527, 5084]'}"
products,258,"{'product_type': 'F', 'product_name': 'III', 'price': 4.5, 'profit_margin (%)': 42, 'capacity': '[93786, 26103, 222537, 137070, 193682, 884604, 226153, 389656, 77072]', 'warehouses': '[7408, 9349, 5241, 4701, 5299, 2666, 7068, 4786, 7060]'}"
products,817,"{'product_type': 'A', 'product_name': 'RRR', 'price': 1749.68, 'profit_margin (%)': 22, 'capacity': '[204042, 133601, 378571, 646067, 126603, 364323]', 'warehouses': '[7843, 7709, 7064, 8490, 5690, 3075]'}"
products,623,"{'product_type': 'M', 'product_name': 'SSS', 'price': 78.9, 'profit_margin (%)': 32, 'capacity': '[18871, 91402, 19002]', 'warehouses': '[7548, 2301, 9167]'}"
products,740,"{'product_type': 'B', 'product_name': 'RRR', 'price': 4896.21, 'profit_margin (%)': 43, 'capacity': '[127753, 245828, 236857, 219186]', 'warehouses': '[3600, 4698, 3630, 1429]'}"
products,349,"{'product_type': 'L', 'product_name': 'III', 'price': 5.87, 'profit_margin (%)': 44, 'capacity': '[213182, 38859, 425721, 344841, 760731, 18260, 656326, 309815]', 'warehouses': '[9506, 3310, 3074, 5616, 7058, 7237, 4247, 3640]'}"
products,520,"{'product_type': 'A', 'product_name': 'LLL', 'price': 106.84, 'profit_margin (%)': 14, 'capacity': '[358113, 291148, 96340, 116385, 57330]', 'warehouses': '[5181, 1171, 9043, 7808, 7347]'}"
products,284,"{'product_type': 'K', 'product_name': 'OOO', 'price': 3.17, 'profit_margin (%)': 43, 'capacity': '[133584, 249071, 395976, 123857, 65505]', 'warehouses': '[3893, 1538, 1756, 5919, 7230]'}"
products,949,"{'product_type': 'O', 'product_name': 'ZZZ', 'price': 6.85, 'profit_margin (%)': 5, 'capacity': '[290538, 216271, 311614, 25708, 280081, 228614, 306763]', 'warehouses': '[9091, 2441, 1285, 7093, 7664, 7618, 9772]'}"
products,477,"{'product_type': 'U', 'product_name': 'PPP', 'price': 2.48, 'profit_margin (%)': 35, 'capacity': '[428734, 242433, 266425]', 'warehouses': '[4095, 5253, 9741]'}"
products,607,"{'product_type': 'X', 'product_name': 'OOO', 'price': 49.39, 'profit_margin (%)': 6, 'capacity': '[221257, 194685]', 'warehouses': '[2553, 2091]'}"
products,273,"{'product_type': 'S', 'product_name': 'III', 'price': 541.47, 'profit_margin (%)': 36, 'capacity': '[58132]', 'warehouses': '[7306]'}"
products,769,"{'product_type': 'L', 'product_name': 'JJJ', 'price': 8.9, 'profit_margin (%)': 36, 'capacity': '[193244, 44046, 87704, 576178, 64035, 793341, 228092, 23137, 381176, 340521]', 'warehouses': '[7418, 5359, 9888, 5383, 9611, 9241, 7548, 4823, 7400, 7024]'}"
products,802,"{'product_type': 'Z', 'product_name': 'FFF', 'price': 1801.46, 'profit_margin (%)': 13, 'capacity': '[681485, 99639]', 'warehouses': '[4132, 8344]'}"
products,953,"{'product_type': 'U', 'product_name': 'KKK', 'price': 6752.54, 'profit_margin (%)': 38, 'capacity': '[17668, 292999, 240738, 227486, 208945, 595153, 347090, 207902, 100190]', 'warehouses': '[4517, 2468, 5025, 9473, 2012, 3773, 7965, 2116, 3661]'}"
products,926,"{'product_type': 'L', 'product_name': 'CCC', 'price': 2173.89, 'profit_margin (%)': 32, 'capacity': '[498937, 569126, 102571, 200657, 176932, 263117, 441706, 78061]', 'warehouses': '[4045, 8848, 3108, 6881, 4834, 3105, 7622, 6915]'}"
products,660,"{'product_type': 'R', 'product_name': 'WWW', 'price': 694.31, 'profit_margin (%)': 21, 'capacity': '[249146, 166922, 27940, 152096, 200204]', 'warehouses': '[6881, 2910, 7248, 8593, 7618]'}"
products,701,"{'product_type': 'D', 'product_name': 'AAA', 'price': 9.77, 'profit_margin (%)': 38, 'capacity': '[439596, 76106, 315581, 138717, 538457]', 'warehouses': '[6161, 6979, 8490, 1141, 8714]'}"
products,779,"{'product_type': 'W', 'product_name': 'YYY', 'price': 497.72, 'profit_margin (%)': 42, 'capacity': '[257162, 311688, 106053, 50964, 210514]', 'warehouses': '[6764, 7843, 9970, 6557, 6277]'}"
products,325,"{'product_type': 'V', 'product_name': 'DDD', 'price': 452.39, 'profit_margin (%)': 40, 'capacity': '[281658, 313400, 158064, 197689, 490205, 96365, 100700]', 'warehouses': '[2424, 9033, 4649, 1127, 9996, 3118, 5904]'}"
products,770,"{'product_type': 'U', 'product_name': 'MMM', 'price': 7136.36, 'profit_margin (%)': 47, 'capacity': '[7722, 527074, 351046, 302023, 724452, 8250, 505873]', 'warehouses': '[4197, 8848, 3456, 4166, 3401, 6280, 7145]'}"
products,270,"{'product_type': 'H', 'product_name': 'XXX', 'price': 78.5, 'profit_margin (%)': 35, 'capacity': '[653382]', 'warehouses': '[9901]'}"
products,843,"{'product_type': 'K', 'product_name': 'ZZZ', 'price': 8.92, 'profit_margin (%)': 16, 'capacity': '[5959, 790982, 238691, 135325, 279128, 180940, 743364, 303977]', 'warehouses': '[4197, 1334, 7895, 5330, 2969, 2238, 4728, 6307]'}"
products,425,"{'product_type': 'F', 'product_name': 'UUU', 'price': 23.15, 'profit_margin (%)': 15, 'capacity': '[523766, 261078]', 'warehouses': '[5169, 1274]'}"
products,759,"{'product_type': 'N', 'product_name': 'LLL', 'price': 4938.64, 'profit_margin (%)': 9, 'capacity': '[123428, 18900, 318458, 53827, 177137, 329319, 704837, 296302, 104899]', 'warehouses': '[3539, 3871, 6420, 9738, 5886, 7339, 8732, 7016, 1443]'}"
products,288,"{'product_type': 'O', 'product_name': 'NNN', 'price': 757.29, 'profit_margin (%)': 38, 'capacity': '[10659, 46229, 298296, 408102, 419391, 86593, 376683, 680789, 195972]', 'warehouses': '[5966, 7763, 4496, 7611, 8958, 2382, 6016, 4397, 7347]'}"
products,982,"{'product_type': 'S', 'product_name': 'XXX', 'price': 599.44, 'profit_margin (%)': 22, 'capacity': '[102007, 140682, 176899, 219648, 17124, 238671, 66816]', 'warehouses': '[8349, 7864, 1565, 6063, 2424, 9388, 4823]'}"
products,601,"{'product_type': 'X', 'product_name': 'GGG', 'price': 899.39, 'profit_margin (%)': 28, 'capacity': '[112813, 342087, 97437, 43191, 348736, 391888, 344185, 868270, 91293]', 'warehouses': '[6626, 6770, 7237, 6443, 7339, 3108, 6507, 9603, 2324]'}"
products,342,"{'product_type': 'V', 'product_name': 'GGG', 'price': 275.15, 'profit_margin (%)': 8, 'capacity': '[478799, 612365, 46761, 325990, 170983, 402362]', 'warehouses': '[7780, 8117, 3638, 9565, 1205, 3573]'}"
products,853,"{'product_type': 'Y', 'product_name': 'HHH', 'price': 742.5, 'profit_margin (%)': 28, 'capacity': '[50849, 32320, 38071, 112408, 137505, 167140, 111468, 220317, 718745]', 'warehouses': '[2061, 2077, 5418, 5688, 4965, 4249, 9471, 8359, 8484]'}"
products,177,"{'product_type': 'T', 'product_name': 'ZZZ', 'price': 3.36, 'profit_margin (%)': 28, 'capacity': '[76642, 332315, 205204, 733511, 27023, 259513]', 'warehouses': '[5887, 6096, 5820, 7377, 2454, 4517]'}"
products,115,"{'product_type': 'R', 'product_name': 'OOO', 'price': 751.23, 'profit_margin (%)': 12, 'capacity': '[11489, 339291]', 'warehouses': '[6764, 3248]'}"
products,136,"{'product_type': 'C', 'product_name': 'JJJ', 'price': 49.77, 'profit_margin (%)': 11, 'capacity': '[143421, 433134, 191796, 187441, 897875, 295176, 48729, 649110, 395107]', 'warehouses': '[7038, 3773, 4703, 4405, 9613, 5204, 9911, 5456, 8921]'}"
products,912,"{'product_type': 'X', 'product_name': 'CCC', 'price': 7.34, 'profit_margin (%)': 11, 'capacity': '[198594, 89468, 385956, 186931, 600258, 417525, 436047, 216899]', 'warehouses': '[3766, 8892, 1169, 3853, 5456, 9388, 8332, 1429]'}"
products,346,"{'product_type': 'G', 'product_name': 'QQQ', 'price': 3.38, 'profit_margin (%)': 48, 'capacity': '[704593, 274605, 33476, 202127, 135791]', 'warehouses': '[2607, 3069, 6299, 8400, 7673]'}"
products,851,"{'product_type': 'H', 'product_name': 'NNN', 'price': 4919.8, 'profit_margin (%)': 47, 'capacity': '[112093, 11935, 126150, 278199, 315763, 201302, 344711]', 'warehouses': '[6164, 7404, 6660, 4095, 2691, 6544, 1205]'}"
products,257,"{'product_type': 'R', 'product_name': 'III', 'price': 532.83, 'profit_margin (%)': 10, 'capacity': '[242893, 771041, 126356, 293426, 19165, 107541, 169558, 533540, 72096, 390265]', 'warehouses': '[3688, 9023, 1187, 3176, 6087, 9867, 9233, 4397, 6349, 5974]'}"
products,306,"{'product_type': 'J', 'product_name': 'CCC', 'price': 273.76, 'profit_margin (%)': 23, 'capacity': '[406598, 147228, 821573, 399794, 591172]', 'warehouses': '[8921, 9272, 6601, 2198, 7486]'}"
products,795,"{'product_type': 'N', 'product_name': 'HHH', 'price': 991.51, 'profit_margin (%)': 33, 'capacity': '[611461, 372181, 699443, 138578, 754400, 813594]', 'warehouses': '[8490, 1728, 5464, 8563, 5053, 9613]'}"
products,297,"{'product_type': 'J', 'product_name': 'RRR', 'price': 64.31, 'profit_margin (%)': 26, 'capacity': '[65655, 245526, 800773, 44241, 27782, 52517, 545757, 72099]', 'warehouses': '[1935, 3031, 2664, 4197, 6299, 3630, 5326, 4142]'}"
products,356,"{'product_type': 'T', 'product_name': 'SSS', 'price': 32.24, 'profit_margin (%)': 45, 'capacity': '[501859, 310709, 11286, 76822, 383362, 299576, 244867]', 'warehouses': '[3539, 3043, 8848, 3730, 5204, 6173, 2244]'}"
products,271,"{'product_type': 'N', 'product_name': 'VVV', 'price': 8242.19, 'profit_margin (%)': 21, 'capacity': '[726744]', 'warehouses': '[4400]'}"
products,240,"{'product_type': 'S', 'product_name': 'RRR', 'price': 24.87, 'profit_margin (%)': 42, 'capacity': '[73916, 39031, 11522]', 'warehouses': '[4744, 2865, 4204]'}"
products,488,"{'product_type': 'G', 'product_name': 'AAA', 'price': 2.1, 'profit_margin (%)': 36, 'capacity': '[632517, 457884, 124093, 198617, 513822, 213337, 77766, 718702, 6351, 594714]', 'warehouses': '[3856, 4816, 3609, 6790, 1034, 8327, 2822, 3276, 2345, 2607]'}"
products,180,"{'product_type': 'N', 'product_name': 'YYY', 'price': 7807.82, 'profit_margin (%)': 16, 'capacity': '[91143, 115303, 18954]', 'warehouses': '[3046, 4167, 6507]'}"
products,117,"{'product_type': 'N', 'product_name': 'ZZZ', 'price': 1794.14, 'profit_margin (%)': 42, 'capacity': '[213125, 267567, 485762, 111233, 473782]', 'warehouses': '[6520, 3972, 9357, 4300, 1846]'}"
products,756,"{'product_type': 'W', 'product_name': 'YYY', 'price': 8883.41, 'profit_margin (%)': 10, 'capacity': '[323058, 419991, 733414, 198213, 64602]', 'warehouses': '[6420, 8858, 1623, 8635, 1174]'}"
products,558,"{'product_type': 'J', 'product_name': 'YYY', 'price': 46.56, 'profit_margin (%)': 32, 'capacity': '[110488, 322669, 380437, 415478]', 'warehouses': '[2481, 3267, 9444, 4650]'}"
products,916,"{'product_type': 'Y', 'product_name': 'WWW', 'price': 936.43, 'profit_margin (%)': 6, 'capacity': '[34585, 178942, 103376, 180199]', 'warehouses': '[9611, 9387, 8020, 3873]'}"
products,621,"{'product_type': 'A', 'product_name': 'HHH', 'price': 1.5, 'profit_margin (%)': 17, 'capacity': '[396187, 800460, 308491, 135310, 49502, 282046, 575578]', 'warehouses': '[9077, 3841, 7525, 5395, 5004, 7611, 8231]'}"
products,186,"{'product_type': 'H', 'product_name': 'CCC', 'price': 6.31, 'profit_margin (%)': 25, 'capacity': '[189279, 183960, 336567, 107808, 347837, 279769, 326569]', 'warehouses': '[7465, 6670, 1205, 3365, 3069, 8978, 4186]'}"
products,587,"{'product_type': 'D', 'product_name': 'FFF', 'price': 62.52, 'profit_margin (%)': 28, 'capacity': '[15298, 6259, 14196]', 'warehouses': '[8765, 2061, 2751]'}"
products,826,"{'product_type': 'V', 'product_name': 'VVV', 'price': 193.37, 'profit_margin (%)': 8, 'capacity': '[374566, 652637, 21925, 488119, 330405, 25173, 167724, 169418, 79886, 193048]', 'warehouses': '[8614, 6326, 9867, 7094, 9033, 9054, 1442, 3094, 2108, 3600]'}"
products,685,"{'product_type': 'S', 'product_name': 'CCC', 'price': 98.97, 'profit_margin (%)': 37, 'capacity': '[585572, 674089, 77868, 15253, 37469, 134292, 78051]', 'warehouses': '[6833, 6626, 6277, 8216, 9247, 2329, 5690]'}"
products,116,"{'product_type': 'U', 'product_name': 'KKK', 'price': 69.78, 'profit_margin (%)': 33, 'capacity': '[34820, 34513]', 'warehouses': '[9733, 1312]'}"
products,762,"{'product_type': 'I', 'product_name': 'XXX', 'price': 9549.33, 'profit_margin (%)': 40, 'capacity': '[166722, 591879, 87254, 207595, 495808]', 'warehouses': '[4849, 7185, 4319, 9042, 8635]'}"
products,688,"{'product_type': 'C', 'product_name': 'JJJ', 'price': 68.75, 'profit_margin (%)': 18, 'capacity': '[614233, 128149, 516617]', 'warehouses': '[4657, 5812, 6434]'}"
products,863,"{'product_type': 'W', 'product_name': 'TTT', 'price': 713.21, 'profit_margin (%)': 21, 'capacity': '[165539, 30561, 109143, 10981, 37056, 144064, 46165]', 'warehouses': '[3094, 9717, 1526, 5886, 6110, 1272, 2798]'}"
products,666,"{'product_type': 'S', 'product_name': 'OOO', 'price': 2941.72, 'profit_margin (%)': 41, 'capacity': '[35478, 192961, 265186, 19370, 100431, 395661]', 'warehouses': '[3514, 9030, 3401, 4213, 7465, 1846]'}"
products,917,"{'product_type': 'B', 'product_name': 'UUU', 'price': 7367.6, 'profit_margin (%)': 35, 'capacity': '[52479, 99939, 156354, 348589, 62600, 88621, 71471]', 'warehouses': '[7888, 7564, 6200, 7953, 8758, 5661, 5510]'}"
products,286,"{'product_type': 'S', 'product_name': 'PPP', 'price': 17.41, 'profit_margin (%)': 50, 'capacity': '[94940, 551364, 75987, 27495]', 'warehouses': '[2975, 2805, 2666, 1266]'}"
products,201,"{'product_type': 'G', 'product_name': 'VVV', 'price': 85.65, 'profit_margin (%)': 47, 'capacity': '[335703, 441932]', 'warehouses': '[1429, 4328]'}"
products,363,"{'product_type': 'C', 'product_name': 'AAA', 'price': 5333.53, 'profit_margin (%)': 13, 'capacity': '[316066, 385252, 103081, 96471, 567805, 240822]', 'warehouses': '[4730, 7451, 2894, 2183, 9721, 1784]'}"
products,760,"{'product_type': 'J', 'product_name': 'NNN', 'price': 64.49, 'profit_margin (%)': 29, 'capacity': '[599624, 130270, 234035, 54964, 118591, 126494, 136473, 41015, 120482, 362455]', 'warehouses': '[6895, 2729, 1945, 8187, 2728, 6541, 4695, 6420, 7451, 4325]'}"
products,901,"{'product_type': 'K', 'product_name': 'TTT', 'price': 25.22, 'profit_margin (%)': 30, 'capacity': '[161720, 55514]', 'warehouses': '[7727, 4254]'}"
products,792,"{'product_type': 'U', 'product_name': 'DDD', 'price': 5.87, 'profit_margin (%)': 43, 'capacity': '[222549, 263868, 168104, 107634]', 'warehouses': '[2937, 1756, 6894, 6634]'}"
products,857,"{'product_type': 'K', 'product_name': 'AAA', 'price': 6.96, 'profit_margin (%)': 9, 'capacity': '[362120, 79205, 207187, 140706, 723298, 13055, 205246, 704301, 632861, 114135]', 'warehouses': '[9233, 7884, 2161, 2714, 3264, 2894, 8978, 4428, 9033, 4328]'}"
products,716,"{'product_type': 'B', 'product_name': 'WWW', 'price': 304.79, 'profit_margin (%)': 47, 'capacity': '[643095, 136553, 154014]', 'warehouses': '[4499, 8035, 1754]'}"
products,886,"{'product_type': 'P', 'product_name': 'OOO', 'price': 868.96, 'profit_margin (%)': 15, 'capacity': '[43718, 624673, 331926, 324343]', 'warehouses': '[5820, 1837, 9451, 9399]'}"
products,391,"{'product_type': 'N', 'product_name': 'YYY', 'price': 717.39, 'profit_margin (%)': 8, 'capacity': '[13737, 203206, 722994, 86062, 346646]', 'warehouses': '[7068, 7295, 3176, 7489, 6434]'}"
products,803,"{'product_type': 'P', 'product_name': 'JJJ', 'price': 179.55, 'profit_margin (%)': 13, 'capacity': '[153340, 17447, 614875, 106635, 346335, 34186, 48208]', 'warehouses': '[3427, 3525, 5569, 1266, 8327, 1045, 4319]'}"
products,223,"{'product_type': 'N', 'product_name': 'OOO', 'price': 80.19, 'profit_margin (%)': 36, 'capacity': '[35365, 76048]', 'warehouses': '[4956, 9304]'}"
products,604,"{'product_type': 'J', 'product_name': 'CCC', 'price': 199.61, 'profit_margin (%)': 22, 'capacity': '[141155, 207652, 33679]', 'warehouses': '[1443, 4607, 9596]'}"
products,222,"{'product_type': 'E', 'product_name': 'ZZZ', 'price': 911.18, 'profit_margin (%)': 14, 'capacity': '[125103, 424935, 208542, 165570]', 'warehouses': '[5842, 7282, 8365, 8354]'}"
products,990,"{'product_type': 'E', 'product_name': 'UUU', 'price': 7040.86, 'profit_margin (%)': 29, 'capacity': '[253070, 178236, 61217]', 'warehouses': '[7483, 1443, 7248]'}"
products,907,"{'product_type': 'H', 'product_name': 'AAA', 'price': 2.89, 'profit_margin (%)': 47, 'capacity': '[119989, 745552, 296615, 414067, 40393, 327827, 186501]', 'warehouses': '[7286, 5974, 5241, 9603, 8175, 7400, 5521]'}"
products,170,"{'product_type': 'S', 'product_name': 'PPP', 'price': 44.17, 'profit_margin (%)': 48, 'capacity': '[178377]', 'warehouses': '[7352]'}"
products,838,"{'product_type': 'I', 'product_name': 'YYY', 'price': 3.61, 'profit_margin (%)': 39, 'capacity': '[77438, 167060, 682517, 171307, 664630, 407437, 102358]', 'warehouses': '[1064, 6200, 1668, 9970, 2797, 1835, 3871]'}"
products,149,"{'product_type': 'P', 'product_name': 'SSS', 'price': 2129.22, 'profit_margin (%)': 35, 'capacity': '[601073, 290200, 230350, 104387, 263024, 177665, 195957, 198913, 71937]', 'warehouses': '[2448, 6485, 6858, 2629, 4773, 9825, 9610, 3893, 7196]'}"
products,268,"{'product_type': 'Y', 'product_name': 'ZZZ', 'price': 82.19, 'profit_margin (%)': 27, 'capacity': '[366885, 320482, 281524, 201413, 37315]', 'warehouses': '[3832, 9777, 2198, 3075, 4213]'}"
products,641,"{'product_type': 'H', 'product_name': 'FFF', 'price': 8884.77, 'profit_margin (%)': 17, 'capacity': '[101730, 242823, 25466, 372727, 749510, 192623, 184516, 317826]', 'warehouses': '[9272, 7548, 9949, 9733, 4515, 2140, 8748, 4123]'}"
products,380,"{'product_type': 'U', 'product_name': 'UUU', 'price': 68.62, 'profit_margin (%)': 38, 'capacity': '[29882, 52578, 142569, 22676, 506487, 587979, 116410]', 'warehouses': '[4262, 7117, 7618, 7685, 2805, 6869, 7634]'}"
products,343,"{'product_type': 'M', 'product_name': 'XXX', 'price': 6.11, 'profit_margin (%)': 47, 'capacity': '[382509, 92537, 61753, 351372, 99743]', 'warehouses': '[1245, 1817, 8488, 8950, 9509]'}"
products,445,"{'product_type': 'Z', 'product_name': 'YYY', 'price': 4890.8, 'profit_margin (%)': 20, 'capacity': '[910544, 29324, 782358, 143058, 27950, 295891, 295648, 59874]', 'warehouses': '[3841, 4390, 6161, 7959, 1632, 5297, 2116, 9762]'}"
products,437,"{'product_type': 'A', 'product_name': 'GGG', 'price': 3176.56, 'profit_margin (%)': 11, 'capacity': '[450452, 285867, 89095]', 'warehouses': '[9926, 2414, 8812]'}"
products,472,"{'product_type': 'B', 'product_name': 'WWW', 'price': 3.79, 'profit_margin (%)': 39, 'capacity': '[213877, 349211]', 'warehouses': '[3158, 6266]'}"
products,551,"{'product_type': 'C', 'product_name': 'MMM', 'price': 34.57, 'profit_margin (%)': 18, 'capacity': '[173175, 215407, 523138, 39408, 486571]', 'warehouses': '[2345, 8490, 8349, 9949, 7950]'}"
products,164,"{'product_type': 'N', 'product_name': 'III', 'price': 8.2, 'profit_margin (%)': 30, 'capacity': '[265541]', 'warehouses': '[6229]'}"
products,854,"{'product_type': 'L', 'product_name': 'WWW', 'price': 5.18, 'profit_margin (%)': 21, 'capacity': '[129496, 845068, 85296, 313836, 141091]', 'warehouses': '[5616, 1127, 7888, 4415, 2797]'}"
