,From,To,From_Table,To_Table,Weight,Distance,Duration,Rental price,price,profit_margin (%),Annual_sales,Edge_Name,market_share (%)
1033,2116,372,Ssintship,Supplier,5343,0,0,0,0,0,76.43,ssintship,86.0
1034,471,2117,Supplier,Ssintship,5343,2,2,0,0,0,0,ssintship,
1035,2117,372,Ssintship,Supplier,5368,2,2,0,0,0,76.43,ssintship,86.0
1036,468,2118,Supplier,Ssintship,5368,0,0,0,0,0,0,ssintship,
1037,2118,475,Ssintship,Supplier,5393,0,0,0,0,0,9.92,ssintship,81.0
1038,417,2119,Supplier,Ssintship,5393,0,0,0,0,0,0,ssintship,
1039,2119,475,Ssintship,Supplier,5418,0,0,0,0,0,9.92,ssintship,81.0
1040,308,2120,Supplier,Ssintship,5418,0,0,0,0,0,0,ssintship,
1041,2120,475,Ssintship,Supplier,5443,0,0,0,0,0,9.92,ssintship,81.0
1042,564,2121,Supplier,Ssintship,5443,0,0,0,0,0,0,ssintship,
1043,2121,356,Ssintship,Supplier,5453,0,0,0,0,0,20.98,ssintship,26.0
1044,381,2122,Supplier,Ssintship,5453,0,0,0,0,0,0,ssintship,
1045,2122,403,Ssintship,Supplier,5463,0,0,0,0,0,1.33,ssintship,13.0
1046,549,2123,Supplier,Ssintship,5463,0,0,0,0,0,0,ssintship,
1047,2123,403,Ssintship,Supplier,5473,0,0,0,0,0,1.33,ssintship,13.0
1048,571,2124,Supplier,Ssintship,5473,0,0,0,0,0,0,ssintship,
1049,2124,403,Ssintship,Supplier,5483,0,0,0,0,0,1.33,ssintship,13.0
1050,413,2125,Supplier,Ssintship,5483,0,0,0,0,0,0,ssintship,
1051,2125,403,Ssintship,Supplier,5493,0,0,0,0,0,1.33,ssintship,13.0
1052,433,2126,Supplier,Ssintship,5493,0,0,0,0,0,0,ssintship,
1053,2126,403,Ssintship,Supplier,5503,0,0,0,0,0,1.33,ssintship,13.0
1054,347,2127,Supplier,Ssintship,5503,0,0,0,0,0,0,ssintship,
1055,2127,403,Ssintship,Supplier,5513,0,0,0,0,0,1.33,ssintship,13.0
1056,348,2128,Supplier,Ssintship,5513,0,0,0,0,0,0,ssintship,
1057,2128,403,Ssintship,Supplier,5523,0,0,0,0,0,1.33,ssintship,13.0
1058,350,2129,Supplier,Ssintship,5523,0,0,0,0,0,0,ssintship,
1059,2129,531,Ssintship,Supplier,5548,0,0,0,0,0,685.27,ssintship,67.0
1060,456,2130,Supplier,Ssintship,5548,0,0,0,0,0,0,ssintship,
1061,2130,531,Ssintship,Supplier,5573,0,0,0,0,0,685.27,ssintship,67.0
1062,362,2131,Supplier,Ssintship,5573,0,0,0,0,0,0,ssintship,
1063,2131,531,Ssintship,Supplier,5598,0,0,0,0,0,685.27,ssintship,67.0
1064,530,2132,Supplier,Ssintship,5598,0,0,0,0,0,0,ssintship,
1065,2132,531,Ssintship,Supplier,5623,0,0,0,0,0,685.27,ssintship,67.0
1066,389,2133,Supplier,Ssintship,5623,46,47,0,0,0,0,ssintship,
1067,2133,531,Ssintship,Supplier,5648,46,47,0,0,0,685.27,ssintship,67.0
1068,411,2134,Supplier,Ssintship,5648,0,0,0,0,0,0,ssintship,
1069,2134,531,Ssintship,Supplier,5673,0,0,0,0,0,685.27,ssintship,67.0
1070,419,2135,Supplier,Ssintship,5673,0,0,0,0,0,0,ssintship,
1071,2135,375,Ssintship,Supplier,5698,0,0,0,0,0,4.17,ssintship,69.0
1072,351,2136,Supplier,Ssintship,5698,0,0,0,0,0,0,ssintship,
1073,2136,348,Ssintship,Supplier,5728,0,0,0,0,0,1080.19,ssintship,97.0
1074,305,2137,Supplier,Ssintship,5728,0,0,0,0,0,0,ssintship,
1075,2137,348,Ssintship,Supplier,5758,0,0,0,0,0,1080.19,ssintship,97.0
1076,330,2138,Supplier,Ssintship,5758,0,0,0,0,0,0,ssintship,
1077,2138,348,Ssintship,Supplier,5788,0,0,0,0,0,1080.19,ssintship,97.0
1078,474,2139,Supplier,Ssintship,5788,0,0,0,0,0,0,ssintship,
1079,2139,348,Ssintship,Supplier,5818,0,0,0,0,0,1080.19,ssintship,97.0
1080,311,2140,Supplier,Ssintship,5818,0,0,0,0,0,0,ssintship,
1081,2140,348,Ssintship,Supplier,5848,0,0,0,0,0,1080.19,ssintship,97.0
1082,456,2141,Supplier,Ssintship,5848,0,0,0,0,0,0,ssintship,
1083,2141,348,Ssintship,Supplier,5878,0,0,0,0,0,1080.19,ssintship,97.0
1084,406,2142,Supplier,Ssintship,5878,0,0,0,0,0,0,ssintship,
1085,2142,348,Ssintship,Supplier,5908,0,0,0,0,0,1080.19,ssintship,97.0
1086,335,2143,Supplier,Ssintship,5908,0,0,0,0,0,0,ssintship,
1087,2143,329,Ssintship,Supplier,5918,0,0,0,0,0,395.56,ssintship,12.0
1088,416,2144,Supplier,Ssintship,5918,1,1,0,0,0,0,ssintship,
1089,2144,329,Ssintship,Supplier,5928,1,1,0,0,0,395.56,ssintship,12.0
1090,531,2145,Supplier,Ssintship,5928,0,0,0,0,0,0,ssintship,
1091,2145,329,Ssintship,Supplier,5938,0,0,0,0,0,395.56,ssintship,12.0
1092,500,2146,Supplier,Ssintship,5938,0,0,0,0,0,0,ssintship,
1093,2146,329,Ssintship,Supplier,5948,0,0,0,0,0,395.56,ssintship,12.0
1094,484,2147,Supplier,Ssintship,5948,48,48,0,0,0,0,ssintship,
1095,2147,329,Ssintship,Supplier,5958,48,48,0,0,0,395.56,ssintship,12.0
1096,435,2148,Supplier,Ssintship,5958,0,0,0,0,0,0,ssintship,
1097,2148,329,Ssintship,Supplier,5968,0,0,0,0,0,395.56,ssintship,12.0
1098,414,2149,Supplier,Ssintship,5968,0,0,0,0,0,0,ssintship,
1099,2149,329,Ssintship,Supplier,5978,0,0,0,0,0,395.56,ssintship,12.0
1100,569,2150,Supplier,Ssintship,5978,0,0,0,0,0,0,ssintship,
1101,2150,329,Ssintship,Supplier,5988,0,0,0,0,0,395.56,ssintship,12.0
1102,490,2151,Supplier,Ssintship,5988,0,0,0,0,0,0,ssintship,
1103,2151,475,Ssintship,Supplier,6013,0,0,0,0,0,9.92,ssintship,81.0
1104,543,2152,Supplier,Ssintship,6013,46,47,0,0,0,0,ssintship,
1105,2152,475,Ssintship,Supplier,6038,46,47,0,0,0,9.92,ssintship,81.0
1106,405,2153,Supplier,Ssintship,6038,0,0,0,0,0,0,ssintship,
1107,2153,475,Ssintship,Supplier,6063,0,0,0,0,0,9.92,ssintship,81.0
1108,459,2154,Supplier,Ssintship,6063,0,0,0,0,0,0,ssintship,
1109,2154,475,Ssintship,Supplier,6088,0,0,0,0,0,9.92,ssintship,81.0
1110,549,2155,Supplier,Ssintship,6088,0,0,0,0,0,0,ssintship,
1111,2155,475,Ssintship,Supplier,6113,0,0,0,0,0,9.92,ssintship,81.0
1112,527,2156,Supplier,Ssintship,6113,0,0,0,0,0,0,ssintship,
1113,2156,475,Ssintship,Supplier,6138,0,0,0,0,0,9.92,ssintship,81.0
1114,559,2157,Supplier,Ssintship,6138,9,9,0,0,0,0,ssintship,
1115,2157,475,Ssintship,Supplier,6163,9,9,0,0,0,9.92,ssintship,81.0
1116,306,2158,Supplier,Ssintship,6163,0,0,0,0,0,0,ssintship,
1117,2158,475,Ssintship,Supplier,6188,0,0,0,0,0,9.92,ssintship,81.0
1118,553,2159,Supplier,Ssintship,6188,0,0,0,0,0,0,ssintship,
1119,2159,475,Ssintship,Supplier,6213,0,0,0,0,0,9.92,ssintship,81.0
1120,419,2160,Supplier,Ssintship,6213,0,0,0,0,0,0,ssintship,
1121,2160,370,Ssintship,Supplier,6238,0,0,0,0,0,649.86,ssintship,64.0
1122,465,2161,Supplier,Ssintship,6238,0,0,0,0,0,0,ssintship,
1123,2161,370,Ssintship,Supplier,6263,0,0,0,0,0,649.86,ssintship,64.0
1124,546,2162,Supplier,Ssintship,6263,0,0,0,0,0,0,ssintship,
1125,2162,370,Ssintship,Supplier,6288,0,0,0,0,0,649.86,ssintship,64.0
1126,438,2163,Supplier,Ssintship,6288,1,2,0,0,0,0,ssintship,
1127,2163,370,Ssintship,Supplier,6313,1,2,0,0,0,649.86,ssintship,64.0
1128,459,2164,Supplier,Ssintship,6313,0,0,0,0,0,0,ssintship,
1129,2164,370,Ssintship,Supplier,6338,0,0,0,0,0,649.86,ssintship,64.0
1130,335,2165,Supplier,Ssintship,6338,0,0,0,0,0,0,ssintship,
1131,2165,308,Ssintship,Supplier,6363,0,0,0,0,0,6.18,ssintship,86.0
1132,423,2166,Supplier,Ssintship,6363,0,0,0,0,0,0,ssintship,
1133,2166,308,Ssintship,Supplier,6388,0,0,0,0,0,6.18,ssintship,86.0
1134,306,2167,Supplier,Ssintship,6388,0,0,0,0,0,0,ssintship,
1135,2167,308,Ssintship,Supplier,6413,0,0,0,0,0,6.18,ssintship,86.0
1136,367,2168,Supplier,Ssintship,6413,0,0,0,0,0,0,ssintship,
1137,2168,308,Ssintship,Supplier,6438,0,0,0,0,0,6.18,ssintship,86.0
1138,404,2169,Supplier,Ssintship,6438,0,0,0,0,0,0,ssintship,
1139,2169,308,Ssintship,Supplier,6463,0,0,0,0,0,6.18,ssintship,86.0
1140,389,2170,Supplier,Ssintship,6463,0,0,0,0,0,0,ssintship,
1141,2170,308,Ssintship,Supplier,6488,0,0,0,0,0,6.18,ssintship,86.0
1142,362,2171,Supplier,Ssintship,6488,0,0,0,0,0,0,ssintship,
1143,2171,308,Ssintship,Supplier,6513,0,0,0,0,0,6.18,ssintship,86.0
1144,406,2172,Supplier,Ssintship,6513,0,0,0,0,0,0,ssintship,
1145,2172,425,Ssintship,Supplier,6538,0,0,0,0,0,7.79,ssintship,89.0
1146,579,2173,Supplier,Ssintship,6538,0,0,0,0,0,0,ssintship,
1147,2173,425,Ssintship,Supplier,6563,0,0,0,0,0,7.79,ssintship,89.0
1148,596,2174,Supplier,Ssintship,6563,29,20,0,0,0,0,ssintship,
1149,2174,425,Ssintship,Supplier,6588,29,20,0,0,0,7.79,ssintship,89.0
1150,352,2175,Supplier,Ssintship,6588,0,0,0,0,0,0,ssintship,
1151,2175,425,Ssintship,Supplier,6613,0,0,0,0,0,7.79,ssintship,89.0
1152,567,2176,Supplier,Ssintship,6613,0,0,0,0,0,0,ssintship,
1153,2176,543,Ssintship,Supplier,6623,0,0,0,0,0,74.83,ssintship,24.0
1154,509,2177,Supplier,Ssintship,6623,0,0,0,0,0,0,ssintship,
1155,2177,543,Ssintship,Supplier,6633,0,0,0,0,0,74.83,ssintship,24.0
1156,348,2178,Supplier,Ssintship,6633,0,0,0,0,0,0,ssintship,
1157,2178,356,Ssintship,Supplier,6643,0,0,0,0,0,20.98,ssintship,26.0
1158,375,2179,Supplier,Ssintship,6643,46,47,0,0,0,0,ssintship,
1159,2179,356,Ssintship,Supplier,6653,46,47,0,0,0,20.98,ssintship,26.0
1160,500,2180,Supplier,Ssintship,6653,0,0,0,0,0,0,ssintship,
1161,2180,356,Ssintship,Supplier,6663,0,0,0,0,0,20.98,ssintship,26.0
1162,597,2181,Supplier,Ssintship,6663,0,0,0,0,0,0,ssintship,
1163,2181,356,Ssintship,Supplier,6673,0,0,0,0,0,20.98,ssintship,26.0
1164,500,2182,Supplier,Ssintship,6673,46,47,0,0,0,0,ssintship,
1165,2182,350,Ssintship,Supplier,6698,46,47,0,0,0,67.7,ssintship,67.0
1166,513,2183,Supplier,Ssintship,6698,46,47,0,0,0,0,ssintship,
1167,2183,350,Ssintship,Supplier,6723,46,47,0,0,0,67.7,ssintship,67.0
1168,465,2184,Supplier,Ssintship,6723,48,48,0,0,0,0,ssintship,
1169,2184,509,Ssintship,Supplier,6748,48,48,0,0,0,9.89,ssintship,60.0
1170,433,2185,Supplier,Ssintship,6748,0,0,0,0,0,0,ssintship,
1171,2185,509,Ssintship,Supplier,6773,0,0,0,0,0,9.89,ssintship,60.0
1172,394,2186,Supplier,Ssintship,6773,0,0,0,0,0,0,ssintship,
1173,2186,509,Ssintship,Supplier,6798,0,0,0,0,0,9.89,ssintship,60.0
1174,335,2187,Supplier,Ssintship,6798,0,0,0,0,0,0,ssintship,
1175,2187,509,Ssintship,Supplier,6823,0,0,0,0,0,9.89,ssintship,60.0
1176,343,2188,Supplier,Ssintship,6823,34,34,0,0,0,0,ssintship,
1177,2188,509,Ssintship,Supplier,6848,34,34,0,0,0,9.89,ssintship,60.0
1178,315,2189,Supplier,Ssintship,6848,0,0,0,0,0,0,ssintship,
1179,2189,509,Ssintship,Supplier,6873,0,0,0,0,0,9.89,ssintship,60.0
1180,347,2190,Supplier,Ssintship,6873,1,1,0,0,0,0,ssintship,
1181,2190,509,Ssintship,Supplier,6898,1,1,0,0,0,9.89,ssintship,60.0
1182,493,2191,Supplier,Ssintship,6898,0,0,0,0,0,0,ssintship,
1183,2191,509,Ssintship,Supplier,6923,0,0,0,0,0,9.89,ssintship,60.0
1184,413,2192,Supplier,Ssintship,6923,0,0,0,0,0,0,ssintship,
1185,2192,329,Ssintship,Supplier,6933,0,0,0,0,0,395.56,ssintship,12.0
1186,394,2193,Supplier,Ssintship,6933,0,0,0,0,0,0,ssintship,
1187,2193,329,Ssintship,Supplier,6943,0,0,0,0,0,395.56,ssintship,12.0
1188,493,2194,Supplier,Ssintship,6943,0,0,0,0,0,0,ssintship,
1189,2194,329,Ssintship,Supplier,6953,0,0,0,0,0,395.56,ssintship,12.0
1190,462,2195,Supplier,Ssintship,6953,0,0,0,0,0,0,ssintship,
1191,2195,329,Ssintship,Supplier,6963,0,0,0,0,0,395.56,ssintship,12.0
1192,588,2196,Supplier,Ssintship,6963,0,0,0,0,0,0,ssintship,
1193,2196,329,Ssintship,Supplier,6973,0,0,0,0,0,395.56,ssintship,12.0
1194,503,2197,Supplier,Ssintship,6973,0,0,0,0,0,0,ssintship,
1195,2197,329,Ssintship,Supplier,6983,0,0,0,0,0,395.56,ssintship,12.0
1196,308,2198,Supplier,Ssintship,6983,0,0,0,0,0,0,ssintship,
1197,2198,540,Ssintship,Supplier,6993,0,0,0,0,0,69.92,ssintship,14.0
1198,527,2199,Supplier,Ssintship,6993,0,0,0,0,0,0,ssintship,
1199,2199,540,Ssintship,Supplier,7003,0,0,0,0,0,69.92,ssintship,14.0
1200,389,2200,Supplier,Ssintship,7003,0,0,0,0,0,0,ssintship,
1201,2200,540,Ssintship,Supplier,7013,0,0,0,0,0,69.92,ssintship,14.0
1202,456,2201,Supplier,Ssintship,7013,0,0,0,0,0,0,ssintship,
1203,2201,540,Ssintship,Supplier,7023,0,0,0,0,0,69.92,ssintship,14.0
1204,458,2202,Supplier,Ssintship,7023,0,0,0,0,0,0,ssintship,
1205,2202,540,Ssintship,Supplier,7033,0,0,0,0,0,69.92,ssintship,14.0
1206,362,2203,Supplier,Ssintship,7033,15,11,0,0,0,0,ssintship,
1207,2203,470,Ssintship,Supplier,7063,15,11,0,0,0,7924.26,ssintship,85.0
1208,414,2204,Supplier,Ssintship,7063,0,0,0,0,0,0,ssintship,
1209,2204,470,Ssintship,Supplier,7093,0,0,0,0,0,7924.26,ssintship,85.0
1210,416,2205,Supplier,Ssintship,7093,1,3,0,0,0,0,ssintship,
1211,2205,470,Ssintship,Supplier,7123,1,3,0,0,0,7924.26,ssintship,85.0
1212,362,2206,Supplier,Ssintship,7123,0,0,0,0,0,0,ssintship,
1213,2206,519,Ssintship,Supplier,7133,0,0,0,0,0,9.8,ssintship,13.0
1214,470,2207,Supplier,Ssintship,7133,0,0,0,0,0,0,ssintship,
1215,2207,519,Ssintship,Supplier,7143,0,0,0,0,0,9.8,ssintship,13.0
1216,414,2208,Supplier,Ssintship,7143,74,75,0,0,0,0,ssintship,
1217,2208,519,Ssintship,Supplier,7153,74,75,0,0,0,9.8,ssintship,13.0
1218,425,2209,Supplier,Ssintship,7153,0,0,0,0,0,0,ssintship,
1219,2209,519,Ssintship,Supplier,7163,0,0,0,0,0,9.8,ssintship,13.0
1220,475,2210,Supplier,Ssintship,7163,0,0,0,0,0,0,ssintship,
1221,2210,519,Ssintship,Supplier,7173,0,0,0,0,0,9.8,ssintship,13.0
1222,468,2211,Supplier,Ssintship,7173,0,0,0,0,0,0,ssintship,
1223,2211,519,Ssintship,Supplier,7183,0,0,0,0,0,9.8,ssintship,13.0
1224,403,2212,Supplier,Ssintship,7183,0,0,0,0,0,0,ssintship,
1225,2212,519,Ssintship,Supplier,7193,0,0,0,0,0,9.8,ssintship,13.0
1226,579,2213,Supplier,Ssintship,7193,0,0,0,0,0,0,ssintship,
1227,2213,519,Ssintship,Supplier,7203,0,0,0,0,0,9.8,ssintship,13.0
1228,569,2214,Supplier,Ssintship,7203,0,0,0,0,0,0,ssintship,
1229,2214,519,Ssintship,Supplier,7213,0,0,0,0,0,9.8,ssintship,13.0
1230,417,2215,Supplier,Ssintship,7213,0,0,0,0,0,0,ssintship,
1231,2215,305,Ssintship,Supplier,7223,0,0,0,0,0,246.17,ssintship,28.0
1232,588,2216,Supplier,Ssintship,7223,0,0,0,0,0,0,ssintship,
1233,2216,351,Ssintship,Supplier,7248,0,0,0,0,0,8.58,ssintship,52.0
1234,470,2217,Supplier,Ssintship,7248,0,0,0,0,0,0,ssintship,
1235,2217,351,Ssintship,Supplier,7273,0,0,0,0,0,8.58,ssintship,52.0
1236,335,2218,Supplier,Ssintship,7273,0,0,0,0,0,0,ssintship,
1237,2218,351,Ssintship,Supplier,7298,0,0,0,0,0,8.58,ssintship,52.0
1238,474,2219,Supplier,Ssintship,7298,38,39,0,0,0,0,ssintship,
1239,2219,351,Ssintship,Supplier,7323,38,39,0,0,0,8.58,ssintship,52.0
1240,510,2220,Supplier,Ssintship,7323,0,0,0,0,0,0,ssintship,
1241,2220,540,Ssintship,Supplier,7333,0,0,0,0,0,69.92,ssintship,14.0
1242,546,2221,Supplier,Ssintship,7333,0,0,0,0,0,0,ssintship,
1243,2221,540,Ssintship,Supplier,7343,0,0,0,0,0,69.92,ssintship,14.0
1244,423,2222,Supplier,Ssintship,7343,0,0,0,0,0,0,ssintship,
1245,2222,540,Ssintship,Supplier,7353,0,0,0,0,0,69.92,ssintship,14.0
1246,404,2223,Supplier,Ssintship,7353,0,0,0,0,0,0,ssintship,
1247,2223,540,Ssintship,Supplier,7363,0,0,0,0,0,69.92,ssintship,14.0
1248,464,2224,Supplier,Ssintship,7363,0,0,0,0,0,0,ssintship,
1249,2224,540,Ssintship,Supplier,7373,0,0,0,0,0,69.92,ssintship,14.0
1250,575,2225,Supplier,Ssintship,7373,0,0,0,0,0,0,ssintship,
1251,2225,459,Ssintship,Supplier,7383,0,0,0,0,0,5.21,ssintship,40.0
1252,508,2226,Supplier,Ssintship,7383,0,0,0,0,0,0,ssintship,
1253,2226,459,Ssintship,Supplier,7393,0,0,0,0,0,5.21,ssintship,40.0
1254,403,2227,Supplier,Ssintship,7393,0,0,0,0,0,0,ssintship,
1255,2227,459,Ssintship,Supplier,7403,0,0,0,0,0,5.21,ssintship,40.0
1256,389,2228,Supplier,Ssintship,7403,0,0,0,0,0,0,ssintship,
1257,2228,459,Ssintship,Supplier,7413,0,0,0,0,0,5.21,ssintship,40.0
1258,311,2229,Supplier,Ssintship,7413,0,0,0,0,0,0,ssintship,
1259,2229,459,Ssintship,Supplier,7423,0,0,0,0,0,5.21,ssintship,40.0
1260,367,2230,Supplier,Ssintship,7423,79,5,0,0,0,0,ssintship,
1261,2230,459,Ssintship,Supplier,7433,79,5,0,0,0,5.21,ssintship,40.0
1262,397,2231,Supplier,Ssintship,7433,0,0,0,0,0,0,ssintship,
1263,2231,459,Ssintship,Supplier,7443,0,0,0,0,0,5.21,ssintship,40.0
1264,329,2232,Supplier,Ssintship,7443,27,27,0,0,0,0,ssintship,
1265,2232,459,Ssintship,Supplier,7453,27,27,0,0,0,5.21,ssintship,40.0
1266,464,2233,Supplier,Ssintship,7453,0,0,0,0,0,0,ssintship,
1267,2233,459,Ssintship,Supplier,7463,0,0,0,0,0,5.21,ssintship,40.0
1268,462,2234,Supplier,Ssintship,7463,0,0,0,0,0,0,ssintship,
1269,2234,543,Ssintship,Supplier,7473,0,0,0,0,0,74.83,ssintship,24.0
1270,533,2235,Supplier,Ssintship,7473,0,0,0,0,0,0,ssintship,
1271,2235,543,Ssintship,Supplier,7483,0,0,0,0,0,74.83,ssintship,24.0
1272,540,2236,Supplier,Ssintship,7483,0,0,0,0,0,0,ssintship,
1273,2236,543,Ssintship,Supplier,7493,0,0,0,0,0,74.83,ssintship,24.0
1274,394,2237,Supplier,Ssintship,7493,0,0,0,0,0,0,ssintship,
1275,2237,543,Ssintship,Supplier,7503,0,0,0,0,0,74.83,ssintship,24.0
1276,470,2238,Supplier,Ssintship,7503,0,0,0,0,0,0,ssintship,
1277,2238,543,Ssintship,Supplier,7513,0,0,0,0,0,74.83,ssintship,24.0
1278,393,2239,Supplier,Ssintship,7513,0,0,0,0,0,0,ssintship,
1279,2239,543,Ssintship,Supplier,7523,0,0,0,0,0,74.83,ssintship,24.0
1280,553,2240,Supplier,Ssintship,7523,0,0,0,0,0,0,ssintship,
1281,2240,543,Ssintship,Supplier,7533,0,0,0,0,0,74.83,ssintship,24.0
1282,456,2241,Supplier,Ssintship,7533,0,0,0,0,0,0,ssintship,
1283,2241,543,Ssintship,Supplier,7543,0,0,0,0,0,74.83,ssintship,24.0
1284,575,2242,Supplier,Ssintship,7543,0,0,0,0,0,0,ssintship,
1285,2242,543,Ssintship,Supplier,7553,0,0,0,0,0,74.83,ssintship,24.0
1286,593,2243,Supplier,Ssintship,7553,0,0,0,0,0,0,ssintship,
1287,2243,543,Ssintship,Supplier,7563,0,0,0,0,0,74.83,ssintship,24.0
1288,308,2244,Supplier,Ssintship,7563,0,0,0,0,0,0,ssintship,
1289,2244,403,Ssintship,Supplier,7573,0,0,0,0,0,1.33,ssintship,13.0
1290,559,2245,Supplier,Ssintship,7573,0,0,0,0,0,0,ssintship,
1291,2245,403,Ssintship,Supplier,7583,0,0,0,0,0,1.33,ssintship,13.0
1292,438,2246,Supplier,Ssintship,7583,0,0,0,0,0,0,ssintship,
1293,2246,403,Ssintship,Supplier,7593,0,0,0,0,0,1.33,ssintship,13.0
1294,488,2247,Supplier,Ssintship,7593,0,0,0,0,0,0,ssintship,
1295,2247,403,Ssintship,Supplier,7603,0,0,0,0,0,1.33,ssintship,13.0
1296,350,2248,Supplier,Ssintship,7603,0,0,0,0,0,0,ssintship,
1297,2248,403,Ssintship,Supplier,7613,0,0,0,0,0,1.33,ssintship,13.0
1298,546,2249,Supplier,Ssintship,7613,0,0,0,0,0,0,ssintship,
1299,2249,507,Ssintship,Supplier,7623,0,0,0,0,0,69.83,ssintship,28.0
1300,510,2250,Supplier,Ssintship,7623,74,74,0,0,0,0,ssintship,
1301,2250,519,Ssintship,Supplier,7633,74,74,0,0,0,9.8,ssintship,13.0
1302,419,2251,Supplier,Ssintship,7633,0,0,0,0,0,0,ssintship,
1303,2251,519,Ssintship,Supplier,7643,0,0,0,0,0,9.8,ssintship,13.0
1304,413,2252,Supplier,Ssintship,7643,0,0,0,0,0,0,ssintship,
1305,2252,562,Ssintship,Supplier,7653,0,0,0,0,0,64.96,ssintship,49.0
1306,459,2253,Supplier,Ssintship,7653,0,0,0,0,0,0,ssintship,
1307,2253,562,Ssintship,Supplier,7663,0,0,0,0,0,64.96,ssintship,49.0
1308,329,2254,Supplier,Ssintship,7663,56,56,0,0,0,0,ssintship,
1309,2254,562,Ssintship,Supplier,7673,56,56,0,0,0,64.96,ssintship,49.0
1310,343,2255,Supplier,Ssintship,7673,0,0,0,0,0,0,ssintship,
1311,2255,413,Ssintship,Supplier,7698,0,0,0,0,0,107.13,ssintship,75.0
1312,458,2256,Supplier,Ssintship,7698,0,0,0,0,0,0,ssintship,
1313,2256,413,Ssintship,Supplier,7723,0,0,0,0,0,107.13,ssintship,75.0
1314,406,2257,Supplier,Ssintship,7723,0,0,0,0,0,0,ssintship,
1315,2257,413,Ssintship,Supplier,7748,0,0,0,0,0,107.13,ssintship,75.0
1316,363,2258,Supplier,Ssintship,7748,0,0,0,0,0,0,ssintship,
1317,2258,413,Ssintship,Supplier,7773,0,0,0,0,0,107.13,ssintship,75.0
1318,393,2259,Supplier,Ssintship,7773,0,0,0,0,0,0,ssintship,
1319,2259,413,Ssintship,Supplier,7798,0,0,0,0,0,107.13,ssintship,75.0
1320,341,2260,Supplier,Ssintship,7798,0,0,0,0,0,0,ssintship,
1321,2260,413,Ssintship,Supplier,7823,0,0,0,0,0,107.13,ssintship,75.0
1322,562,2261,Supplier,Ssintship,7823,0,0,0,0,0,0,ssintship,
1323,2261,413,Ssintship,Supplier,7848,0,0,0,0,0,107.13,ssintship,75.0
1324,308,2262,Supplier,Ssintship,7848,0,0,0,0,0,0,ssintship,
1325,2262,413,Ssintship,Supplier,7873,0,0,0,0,0,107.13,ssintship,75.0
1326,540,2263,Supplier,Ssintship,7873,0,0,0,0,0,0,ssintship,
1327,2263,413,Ssintship,Supplier,7898,0,0,0,0,0,107.13,ssintship,75.0
1328,394,2264,Supplier,Ssintship,7898,0,0,0,0,0,0,ssintship,
1329,2264,569,Ssintship,Supplier,7913,0,0,0,0,0,1141.39,ssintship,30.0
1330,484,2265,Supplier,Ssintship,7913,0,0,0,0,0,0,ssintship,
1331,2265,569,Ssintship,Supplier,7928,0,0,0,0,0,1141.39,ssintship,30.0
1332,319,2266,Supplier,Ssintship,7928,0,0,0,0,0,0,ssintship,
1333,2266,569,Ssintship,Supplier,7943,0,0,0,0,0,1141.39,ssintship,30.0
1334,413,2267,Supplier,Ssintship,7943,0,0,0,0,0,0,ssintship,
1335,2267,569,Ssintship,Supplier,7958,0,0,0,0,0,1141.39,ssintship,30.0
1336,513,2268,Supplier,Ssintship,7958,0,0,0,0,0,0,ssintship,
1337,2268,569,Ssintship,Supplier,7973,0,0,0,0,0,1141.39,ssintship,30.0
1338,435,2269,Supplier,Ssintship,7973,0,0,0,0,0,0,ssintship,
1339,2269,569,Ssintship,Supplier,7988,0,0,0,0,0,1141.39,ssintship,30.0
1340,379,2270,Supplier,Ssintship,7988,0,0,0,0,0,0,ssintship,
1341,2270,411,Ssintship,Supplier,7998,0,0,0,0,0,792.86,ssintship,10.0
1342,509,2271,Supplier,Ssintship,7998,0,0,0,0,0,0,ssintship,
1343,2271,411,Ssintship,Supplier,8008,0,0,0,0,0,792.86,ssintship,10.0
1344,490,2272,Supplier,Ssintship,8008,0,0,0,0,0,0,ssintship,
1345,2272,411,Ssintship,Supplier,8018,0,0,0,0,0,792.86,ssintship,10.0
1346,425,2273,Supplier,Ssintship,8018,0,0,0,0,0,0,ssintship,
1347,2273,411,Ssintship,Supplier,8028,0,0,0,0,0,792.86,ssintship,10.0
1348,375,2274,Supplier,Ssintship,8028,0,0,0,0,0,0,ssintship,
1349,2274,411,Ssintship,Supplier,8038,0,0,0,0,0,792.86,ssintship,10.0
1350,347,2275,Supplier,Ssintship,8038,0,0,0,0,0,0,ssintship,
1351,2275,411,Ssintship,Supplier,8048,0,0,0,0,0,792.86,ssintship,10.0
1352,379,2276,Supplier,Ssintship,8048,0,0,0,0,0,0,ssintship,
1353,2276,405,Ssintship,Supplier,8073,0,0,0,0,0,85.56,ssintship,69.0
1354,356,2277,Supplier,Ssintship,8073,0,0,0,0,0,0,ssintship,
1355,2277,405,Ssintship,Supplier,8098,0,0,0,0,0,85.56,ssintship,69.0
1356,507,2278,Supplier,Ssintship,8098,0,0,0,0,0,0,ssintship,
1357,2278,405,Ssintship,Supplier,8123,0,0,0,0,0,85.56,ssintship,69.0
1358,406,2279,Supplier,Ssintship,8123,0,0,0,0,0,0,ssintship,
1359,2279,405,Ssintship,Supplier,8148,0,0,0,0,0,85.56,ssintship,69.0
