,name,followers
952,Warehouses 5754,2.0
953,Warehouses 5717,2.0
954,Warehouses 5653,2.0
955,Warehouses 5650,2.0
956,Warehouses 5647,2.0
957,Warehouses 5623,2.0
958,Warehouses 5521,2.0
959,Warehouses 5509,2.0
960,Warehouses 5504,2.0
961,Warehouses 5359,2.0
962,Warehouses 5351,2.0
963,Warehouses 5340,2.0
964,Warehouses 5315,2.0
965,Warehouses 5303,2.0
966,Warehouses 5204,2.0
967,Warehouses 5181,2.0
968,Warehouses 5169,2.0
969,Warehouses 5163,2.0
970,Warehouses 5158,2.0
971,Warehouses 5116,2.0
972,Warehouses 5089,2.0
973,Warehouses 5053,2.0
974,Warehouses 5051,2.0
975,Warehouses 4967,2.0
976,Warehouses 4927,2.0
977,Warehouses 4910,2.0
978,Warehouses 4849,2.0
979,Warehouses 4834,2.0
980,Warehouses 4816,2.0
981,Warehouses 4797,2.0
982,Warehouses 4780,2.0
983,Warehouses 4716,2.0
984,Warehouses 4697,2.0
985,Warehouses 4652,2.0
986,Warehouses 4640,2.0
987,Warehouses 4634,2.0
988,Warehouses 4593,2.0
989,Warehouses 4504,2.0
990,Warehouses 4431,2.0
991,Warehouses 4361,2.0
992,Warehouses 4357,2.0
993,Warehouses 4328,2.0
994,Warehouses 4317,2.0
995,Warehouses 4300,2.0
996,Warehouses 4286,2.0
997,Warehouses 4280,2.0
998,Warehouses 4262,2.0
999,Warehouses 4186,2.0
1000,Warehouses 4132,2.0
1001,Warehouses 4054,2.0
1002,Warehouses 4044,2.0
1003,Warehouses 3921,2.0
1004,Warehouses 3896,2.0
1005,Warehouses 3873,2.0
1006,Warehouses 3852,2.0
1007,Warehouses 3832,2.0
1008,Warehouses 3826,2.0
1009,Warehouses 3825,2.0
1010,Warehouses 3756,2.0
1011,Warehouses 3730,2.0
1012,Warehouses 3673,2.0
1013,Warehouses 3652,2.0
1014,Warehouses 3577,2.0
1015,Warehouses 3532,2.0
1016,Warehouses 3493,2.0
1017,Warehouses 3413,2.0
1018,Warehouses 3406,2.0
1019,Warehouses 3387,2.0
1020,Warehouses 3365,2.0
1021,Warehouses 3350,2.0
1022,Warehouses 3309,2.0
1023,Warehouses 3261,2.0
1024,Warehouses 3238,2.0
1025,Warehouses 3227,2.0
1026,Warehouses 3181,2.0
1027,Warehouses 3112,2.0
1028,Warehouses 3106,2.0
1029,Warehouses 3074,2.0
1030,Warehouses 3043,2.0
1031,Warehouses 3000,2.0
1032,Warehouses 2937,2.0
1033,Warehouses 2935,2.0
1034,Warehouses 2910,2.0
1035,Warehouses 2886,2.0
1036,Warehouses 2881,2.0
1037,Warehouses 2878,2.0
1038,Warehouses 2877,2.0
1039,Warehouses 2859,2.0
1040,Warehouses 2821,2.0
1041,Warehouses 2804,2.0
1042,Warehouses 2737,2.0
1043,Warehouses 2722,2.0
1044,Warehouses 2714,2.0
1045,Warehouses 2691,2.0
1046,Warehouses 2670,2.0
1047,Warehouses 2647,2.0
1048,Warehouses 2638,2.0
1049,Warehouses 2632,2.0
1050,Warehouses 2630,2.0
1051,Warehouses 2614,2.0
1052,Warehouses 2607,2.0
1053,Warehouses 2587,2.0
1054,Warehouses 2538,2.0
1055,Warehouses 2424,2.0
1056,Warehouses 2414,2.0
1057,Warehouses 2345,2.0
1058,Warehouses 2304,2.0
1059,Warehouses 2275,2.0
1060,Warehouses 2198,2.0
1061,Warehouses 2176,2.0
1062,Warehouses 2161,2.0
1063,Warehouses 2152,2.0
1064,Warehouses 2002,2.0
1065,Warehouses 1949,2.0
1066,Warehouses 1945,2.0
1067,Warehouses 1915,2.0
1068,Warehouses 1888,2.0
1069,Warehouses 1882,2.0
1070,Warehouses 1837,2.0
1071,Warehouses 1832,2.0
1072,Warehouses 1780,2.0
1073,Warehouses 1735,2.0
1074,Warehouses 1728,2.0
1075,Warehouses 1721,2.0
1076,Warehouses 1707,2.0
1077,Warehouses 1614,2.0
1078,Warehouses 1575,2.0
1079,Warehouses 1564,2.0
1080,Warehouses 1510,2.0
1081,Warehouses 1312,2.0
1082,Warehouses 1266,2.0
1083,Warehouses 1226,2.0
1084,Warehouses 1172,2.0
1085,Warehouses 1149,2.0
1086,Warehouses 1123,2.0
1087,Warehouses 1111,2.0
1088,Warehouses 1085,2.0
1089,Warehouses 1017,2.0
1090,Warehouses 1012,2.0
1091,Retailer 94027,2.0
1092,Retailer 91089,2.0
1093,Retailer 90345,2.0
1094,Retailer 76059,2.0
1095,Retailer 75619,2.0
1096,Retailer 67690,2.0
1097,Retailer 67361,2.0
1098,Retailer 66663,2.0
1099,Retailer 64571,2.0
1100,Retailer 63898,2.0
1101,Retailer 56948,2.0
1102,Retailer 49955,2.0
1103,Retailer 47196,2.0
1104,Retailer 40164,2.0
1105,Retailer 31412,2.0
1106,Retailer 26336,2.0
1107,Retailer 22049,2.0
1108,Retailer 21359,2.0
1109,Retailer 12318,2.0
1110,Retailer 11854,2.0
1111,Warehouses 9964,1.0
1112,Warehouses 9953,1.0
1113,Warehouses 9936,1.0
1114,Warehouses 9807,1.0
1115,Warehouses 9778,1.0
1116,Warehouses 9769,1.0
1117,Warehouses 9738,1.0
1118,Warehouses 9729,1.0
1119,Warehouses 9557,1.0
1120,Warehouses 9403,1.0
1121,Warehouses 9359,1.0
1122,Warehouses 9334,1.0
1123,Warehouses 9228,1.0
1124,Warehouses 9111,1.0
1125,Warehouses 9060,1.0
1126,Warehouses 9038,1.0
1127,Warehouses 8820,1.0
1128,Warehouses 8771,1.0
1129,Warehouses 8626,1.0
1130,Warehouses 8601,1.0
1131,Warehouses 8599,1.0
1132,Warehouses 8558,1.0
1133,Warehouses 8551,1.0
1134,Warehouses 8527,1.0
1135,Warehouses 8479,1.0
1136,Warehouses 8456,1.0
1137,Warehouses 8366,1.0
1138,Warehouses 8337,1.0
1139,Warehouses 8216,1.0
1140,Warehouses 8146,1.0
1141,Warehouses 8020,1.0
1142,Warehouses 7981,1.0
1143,Warehouses 7945,1.0
1144,Warehouses 7922,1.0
1145,Warehouses 7884,1.0
1146,Warehouses 7722,1.0
1147,Warehouses 7489,1.0
1148,Warehouses 7474,1.0
1149,Warehouses 7382,1.0
1150,Warehouses 7295,1.0
1151,Warehouses 7230,1.0
1152,Warehouses 7160,1.0
1153,Warehouses 7060,1.0
1154,Warehouses 7045,1.0
1155,Warehouses 7026,1.0
1156,Warehouses 6958,1.0
1157,Warehouses 6818,1.0
1158,Warehouses 6635,1.0
1159,Warehouses 6634,1.0
1160,Warehouses 6601,1.0
1161,Warehouses 6591,1.0
1162,Warehouses 6520,1.0
1163,Warehouses 6353,1.0
1164,Warehouses 6314,1.0
1165,Warehouses 6298,1.0
1166,Warehouses 6266,1.0
1167,Warehouses 6265,1.0
1168,Warehouses 6248,1.0
1169,Warehouses 6141,1.0
1170,Warehouses 6109,1.0
1171,Warehouses 6087,1.0
1172,Warehouses 5887,1.0
1173,Warehouses 5879,1.0
1174,Warehouses 5810,1.0
1175,Warehouses 5795,1.0
1176,Warehouses 5760,1.0
1177,Warehouses 5668,1.0
1178,Warehouses 5661,1.0
1179,Warehouses 5571,1.0
1180,Warehouses 5540,1.0
1181,Warehouses 5510,1.0
1182,Warehouses 5343,1.0
1183,Warehouses 5325,1.0
1184,Warehouses 5279,1.0
1185,Warehouses 4965,1.0
1186,Warehouses 4866,1.0
1187,Warehouses 4733,1.0
1188,Warehouses 4703,1.0
1189,Warehouses 4678,1.0
1190,Warehouses 4677,1.0
1191,Warehouses 4658,1.0
1192,Warehouses 4522,1.0
1193,Warehouses 4518,1.0
1194,Warehouses 4458,1.0
1195,Warehouses 4445,1.0
1196,Warehouses 4405,1.0
1197,Warehouses 4394,1.0
1198,Warehouses 4255,1.0
1199,Warehouses 4238,1.0
1200,Warehouses 4229,1.0
1201,Warehouses 4211,1.0
1202,Warehouses 4166,1.0
1203,Warehouses 4123,1.0
1204,Warehouses 4083,1.0
1205,Warehouses 4032,1.0
1206,Warehouses 3954,1.0
1207,Warehouses 3860,1.0
1208,Warehouses 3765,1.0
1209,Warehouses 3760,1.0
1210,Warehouses 3759,1.0
1211,Warehouses 3742,1.0
1212,Warehouses 3735,1.0
1213,Warehouses 3535,1.0
1214,Warehouses 3459,1.0
1215,Warehouses 3310,1.0
1216,Warehouses 3270,1.0
1217,Warehouses 3264,1.0
1218,Warehouses 3257,1.0
1219,Warehouses 3248,1.0
1220,Warehouses 3243,1.0
1221,Warehouses 3219,1.0
1222,Warehouses 3206,1.0
1223,Warehouses 3105,1.0
1224,Warehouses 2975,1.0
1225,Warehouses 2893,1.0
1226,Warehouses 2751,1.0
1227,Warehouses 2727,1.0
1228,Warehouses 2689,1.0
1229,Warehouses 2629,1.0
1230,Warehouses 2619,1.0
1231,Warehouses 2526,1.0
1232,Warehouses 2506,1.0
1233,Warehouses 2430,1.0
1234,Warehouses 2396,1.0
1235,Warehouses 2382,1.0
1236,Warehouses 2367,1.0
1237,Warehouses 2280,1.0
1238,Warehouses 2194,1.0
1239,Warehouses 2159,1.0
1240,Warehouses 2151,1.0
1241,Warehouses 2085,1.0
1242,Warehouses 2032,1.0
1243,Warehouses 2026,1.0
1244,Warehouses 2015,1.0
1245,Warehouses 1974,1.0
1246,Warehouses 1933,1.0
1247,Warehouses 1825,1.0
1248,Warehouses 1668,1.0
1249,Warehouses 1557,1.0
1250,Warehouses 1544,1.0
1251,Warehouses 1505,1.0
1252,Warehouses 1453,1.0
1253,Warehouses 1407,1.0
1254,Warehouses 1370,1.0
1255,Warehouses 1342,1.0
1256,Warehouses 1334,1.0
1257,Warehouses 1272,1.0
1258,Warehouses 1171,1.0
1259,Warehouses 1164,1.0
1260,Warehouses 1080,1.0
1261,Warehouses 1065,1.0
1262,Retailer 96831,1.0
1263,Retailer 95444,1.0
1264,Retailer 93440,1.0
1265,Retailer 91326,1.0
1266,Retailer 90349,1.0
1267,Retailer 89362,1.0
1268,Retailer 87755,1.0
1269,Retailer 86308,1.0
1270,Retailer 82830,1.0
1271,Retailer 82777,1.0
1272,Retailer 78981,1.0
1273,Retailer 76987,1.0
1274,Retailer 76954,1.0
1275,Retailer 76384,1.0
1276,Retailer 75353,1.0
1277,Retailer 74653,1.0
1278,Retailer 73217,1.0
1279,Retailer 67158,1.0
1280,Retailer 65811,1.0
1281,Retailer 62920,1.0
1282,Retailer 61892,1.0
1283,Retailer 61580,1.0
1284,Retailer 60940,1.0
1285,Retailer 57039,1.0
1286,Retailer 56680,1.0
1287,Retailer 56575,1.0
1288,Retailer 53380,1.0
1289,Retailer 52005,1.0
1290,Retailer 49119,1.0
1291,Retailer 48462,1.0
1292,Retailer 46954,1.0
1293,Retailer 45151,1.0
1294,Retailer 43964,1.0
1295,Retailer 41879,1.0
1296,Retailer 41072,1.0
1297,Retailer 38017,1.0
1298,Retailer 35367,1.0
1299,Retailer 34779,1.0
1300,Retailer 34083,1.0
1301,Retailer 33250,1.0
1302,Retailer 29540,1.0
1303,Retailer 28960,1.0
1304,Retailer 28549,1.0
1305,Retailer 26654,1.0
1306,Retailer 25889,1.0
1307,Retailer 23228,1.0
1308,Retailer 22940,1.0
1309,Retailer 18464,1.0
1310,Retailer 17198,1.0
1311,Retailer 14965,1.0
1312,Retailer 14114,1.0
