,fac_id,supplier_id,market_cap,country,city_name,currency,number_of_employees,Annual_sales
532,290150,29196,"157    4.616666e+09
Name: market_capitalization ($), dtype: float64",Åland Islands,Unknown,Dollars,389,329.76
533,274754,29196,"157    2.330639e+09
Name: market_capitalization ($), dtype: float64",Gibraltar,Unknown,Dollars,217,8764.67
534,871910,29196,"157    4.218394e+08
Name: market_capitalization ($), dtype: float64","Moldova, Republic of",Basarabeasca,Dollars,975,89.6
535,961248,29196,"157    2.895999e+09
Name: market_capitalization ($), dtype: float64",Lao People's Democratic Republic,Viangchan,Dollars,298,5.69
536,564343,29196,"157    5.773571e+08
Name: market_capitalization ($), dtype: float64",Cambodia,Kracheh,Dollars,474,27.34
537,596257,29196,"157    1.224052e+10
Name: market_capitalization ($), dtype: float64",Yemen,Abyan,Dollars,653,17.37
538,565354,29196,"157    6.243976e+09
Name: market_capitalization ($), dtype: float64",Paraguay,Itapúa,Dollars,776,6.84
539,618527,29196,"157    1.258534e+09
Name: market_capitalization ($), dtype: float64",Denmark,Sjælland,Dollars,178,54.28
540,553627,70892,"290    1.802399e+08
Name: market_capitalization ($), dtype: float64",Madagascar,Toamasina,Dollars,661,300.75
541,351719,70892,"290    5.817492e+08
Name: market_capitalization ($), dtype: float64",Togo,Centrale,Dollars,983,986.32
542,163305,70892,"290    1.444625e+09
Name: market_capitalization ($), dtype: float64",Italy,Puglia,Dollars,309,685.64
543,586621,70892,"290    7.913674e+08
Name: market_capitalization ($), dtype: float64",Somalia,Banaadir,Dollars,347,69.9
544,237474,70892,"290    7.259474e+08
Name: market_capitalization ($), dtype: float64",Malaysia,Pulau Pinang,Dollars,967,2.18
545,881895,70892,"290    2.019089e+09
Name: market_capitalization ($), dtype: float64",Iraq,As Sulaymānīyah,Dollars,747,616.8
546,886378,70892,"290    1.694640e+09
Name: market_capitalization ($), dtype: float64",Nigeria,Enugu,Dollars,916,100.16
547,938175,70892,"290    8.518022e+08
Name: market_capitalization ($), dtype: float64",Heard Island and McDonald Islands,Unknown,Dollars,876,32.47
548,732316,70892,"290    8.993172e+08
Name: market_capitalization ($), dtype: float64",Senegal,Sédhiou,Dollars,396,4.22
549,524015,70892,"290    1.767982e+09
Name: market_capitalization ($), dtype: float64",Bhutan,Lhuentse,Denar,680,4.67
550,670491,68498,"284    4.737360e+10
Name: market_capitalization ($), dtype: float64",Costa Rica,San José,Dollars,203,683.35
551,311759,68498,"284    2.583310e+09
Name: market_capitalization ($), dtype: float64",Armenia,Tavuš,Dollars,263,1746.14
552,401671,68498,"284    2.433441e+10
Name: market_capitalization ($), dtype: float64",Montserrat,Unknown,Dollars,197,53.32
553,701148,68498,"284    4.154949e+10
Name: market_capitalization ($), dtype: float64",Tunisia,Bizerte,Dollars,199,264.51
554,732193,68498,"284    2.679527e+10
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Khorāsān-e Jonūbī,Dollars,928,637.28
555,527887,68498,"284    2.149529e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,Unknown,Dollars,382,66.67
556,329974,68498,"284    1.328941e+10
Name: market_capitalization ($), dtype: float64",Argentina,San Luis,Dollars,612,1.55
557,518692,68498,"284    2.002156e+10
Name: market_capitalization ($), dtype: float64",Greenland,Kommune Qeqertalik,Dollars,991,1366.5
558,193401,68498,"284    1.403322e+10
Name: market_capitalization ($), dtype: float64",Svalbard and Jan Mayen,Unknown,Dollars,122,430.32
559,494136,68498,"284    3.200720e+10
Name: market_capitalization ($), dtype: float64",Belarus,Grodnenskaja oblast',Dollars,822,7485.22
560,373917,81678,"260    2.035634e+10
Name: market_capitalization ($), dtype: float64",Trinidad and Tobago,Tunapuna-Piarco,Dollars,275,6.75
561,972176,81678,"260    2.019535e+10
Name: market_capitalization ($), dtype: float64",Burundi,Cibitoke,Dollars,628,5.17
562,470871,81678,"260    2.187354e+10
Name: market_capitalization ($), dtype: float64",Estonia,Jõelähtme,Dollars,122,3465.97
563,988026,81678,"260    3.060785e+10
Name: market_capitalization ($), dtype: float64",Switzerland,Neuchâtel,Dollars,515,59.69
564,954483,81678,"260    6.830380e+10
Name: market_capitalization ($), dtype: float64",France,Cantal,Dollars,284,9850.12
565,256711,81678,"260    4.956688e+09
Name: market_capitalization ($), dtype: float64",Svalbard and Jan Mayen,Unknown,Dollars,579,94.29
566,422516,81678,"260    3.815465e+09
Name: market_capitalization ($), dtype: float64",Saint Pierre and Miquelon,Unknown,Dollars,230,2.68
567,843224,81678,"260    2.543409e+09
Name: market_capitalization ($), dtype: float64",Eswatini,Hhohho,Dollars,958,547.16
568,130357,81678,"260    7.298514e+10
Name: market_capitalization ($), dtype: float64",Estonia,Põlva,Dollars,875,489.86
569,738538,81678,"260    7.707580e+10
Name: market_capitalization ($), dtype: float64",Tajikistan,Khatlon,Dollars,151,6584.62
570,422341,18141,"58    1.089973e+11
Name: market_capitalization ($), dtype: float64",French Guiana,Unknown,Dollars,463,1313.71
571,342417,18141,"58    7.749689e+10
Name: market_capitalization ($), dtype: float64",Fiji,Lomaiviti,Dollars,748,16.28
572,783168,18141,"58    8.943952e+10
Name: market_capitalization ($), dtype: float64",Namibia,Hardap,Dollars,961,5.79
573,520979,18141,"58    6.059534e+10
Name: market_capitalization ($), dtype: float64",Norfolk Island,Unknown,Dollars,164,8.48
574,757140,18141,"58    1.160795e+10
Name: market_capitalization ($), dtype: float64",Bangladesh,Noakhali,Dollars,158,8697.48
575,984392,18141,"58    3.256690e+09
Name: market_capitalization ($), dtype: float64",Martinique,Unknown,Dollars,810,9858.7
576,504245,18141,"58    5.687219e+10
Name: market_capitalization ($), dtype: float64",Mozambique,Zambézia,Dollars,656,201.24
577,186874,18141,"58    4.471089e+10
Name: market_capitalization ($), dtype: float64",Macao,Unknown,Dollars,540,2541.67
578,751239,18141,"58    5.662637e+10
Name: market_capitalization ($), dtype: float64",Djibouti,Tadjourah,Dollars,422,5442.76
579,920572,18141,"58    5.238561e+10
Name: market_capitalization ($), dtype: float64",Mali,Mopti,Dollars,310,78.85
580,949949,88025,"226    5.938884e+10
Name: market_capitalization ($), dtype: float64",New Zealand,West Coast,Dollars,227,857.62
581,264331,88025,"226    5.744155e+09
Name: market_capitalization ($), dtype: float64",Rwanda,Northern,Dollars,193,9388.48
582,864130,88025,"226    9.810227e+10
Name: market_capitalization ($), dtype: float64",Sri Lanka,Nuwara Eliya,Dollars,416,839.19
583,779555,88025,"226    2.362948e+09
Name: market_capitalization ($), dtype: float64",Bulgaria,Plovdiv,Dollars,132,3.22
584,313687,88025,"226    3.920133e+10
Name: market_capitalization ($), dtype: float64",Faroe Islands,Unknown,Dollars,668,68.84
585,864492,88025,"226    1.030211e+11
Name: market_capitalization ($), dtype: float64",Singapore,South West,Dollars,131,5400.1
586,858876,88025,"226    3.690931e+10
Name: market_capitalization ($), dtype: float64",Turks and Caicos Islands,Unknown,Dollars,873,2183.34
587,487834,88025,"226    2.358585e+10
Name: market_capitalization ($), dtype: float64",Norfolk Island,Unknown,Dollars,822,9307.19
588,479659,88025,"226    8.676322e+09
Name: market_capitalization ($), dtype: float64",Åland Islands,Unknown,Dollars,980,84.28
589,893228,88025,"226    1.756091e+11
Name: market_capitalization ($), dtype: float64",Sierra Leone,Western Area (Freetown),Dollars,708,8613.7
590,506453,90456,"181    4.087244e+10
Name: market_capitalization ($), dtype: float64","Saint Helena, Ascension and Tristan da Cunha",Ascension,Dollars,249,647.5
591,929882,90456,"181    1.112755e+11
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint Philip,Dollars,389,9.75
592,702641,90456,"181    8.741469e+09
Name: market_capitalization ($), dtype: float64",Norway,Vestfold og Telemark,Dollars,118,41.96
593,165626,90456,"181    2.432643e+11
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint John,Dollars,107,40.79
594,740159,90456,"181    6.564936e+10
Name: market_capitalization ($), dtype: float64",Bangladesh,Chandpur,Dollars,536,758.21
595,562490,90456,"181    4.444852e+10
Name: market_capitalization ($), dtype: float64",Madagascar,Toamasina,Dollars,952,277.85
596,173468,90456,"181    7.549872e+10
Name: market_capitalization ($), dtype: float64",Kazakhstan,Mangghystaū oblysy,Dollars,948,769.91
597,468743,90456,"181    7.562341e+10
Name: market_capitalization ($), dtype: float64",Costa Rica,Alajuela,Dollars,104,2479.64
598,744246,90456,"181    1.517832e+11
Name: market_capitalization ($), dtype: float64",Maldives,Male Atoll,Dollars,929,2.13
599,742416,90456,"181    2.876061e+10
Name: market_capitalization ($), dtype: float64","Korea, Democratic People's Republic of",Kangweonto,Dollars,467,5.17
600,282079,23083,"139    1.676554e+11
Name: market_capitalization ($), dtype: float64",Guinea-Bissau,Bissau,Ngultrum,653,448.76
601,404832,23083,"139    1.018685e+11
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Ar Raqqah,Dollars,441,4.36
602,725942,23083,"139    1.743653e+10
Name: market_capitalization ($), dtype: float64",Argentina,Misiones,Dollars,533,4186.11
603,474372,23083,"139    1.591387e+11
Name: market_capitalization ($), dtype: float64",Croatia,Međimurska županija,Dollars,716,872.78
604,582785,23083,"139    1.210943e+11
Name: market_capitalization ($), dtype: float64",Slovenia,Grosuplje,Dollars,145,570.35
605,521486,23083,"139    2.310245e+10
Name: market_capitalization ($), dtype: float64",Romania,Prahova,Dollars,544,491.16
606,607900,23083,"139    3.855296e+10
Name: market_capitalization ($), dtype: float64",Turks and Caicos Islands,Unknown,Dollars,144,3763.44
607,542471,23083,"139    1.540953e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Jarvis Island,Dollars,234,4.69
608,512438,23083,"139    2.046336e+10
Name: market_capitalization ($), dtype: float64",Thailand,Nong Khai,Dollars,342,973.76
609,647387,23083,"139    1.392323e+09
Name: market_capitalization ($), dtype: float64",Saint Pierre and Miquelon,Unknown,Dollars,665,4.93
610,227665,75434,"196    4.873287e+09
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Dayr az Zawr,Dollars,646,3934.46
611,575209,75434,"196    1.208142e+09
Name: market_capitalization ($), dtype: float64",Åland Islands,Unknown,Dollars,975,38.28
612,700334,75434,"196    3.529367e+10
Name: market_capitalization ($), dtype: float64",Heard Island and McDonald Islands,Unknown,Dollars,345,9152.93
613,468669,75434,"196    8.397233e+10
Name: market_capitalization ($), dtype: float64","Congo, The Democratic Republic of the",Nord-Kivu,Dollars,950,2583.75
614,533619,75434,"196    6.771286e+09
Name: market_capitalization ($), dtype: float64",Cocos (Keeling) Islands,Unknown,Dollars,795,8.11
615,400177,75434,"196    8.979908e+10
Name: market_capitalization ($), dtype: float64",Samoa,Tuamasaga,Dollars,520,4471.73
616,370906,75434,"196    3.379445e+09
Name: market_capitalization ($), dtype: float64",Eritrea,Al Awsaţ,Dollars,698,5129.38
617,514543,75434,"196    3.826944e+10
Name: market_capitalization ($), dtype: float64",Djibouti,Djibouti,Dollars,116,43.98
618,451254,75434,"196    2.157766e+10
Name: market_capitalization ($), dtype: float64",Liechtenstein,Planken,Dollars,803,16.86
619,764014,75434,"196    6.967978e+10
Name: market_capitalization ($), dtype: float64",Singapore,North West,Dollars,563,8.81
620,136154,55648,"102    9.295817e+09
Name: market_capitalization ($), dtype: float64",Vanuatu,Shéfa,Dollars,327,2.92
621,295319,55648,"102    7.895390e+09
Name: market_capitalization ($), dtype: float64","Korea, Republic of",Busan-gwangyeoksi,Dollars,174,4786.67
622,345465,55648,"102    4.173172e+10
Name: market_capitalization ($), dtype: float64",Malawi,Central Region,Dollars,684,907.23
623,257500,55648,"102    4.193093e+09
Name: market_capitalization ($), dtype: float64",Canada,Saskatchewan,Dollars,113,88.74
624,846327,55648,"102    6.329524e+09
Name: market_capitalization ($), dtype: float64",Samoa,Fa'asaleleaga,Dollars,840,90.28
625,426566,55648,"102    4.441951e+10
Name: market_capitalization ($), dtype: float64",Antarctica,Unknown,Dollars,832,1.33
626,943434,55648,"102    8.838902e+10
Name: market_capitalization ($), dtype: float64",Côte d'Ivoire,Comoé,Dollars,759,163.88
627,314693,55648,"102    2.908139e+10
Name: market_capitalization ($), dtype: float64",Puerto Rico,Unknown,Dollars,222,9.96
628,599933,55648,"102    1.427213e+10
Name: market_capitalization ($), dtype: float64",Holy See (Vatican City State),Unknown,Dollars,912,7431.61
629,838003,55648,"102    8.696418e+10
Name: market_capitalization ($), dtype: float64",Réunion,Unknown,Dollars,293,8.66
630,101027,73431,"251    3.428403e+10
Name: market_capitalization ($), dtype: float64",South Africa,Gauteng,Dollars,100,1546.98
631,465343,73431,"251    1.187412e+10
Name: market_capitalization ($), dtype: float64",Marshall Islands,Jaluit,Dollars,115,7.78
632,491112,73431,"251    1.375736e+11
Name: market_capitalization ($), dtype: float64","Virgin Islands, British",Unknown,Dollars,968,5385.68
633,329414,73431,"251    4.847020e+09
Name: market_capitalization ($), dtype: float64",Cambodia,Taakaev,Dollars,945,71.59
634,676869,73431,"251    1.189312e+11
Name: market_capitalization ($), dtype: float64",Nauru,Nibok,Dollars,460,8628.97
635,548399,73431,"251    4.674501e+09
Name: market_capitalization ($), dtype: float64",Comoros,Andjouân,Dollars,240,922.17
636,717864,73431,"251    4.757912e+09
Name: market_capitalization ($), dtype: float64",Zimbabwe,Manicaland,Dollars,353,34.84
637,859957,73431,"251    2.725241e+10
Name: market_capitalization ($), dtype: float64",Bhutan,Sarpang,Dollars,280,5317.57
638,420824,73431,"251    3.830339e+09
Name: market_capitalization ($), dtype: float64",Kiribati,Line Islands,Dollars,621,2.57
639,787722,73431,"251    2.907071e+10
Name: market_capitalization ($), dtype: float64",Christmas Island,Unknown,Dollars,915,8720.39
640,697076,60009,"211    5.260159e+09
Name: market_capitalization ($), dtype: float64",Czechia,Benešov,Dollars,135,74.72
641,817637,60009,"211    6.157995e+08
Name: market_capitalization ($), dtype: float64",Uzbekistan,Samarqand,Dollars,876,3958.2
642,892860,60009,"211    2.169868e+09
Name: market_capitalization ($), dtype: float64",French Polynesia,Unknown,Dollars,331,3585.51
643,924620,60009,"211    8.652202e+08
Name: market_capitalization ($), dtype: float64",Belarus,Bresckaja voblasć,Dollars,876,9206.84
644,821715,60009,"211    1.385358e+09
Name: market_capitalization ($), dtype: float64",Western Sahara,Unknown,Dollars,897,55.62
645,973119,60009,"211    1.645066e+09
Name: market_capitalization ($), dtype: float64",Azerbaijan,Zaqatala,Dollars,814,6250.64
646,372417,60009,"211    2.358635e+09
Name: market_capitalization ($), dtype: float64",Saint Lucia,Gros Islet,Dollars,980,31.7
647,424167,60009,"211    1.129907e+09
Name: market_capitalization ($), dtype: float64",Philippines,Agusan del Sur,Dollars,844,1102.25
648,486462,60009,"211    2.776535e+08
Name: market_capitalization ($), dtype: float64",Russian Federation,Magadanskaja oblast',Dollars,129,348.38
649,162196,60009,"211    8.867890e+08
Name: market_capitalization ($), dtype: float64",Guernsey,Unknown,Dollars,214,6.89
650,314824,52578,"121    8.004051e+10
Name: market_capitalization ($), dtype: float64",Ethiopia,Afar,Dollars,416,760.54
651,333946,52578,"121    4.156193e+10
Name: market_capitalization ($), dtype: float64",Switzerland,Ticino,Dollars,499,797.19
652,325693,52578,"121    6.602149e+09
Name: market_capitalization ($), dtype: float64",Congo,Pointe-Noire,Dollars,796,56.2
653,428427,52578,"121    3.663186e+10
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Rīf Dimashq,Dollars,765,618.4
654,695584,52578,"121    6.952666e+10
Name: market_capitalization ($), dtype: float64","Venezuela, Bolivarian Republic of",Portuguesa,Dollars,106,84.48
655,429072,52578,"121    1.145011e+10
Name: market_capitalization ($), dtype: float64",Tuvalu,Nanumea,Dollars,229,972.49
656,447597,52578,"121    4.137446e+10
Name: market_capitalization ($), dtype: float64",Comoros,Andjazîdja,Dollars,427,23.87
657,378661,52578,"121    1.363537e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,Unknown,Dollars,360,3.83
658,542930,52578,"121    7.197391e+10
Name: market_capitalization ($), dtype: float64",Kuwait,Al Farwānīyah,Dollars,815,6.69
659,419150,52578,"121    6.301492e+10
Name: market_capitalization ($), dtype: float64",American Samoa,Unknown,Dollars,476,65.28
660,434354,81548,"178    4.051260e+10
Name: market_capitalization ($), dtype: float64","Venezuela, Bolivarian Republic of",Falcón,Dollars,372,418.48
661,643667,81548,"178    2.191835e+10
Name: market_capitalization ($), dtype: float64",Bulgaria,Pleven,Dollars,802,51.62
662,854415,81548,"178    3.507457e+10
Name: market_capitalization ($), dtype: float64",San Marino,Acquaviva,Dollars,598,552.74
663,561119,81548,"178    2.956787e+10
Name: market_capitalization ($), dtype: float64",Bulgaria,Yambol,Dollars,100,791.4
664,667852,81548,"178    1.166654e+10
Name: market_capitalization ($), dtype: float64",Vanuatu,Torba,Dollars,834,3916.86
665,267344,81548,"178    6.003048e+10
Name: market_capitalization ($), dtype: float64",Uruguay,Durazno,Dollars,869,553.54
666,422554,81548,"178    3.555725e+08
Name: market_capitalization ($), dtype: float64",Kiribati,Line Islands,Dollars,384,91.6
667,658018,81548,"178    2.087114e+11
Name: market_capitalization ($), dtype: float64",Italy,Alessandria,Dollars,302,737.2
668,372884,81548,"178    6.344565e+10
Name: market_capitalization ($), dtype: float64",Saint Pierre and Miquelon,Unknown,Dollars,667,403.23
669,543309,81548,"178    4.772086e+10
Name: market_capitalization ($), dtype: float64",Guinea-Bissau,Quinara,Dollars,629,1773.12
670,758229,16082,"199    6.958586e+08
Name: market_capitalization ($), dtype: float64",Sudan,Red Sea,Dollars,529,1.44
671,676273,16082,"199    5.834779e+10
Name: market_capitalization ($), dtype: float64",Kyrgyzstan,Issyk-Kul'skaja oblast',Dollars,302,3.42
672,656092,16082,"199    3.517768e+10
Name: market_capitalization ($), dtype: float64","Venezuela, Bolivarian Republic of",Mérida,Dollars,692,1.3
673,310555,16082,"199    9.183342e+09
Name: market_capitalization ($), dtype: float64",Saudi Arabia,Al Ḩudūd ash Shamālīyah,Dollars,202,7763.41
674,895211,16082,"199    1.459690e+10
Name: market_capitalization ($), dtype: float64",United States,Maryland,Dollars,131,5182.55
675,285163,16082,"199    3.122166e+09
Name: market_capitalization ($), dtype: float64",Argentina,Mendoza,Dollars,513,89.83
676,129112,16082,"199    5.198051e+10
Name: market_capitalization ($), dtype: float64",Uganda,Kwania,Dollars,285,17.63
677,986878,16082,"199    2.054059e+10
Name: market_capitalization ($), dtype: float64",South Georgia and the South Sandwich Islands,Unknown,Dollars,492,67.67
678,635325,16082,"199    2.467754e+09
Name: market_capitalization ($), dtype: float64",Luxembourg,Luxembourg,Dollars,615,986.71
679,946605,16082,"199    5.067863e+10
Name: market_capitalization ($), dtype: float64",Saint Pierre and Miquelon,Unknown,Dollars,797,41.89
680,568533,57113,"163    2.470722e+10
Name: market_capitalization ($), dtype: float64","Bonaire, Sint Eustatius and Saba",Saba,Dollars,800,9532.35
681,855638,57113,"163    4.395233e+09
Name: market_capitalization ($), dtype: float64",Andorra,Encamp,Dollars,967,33.75
682,938422,57113,"163    1.347220e+10
Name: market_capitalization ($), dtype: float64",Hungary,Komárom-Esztergom,Dollars,148,7.96
683,252534,57113,"163    3.037103e+09
Name: market_capitalization ($), dtype: float64",Sierra Leone,Eastern,Dollars,515,3154.47
684,113438,57113,"163    4.231009e+09
Name: market_capitalization ($), dtype: float64",Papua New Guinea,West New Britain,Dollars,265,2560.2
685,587728,57113,"163    1.317426e+10
Name: market_capitalization ($), dtype: float64",Azerbaijan,Zaqatala,Dollars,491,2737.88
686,814514,57113,"163    1.134836e+09
Name: market_capitalization ($), dtype: float64",Cocos (Keeling) Islands,Unknown,Dollars,896,4959.75
687,349285,57113,"163    1.455431e+09
Name: market_capitalization ($), dtype: float64",Cuba,Pinar del Río,Dollars,613,452.11
688,691456,57113,"163    3.764077e+09
Name: market_capitalization ($), dtype: float64",Bouvet Island,Unknown,Dollars,673,2.4
689,794493,57113,"163    3.432809e+09
Name: market_capitalization ($), dtype: float64",Zambia,Copperbelt,Dollars,126,9.93
690,264188,75613,"202    5.951300e+09
Name: market_capitalization ($), dtype: float64",Timor-Leste,Cova Lima,Dollars,221,85.2
691,966148,75613,"202    5.770622e+09
Name: market_capitalization ($), dtype: float64",Dominica,Saint George,Dollars,839,1272.84
692,794994,75613,"202    4.378061e+08
Name: market_capitalization ($), dtype: float64",Grenada,Saint George,Dollars,355,325.24
693,670957,75613,"202    1.089215e+10
Name: market_capitalization ($), dtype: float64",Germany,Rheinland-Pfalz,Dollars,486,358.84
694,343845,75613,"202    2.445127e+09
Name: market_capitalization ($), dtype: float64",Belarus,Viciebskaja voblasć,Dollars,540,2.4
695,421110,75613,"202    1.423383e+10
Name: market_capitalization ($), dtype: float64",Belize,Cayo,Dollars,233,686.58
696,613816,75613,"202    5.781922e+10
Name: market_capitalization ($), dtype: float64",Kyrgyzstan,Chuyskaya oblast',Dollars,781,46.45
697,613322,75613,"202    4.903729e+09
Name: market_capitalization ($), dtype: float64","Taiwan, Province of China",Hsinchu,Dollars,788,4699.42
698,912189,75613,"202    3.851526e+10
Name: market_capitalization ($), dtype: float64",Madagascar,Mahajanga,Dollars,565,8.33
699,488961,75613,"202    9.570564e+08
Name: market_capitalization ($), dtype: float64",Grenada,Saint George,Dollars,173,766.54
700,164067,60393,"107    8.305352e+10
Name: market_capitalization ($), dtype: float64",Honduras,Valle,Dollars,612,7676.72
701,610919,60393,"107    6.730965e+10
Name: market_capitalization ($), dtype: float64",Suriname,Paramaribo,Dollars,817,4.78
702,201910,60393,"107    1.393903e+11
Name: market_capitalization ($), dtype: float64",Kuwait,Al Jahrā’,Dollars,833,7.78
703,644715,60393,"107    1.745293e+10
Name: market_capitalization ($), dtype: float64","Venezuela, Bolivarian Republic of",Portuguesa,Dollars,377,298.89
704,879450,60393,"107    2.911455e+10
Name: market_capitalization ($), dtype: float64",Monaco,La Colle,Dollars,982,2643.29
705,462343,60393,"107    3.863667e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint Mary,Dollars,795,3.21
706,993356,60393,"107    6.548587e+10
Name: market_capitalization ($), dtype: float64",Oman,Musandam,Dollars,629,52.74
707,214667,60393,"107    4.468693e+10
Name: market_capitalization ($), dtype: float64",Central African Republic,Haute-Sangha / Mambéré-Kadéï,Dollars,455,690.2
708,836469,60393,"107    7.032672e+10
Name: market_capitalization ($), dtype: float64",Fiji,Ra,Dollars,942,494.5
709,767758,60393,"107    1.635068e+11
Name: market_capitalization ($), dtype: float64",Tunisia,Zaghouan,Dollars,806,4.41
710,978478,81015,"136    1.075962e+11
Name: market_capitalization ($), dtype: float64",Grenada,Saint Mark,Dollars,957,5.2
711,658149,81015,"136    2.402904e+10
Name: market_capitalization ($), dtype: float64",Georgia,Tbilisi,Dollars,355,67.78
712,226688,81015,"136    1.098697e+11
Name: market_capitalization ($), dtype: float64",Paraguay,Caaguazú,Dollars,878,6.2
713,690588,81015,"136    4.689757e+10
Name: market_capitalization ($), dtype: float64",Ireland,Cork,Dollars,256,331.49
714,249877,81015,"136    1.035920e+11
Name: market_capitalization ($), dtype: float64",Singapore,North East,Dollars,479,37.85
715,780928,81015,"136    1.735370e+10
Name: market_capitalization ($), dtype: float64",Russian Federation,Tverskaja oblast',Dollars,298,5.21
716,649403,81015,"136    2.149106e+10
Name: market_capitalization ($), dtype: float64",Maldives,South Ari Atoll,Dollars,790,6.15
717,933017,81015,"136    9.047935e+10
Name: market_capitalization ($), dtype: float64",Djibouti,Dikhil,Dollars,108,4.16
718,163483,81015,"136    5.758607e+10
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Būshehr,Dollars,994,77.27
719,619070,81015,"136    4.568914e+10
Name: market_capitalization ($), dtype: float64",Nepal,Far Western,Dollars,534,8435.53
720,727082,29946,"285    2.079760e+10
Name: market_capitalization ($), dtype: float64",Sierra Leone,North Western,Denar,928,700.8
721,883422,29946,"285    4.119064e+10
Name: market_capitalization ($), dtype: float64",Portugal,Bragança,Dollars,258,968.52
722,388811,29946,"285    3.986882e+09
Name: market_capitalization ($), dtype: float64",Kuwait,Ḩawallī,Dollars,737,6761.5
723,815802,29946,"285    1.228022e+10
Name: market_capitalization ($), dtype: float64",Réunion,Unknown,Dollars,205,901.46
724,128303,29946,"285    2.461264e+10
Name: market_capitalization ($), dtype: float64",Congo,Niari,Dollars,243,4350.82
725,390026,29946,"285    1.600803e+10
Name: market_capitalization ($), dtype: float64",Niue,Unknown,Dollars,668,9.74
726,886279,29946,"285    8.831397e+09
Name: market_capitalization ($), dtype: float64",Poland,Lubuskie,Dollars,636,741.83
727,268092,29946,"285    2.637792e+10
Name: market_capitalization ($), dtype: float64",Wallis and Futuna,Sigave,Dollars,895,8.15
728,734159,29946,"285    2.274888e+10
Name: market_capitalization ($), dtype: float64",Poland,Kujawsko-pomorskie,Dollars,309,891.71
729,196030,29946,"285    4.984303e+10
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Barbuda,Dollars,422,26.6
730,497913,50099,"4    2.351545e+11
Name: market_capitalization ($), dtype: float64","Virgin Islands, U.S.",Unknown,Dollars,663,1.95
731,353229,50099,"4    4.113457e+10
Name: market_capitalization ($), dtype: float64",Zimbabwe,Masvingo,Dollars,539,5219.31
732,582118,50099,"4    1.201185e+10
Name: market_capitalization ($), dtype: float64",Bahrain,Al Muḩarraq,Dollars,778,538.22
733,273743,50099,"4    8.067142e+08
Name: market_capitalization ($), dtype: float64",Central African Republic,Lobaye,Dollars,330,8219.8
734,632129,50099,"4    1.510988e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,Unknown,Dollars,934,581.57
735,274234,50099,"4    5.184508e+10
Name: market_capitalization ($), dtype: float64",Central African Republic,Basse-Kotto,Dollars,620,1531.26
736,153856,50099,"4    1.379027e+11
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Dar'ā,Dollars,788,4945.13
737,125294,50099,"4    2.037569e+10
Name: market_capitalization ($), dtype: float64",China,Liaoning Sheng,Dollars,395,4126.82
738,380034,50099,"4    2.466534e+10
Name: market_capitalization ($), dtype: float64",Honduras,El Paraíso,Dollars,910,7908.89
739,388621,50099,"4    6.563977e+10
Name: market_capitalization ($), dtype: float64",Bhutan,Monggar,Dollars,421,970.9
740,584846,59005,"145    4.890676e+10
Name: market_capitalization ($), dtype: float64",Belarus,Gorod Minsk,Dollars,782,9.17
741,244923,59005,"145    5.780632e+10
Name: market_capitalization ($), dtype: float64",Solomon Islands,Choiseul,Dollars,642,670.92
742,405578,59005,"145    5.160997e+10
Name: market_capitalization ($), dtype: float64",Togo,Plateaux,Dollars,101,211.9
743,596531,59005,"145    1.297915e+11
Name: market_capitalization ($), dtype: float64",Bhutan,Tsirang,Ngultrum,324,5898.42
744,746179,59005,"145    3.663860e+10
Name: market_capitalization ($), dtype: float64",Finland,Satakunda,Dollars,873,2.61
745,971490,59005,"145    9.391950e+10
Name: market_capitalization ($), dtype: float64",Andorra,La Massana,Dollars,650,3693.33
746,185760,59005,"145    3.583322e+10
Name: market_capitalization ($), dtype: float64","Bolivia, Plurinational State of",Potosí,Dollars,491,8923.94
747,401818,59005,"145    7.324042e+09
Name: market_capitalization ($), dtype: float64",Eritrea,Semienawi K’eyyĭḥ Baḥri,Dollars,871,88.28
748,533624,59005,"145    8.400383e+09
Name: market_capitalization ($), dtype: float64",North Macedonia,Skopje,Dollars,568,15.4
749,309990,59005,"145    1.608915e+11
Name: market_capitalization ($), dtype: float64",Andorra,La Massana,Dollars,420,2927.47
750,349657,79806,"245    2.477429e+10
Name: market_capitalization ($), dtype: float64",Madagascar,Fianarantsoa,Dollars,854,41.74
751,687925,79806,"245    2.782337e+11
Name: market_capitalization ($), dtype: float64",Liberia,Grand Gedeh,Dollars,982,2202.81
