,From_Node_ID,To_Node_ID,order/service
266,597,0,"[{'ExtOrders_id': 9772, 'quantity': 772, 'placed_when': '2021-01-08', 'actual_date': '2021-01-28 00:00:00', 'expected_date': '2021-01-19', 'cost': 7.98, 'status': 'Delayed'}]"
267,596,21,"[{'ExtOrders_id': 4730, 'quantity': 471, 'placed_when': '2008-12-05', 'actual_date': '2008-12-28 00:00:00', 'expected_date': '2008-12-30', 'cost': 69.99, 'status': 'Closed'}]"
268,363,110,"[{'ExtOrders_id': 3871, 'quantity': 186, 'placed_when': '1980-04-08', 'actual_date': 'Unknown', 'expected_date': '1980-04-21', 'cost': 504.76, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5957, 'quantity': 371, 'placed_when': '2015-09-27', 'actual_date': 'Unknown', 'expected_date': '2015-10-14', 'cost': 1409.46, 'status': 'Out For Delivery'}]"
269,503,56,[]
270,433,115,"[{'ExtOrders_id': 1738, 'quantity': 988, 'placed_when': '1983-03-18', 'actual_date': 'Unknown', 'expected_date': '1983-03-28', 'cost': 82.99, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7571, 'quantity': 494, 'placed_when': '1980-04-28', 'actual_date': '1980-05-20 00:00:00', 'expected_date': '1980-05-23', 'cost': 8372.55, 'status': 'Closed'}]"
271,513,1,"[{'ExtOrders_id': 4718, 'quantity': 692, 'placed_when': '1991-02-21', 'actual_date': 'Unknown', 'expected_date': '1991-03-16', 'cost': 825.94, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7889, 'quantity': 509, 'placed_when': '1992-05-25', 'actual_date': 'Unknown', 'expected_date': '1992-06-21', 'cost': 31.25, 'status': 'Out For Delivery'}]"
272,389,50,[]
273,321,136,"[{'ExtOrders_id': 2563, 'quantity': 869, 'placed_when': '1993-07-27', 'actual_date': '1993-08-23 00:00:00', 'expected_date': '1993-08-26', 'cost': 5.66, 'status': 'Closed'}]"
274,303,35,"[{'ExtOrders_id': 1848, 'quantity': 815, 'placed_when': '2019-12-07', 'actual_date': 'Unknown', 'expected_date': '2019-12-17', 'cost': 8631.39, 'status': 'Out For Delivery'}, {'ExtOrders_id': 7112, 'quantity': 688, 'placed_when': '2006-03-19', 'actual_date': 'Unknown', 'expected_date': '2006-04-16', 'cost': 61.3, 'status': 'Out For Delivery'}, {'ExtOrders_id': 9561, 'quantity': 980, 'placed_when': '2014-02-21', 'actual_date': 'Unknown', 'expected_date': '2014-03-04', 'cost': 1175.3, 'status': 'Out For Delivery'}]"
275,503,60,[]
276,562,141,[]
277,372,6,"[{'ExtOrders_id': 6681, 'quantity': 730, 'placed_when': '1981-10-31', 'actual_date': 'Unknown', 'expected_date': '1981-11-14', 'cost': 62.64, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5183, 'quantity': 583, 'placed_when': '2013-06-28', 'actual_date': '2013-07-19 00:00:00', 'expected_date': '2013-07-28', 'cost': 84.44, 'status': 'Closed'}]"
278,464,64,"[{'ExtOrders_id': 5311, 'quantity': 983, 'placed_when': '2003-10-31', 'actual_date': 'Unknown', 'expected_date': '2003-11-25', 'cost': 4.23, 'status': 'Out For Delivery'}, {'ExtOrders_id': 3115, 'quantity': 153, 'placed_when': '1996-02-26', 'actual_date': '1996-03-15 00:00:00', 'expected_date': '1996-03-27', 'cost': 20.81, 'status': 'Closed'}]"
279,527,64,"[{'ExtOrders_id': 6722, 'quantity': 838, 'placed_when': '2001-09-29', 'actual_date': '2001-10-10 00:00:00', 'expected_date': '2001-10-10', 'cost': 2480.4, 'status': 'Closed'}, {'ExtOrders_id': 1798, 'quantity': 758, 'placed_when': '1970-10-26', 'actual_date': '1970-11-24 00:00:00', 'expected_date': '1970-11-19', 'cost': 24.29, 'status': 'Delayed'}]"
280,471,131,[]
281,530,107,[]
282,490,33,[]
283,404,14,"[{'ExtOrders_id': 5688, 'quantity': 349, 'placed_when': '1988-12-02', 'actual_date': '1989-01-01 00:00:00', 'expected_date': '1988-12-17', 'cost': 792.45, 'status': 'Delayed'}]"
284,305,63,"[{'ExtOrders_id': 5139, 'quantity': 284, 'placed_when': '2008-07-27', 'actual_date': '2008-08-17 00:00:00', 'expected_date': '2008-08-23', 'cost': 1205.46, 'status': 'Closed'}, {'ExtOrders_id': 3104, 'quantity': 438, 'placed_when': '1992-03-04', 'actual_date': '1992-04-02 00:00:00', 'expected_date': '1992-03-18', 'cost': 8218.5, 'status': 'Delayed'}]"
285,315,110,[]
286,438,65,[]
287,530,88,"[{'ExtOrders_id': 4926, 'quantity': 600, 'placed_when': '1986-04-26', 'actual_date': 'Unknown', 'expected_date': '1986-05-12', 'cost': 5322.3, 'status': 'Out For Delivery'}, {'ExtOrders_id': 6448, 'quantity': 989, 'placed_when': '1971-07-12', 'actual_date': 'Unknown', 'expected_date': '1971-08-01', 'cost': 689.75, 'status': 'Out For Delivery'}, {'ExtOrders_id': 5109, 'quantity': 745, 'placed_when': '1973-09-14', 'actual_date': '1973-10-02 00:00:00', 'expected_date': '1973-10-07', 'cost': 845.76, 'status': 'Closed'}]"
288,315,19,"[{'ExtOrders_id': 2261, 'quantity': 225, 'placed_when': '1981-06-14', 'actual_date': 'Unknown', 'expected_date': '1981-06-28', 'cost': 88.5, 'status': 'Out For Delivery'}]"
289,394,51,"[{'ExtOrders_id': 6786, 'quantity': 308, 'placed_when': '1977-02-12', 'actual_date': 'Unknown', 'expected_date': '1977-02-27', 'cost': 79.47, 'status': 'Out For Delivery'}]"
290,381,80,"[{'ExtOrders_id': 4479, 'quantity': 493, 'placed_when': '1992-10-10', 'actual_date': '1992-10-30 00:00:00', 'expected_date': '1992-11-07', 'cost': 36.57, 'status': 'Closed'}, {'ExtOrders_id': 9064, 'quantity': 295, 'placed_when': '1983-12-09', 'actual_date': '1983-12-29 00:00:00', 'expected_date': '1984-01-03', 'cost': 1017.65, 'status': 'Closed'}]"
291,311,12,[]
292,404,63,[]
293,405,75,"[{'ExtOrders_id': 8174, 'quantity': 886, 'placed_when': '1970-11-12', 'actual_date': '1970-12-02 00:00:00', 'expected_date': '1970-11-27', 'cost': 9.27, 'status': 'Delayed'}]"
294,405,55,[]
295,433,139,[]
296,458,29,"[{'ExtOrders_id': 5650, 'quantity': 268, 'placed_when': '1978-09-22', 'actual_date': '1978-10-08 00:00:00', 'expected_date': '1978-10-08', 'cost': 378.47, 'status': 'Closed'}, {'ExtOrders_id': 9507, 'quantity': 509, 'placed_when': '1989-08-12', 'actual_date': '1989-08-29 00:00:00', 'expected_date': '1989-09-08', 'cost': 27.69, 'status': 'Closed'}]"
297,394,67,"[{'ExtOrders_id': 8940, 'quantity': 706, 'placed_when': '2002-01-30', 'actual_date': '2002-02-19 00:00:00', 'expected_date': '2002-02-12', 'cost': 634.74, 'status': 'Delayed'}]"
298,306,25,"[{'ExtOrders_id': 9052, 'quantity': 217, 'placed_when': '1980-08-10', 'actual_date': 'Unknown', 'expected_date': '1980-08-26', 'cost': 9168.34, 'status': 'Out For Delivery'}]"
299,519,54,[]
300,471,263,"[{'IntOrders_id': 9931, 'quantity': 819, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
301,315,217,"[{'IntOrders_id': 8605, 'quantity': 766, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
302,531,193,"[{'IntOrders_id': 9932, 'quantity': 6, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
303,540,267,"[{'IntOrders_id': 2591, 'quantity': 373, 'placed_when': '2013-04-16', 'actual_date': 'Unknown', 'expected_date': '2013-05-07', 'cost': 3551.9, 'status': 'Out For Delivery'}]"
304,569,272,"[{'IntOrders_id': 6219, 'quantity': 598, 'placed_when': '2001-06-19', 'actual_date': 'Unknown', 'expected_date': '2001-07-15', 'cost': 6.27, 'status': 'Out For Delivery'}, {'IntOrders_id': 6471, 'quantity': 684, 'placed_when': '2017-06-13', 'actual_date': 'Unknown', 'expected_date': '2017-07-09', 'cost': 1254.47, 'status': 'Out For Delivery'}]"
305,468,197,"[{'IntOrders_id': 7505, 'quantity': 673, 'placed_when': '1984-12-21', 'actual_date': 'Unknown', 'expected_date': '1985-01-19', 'cost': 6.32, 'status': 'Out For Delivery'}]"
306,464,153,"[{'IntOrders_id': 7903, 'quantity': 164, 'placed_when': '1991-02-02', 'actual_date': '1991-02-17 00:00:00', 'expected_date': '1991-02-28', 'cost': 616.71, 'status': 'Closed'}, {'IntOrders_id': 3865, 'quantity': 717, 'placed_when': '1987-06-14', 'actual_date': 'Unknown', 'expected_date': '1987-07-01', 'cost': 94.88, 'status': 'Out For Delivery'}]"
307,393,157,"[{'IntOrders_id': 9934, 'quantity': 746, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
308,372,263,"[{'IntOrders_id': 9935, 'quantity': 959, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
309,507,188,"[{'IntOrders_id': 9938, 'quantity': 638, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
310,493,295,"[{'IntOrders_id': 3057, 'quantity': 771, 'placed_when': '2007-10-29', 'actual_date': '2007-11-08 00:00:00', 'expected_date': '2007-11-16', 'cost': 8.24, 'status': 'Closed'}]"
311,417,194,"[{'IntOrders_id': 8373, 'quantity': 979, 'placed_when': '1998-01-23', 'actual_date': 'Unknown', 'expected_date': '1998-02-11', 'cost': 29.38, 'status': 'Out For Delivery'}]"
312,352,261,"[{'IntOrders_id': 1350, 'quantity': 649, 'placed_when': '2016-11-16', 'actual_date': 'Unknown', 'expected_date': '2016-12-16', 'cost': 814.31, 'status': 'Out For Delivery'}, {'IntOrders_id': 4257, 'quantity': 206, 'placed_when': '2002-06-16', 'actual_date': '2002-07-15 00:00:00', 'expected_date': '2002-07-10', 'cost': 230.92, 'status': 'Delayed'}, {'IntOrders_id': 5692, 'quantity': 657, 'placed_when': '2009-03-25', 'actual_date': '2009-04-22 00:00:00', 'expected_date': '2009-04-12', 'cost': 841.31, 'status': 'Delayed'}]"
313,414,283,"[{'IntOrders_id': 9940, 'quantity': 4, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
314,588,203,"[{'IntOrders_id': 9942, 'quantity': 242, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
315,575,249,"[{'IntOrders_id': 1139, 'quantity': 570, 'placed_when': '2012-06-05', 'actual_date': '2012-06-29 00:00:00', 'expected_date': '2012-06-16', 'cost': 247.2, 'status': 'Delayed'}, {'IntOrders_id': 7329, 'quantity': 635, 'placed_when': '1972-03-06', 'actual_date': '1972-03-27 00:00:00', 'expected_date': '1972-03-22', 'cost': 778.83, 'status': 'Delayed'}]"
316,417,287,"[{'IntOrders_id': 6613, 'quantity': 190, 'placed_when': '1975-12-09', 'actual_date': 'Unknown', 'expected_date': '1975-12-30', 'cost': 512.12, 'status': 'Out For Delivery'}]"
317,406,269,"[{'IntOrders_id': 4575, 'quantity': 939, 'placed_when': '1973-06-25', 'actual_date': '1973-07-23 00:00:00', 'expected_date': '1973-07-08', 'cost': 66.49, 'status': 'Delayed'}, {'IntOrders_id': 6974, 'quantity': 449, 'placed_when': '1998-09-26', 'actual_date': 'Unknown', 'expected_date': '1998-10-16', 'cost': 8.67, 'status': 'Out For Delivery'}]"
318,397,197,"[{'IntOrders_id': 9945, 'quantity': 366, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
319,519,188,"[{'IntOrders_id': 9946, 'quantity': 560, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
320,356,265,"[{'IntOrders_id': 5208, 'quantity': 914, 'placed_when': '2012-04-05', 'actual_date': 'Unknown', 'expected_date': '2012-04-15', 'cost': 3908.99, 'status': 'Out For Delivery'}]"
321,456,184,"[{'IntOrders_id': 8078, 'quantity': 788, 'placed_when': '1970-12-28', 'actual_date': '1971-01-10 00:00:00', 'expected_date': '1971-01-23', 'cost': 557.82, 'status': 'Closed'}, {'IntOrders_id': 7688, 'quantity': 635, 'placed_when': '1996-01-16', 'actual_date': '1996-02-12 00:00:00', 'expected_date': '1996-01-30', 'cost': 85.39, 'status': 'Delayed'}]"
322,414,160,"[{'IntOrders_id': 4203, 'quantity': 126, 'placed_when': '1984-03-25', 'actual_date': 'Unknown', 'expected_date': '1984-04-09', 'cost': 4.5, 'status': 'Out For Delivery'}]"
323,405,203,"[{'IntOrders_id': 1532, 'quantity': 127, 'placed_when': '2009-06-07', 'actual_date': 'Unknown', 'expected_date': '2009-07-05', 'cost': 8.25, 'status': 'Out For Delivery'}, {'IntOrders_id': 6900, 'quantity': 256, 'placed_when': '1987-10-05', 'actual_date': '1987-10-15 00:00:00', 'expected_date': '1987-10-20', 'cost': 27.41, 'status': 'Closed'}]"
324,375,237,"[{'IntOrders_id': 4582, 'quantity': 127, 'placed_when': '1983-09-02', 'actual_date': 'Unknown', 'expected_date': '1983-09-20', 'cost': 3816.57, 'status': 'Out For Delivery'}]"
325,562,163,"[{'IntOrders_id': 9948, 'quantity': 99, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
326,597,207,"[{'IntOrders_id': 3196, 'quantity': 655, 'placed_when': '2000-11-29', 'actual_date': '2000-12-16 00:00:00', 'expected_date': '2000-12-12', 'cost': 236.57, 'status': 'Delayed'}, {'IntOrders_id': 1625, 'quantity': 461, 'placed_when': '1983-05-31', 'actual_date': '1983-06-13 00:00:00', 'expected_date': '1983-06-25', 'cost': 2.28, 'status': 'Closed'}, {'IntOrders_id': 2537, 'quantity': 724, 'placed_when': '2011-01-13', 'actual_date': '2011-02-09 00:00:00', 'expected_date': '2011-01-30', 'cost': 3504.73, 'status': 'Delayed'}]"
327,405,177,"[{'IntOrders_id': 8214, 'quantity': 324, 'placed_when': '2016-11-22', 'actual_date': '2016-12-17 00:00:00', 'expected_date': '2016-12-04', 'cost': 2739.68, 'status': 'Delayed'}]"
328,379,241,"[{'IntOrders_id': 9949, 'quantity': 960, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
329,381,183,"[{'IntOrders_id': 8577, 'quantity': 287, 'placed_when': '1972-06-12', 'actual_date': '1972-07-01 00:00:00', 'expected_date': '1972-07-03', 'cost': 499.21, 'status': 'Closed'}]"
330,367,212,"[{'IntOrders_id': 7340, 'quantity': 870, 'placed_when': '2000-07-24', 'actual_date': '2000-08-07 00:00:00', 'expected_date': '2000-08-03', 'cost': 17.14, 'status': 'Delayed'}, {'IntOrders_id': 5281, 'quantity': 260, 'placed_when': '1984-09-03', 'actual_date': '1984-09-27 00:00:00', 'expected_date': '1984-09-30', 'cost': 675.35, 'status': 'Closed'}, {'IntOrders_id': 1122, 'quantity': 101, 'placed_when': '2009-02-05', 'actual_date': 'Unknown', 'expected_date': '2009-03-06', 'cost': 775.63, 'status': 'Out For Delivery'}, {'IntOrders_id': 5776, 'quantity': 330, 'placed_when': '1975-05-28', 'actual_date': 'Unknown', 'expected_date': '1975-06-26', 'cost': 4.37, 'status': 'Out For Delivery'}, {'IntOrders_id': 5876, 'quantity': 181, 'placed_when': '2009-02-14', 'actual_date': 'Unknown', 'expected_date': '2009-03-04', 'cost': 429.97, 'status': 'Out For Delivery'}]"
331,435,290,"[{'IntOrders_id': 1724, 'quantity': 582, 'placed_when': '2007-11-27', 'actual_date': 'Unknown', 'expected_date': '2007-12-11', 'cost': 6245.32, 'status': 'Out For Delivery'}]"
332,559,191,"[{'IntOrders_id': 4635, 'quantity': 766, 'placed_when': '1974-01-15', 'actual_date': 'Unknown', 'expected_date': '1974-01-31', 'cost': 816.75, 'status': 'Out For Delivery'}, {'IntOrders_id': 4826, 'quantity': 870, 'placed_when': '2011-03-06', 'actual_date': '2011-03-23 00:00:00', 'expected_date': '2011-03-26', 'cost': 7671.1, 'status': 'Closed'}, {'IntOrders_id': 3659, 'quantity': 919, 'placed_when': '1986-03-26', 'actual_date': 'Unknown', 'expected_date': '1986-04-10', 'cost': 327.18, 'status': 'Out For Delivery'}]"
333,416,210,"[{'IntOrders_id': 8648, 'quantity': 751, 'placed_when': '1997-09-20', 'actual_date': '1997-10-20 00:00:00', 'expected_date': '1997-10-19', 'cost': 1.86, 'status': 'Delayed'}, {'IntOrders_id': 3912, 'quantity': 800, 'placed_when': '1976-02-05', 'actual_date': 'Unknown', 'expected_date': '1976-02-17', 'cost': 3676.62, 'status': 'Out For Delivery'}, {'IntOrders_id': 4009, 'quantity': 737, 'placed_when': '1997-08-06', 'actual_date': '1997-08-22 00:00:00', 'expected_date': '1997-08-22', 'cost': 92.71, 'status': 'Closed'}]"
334,588,280,"[{'IntOrders_id': 2409, 'quantity': 560, 'placed_when': '2017-06-07', 'actual_date': '2017-06-18 00:00:00', 'expected_date': '2017-07-04', 'cost': 93.94, 'status': 'Closed'}, {'IntOrders_id': 6539, 'quantity': 629, 'placed_when': '2017-01-24', 'actual_date': 'Unknown', 'expected_date': '2017-02-06', 'cost': 8441.79, 'status': 'Out For Delivery'}]"
335,351,288,"[{'IntOrders_id': 1174, 'quantity': 821, 'placed_when': '1988-09-23', 'actual_date': '1988-10-12 00:00:00', 'expected_date': '1988-10-16', 'cost': 99.88, 'status': 'Closed'}, {'IntOrders_id': 6969, 'quantity': 218, 'placed_when': '1989-01-15', 'actual_date': '1989-02-06 00:00:00', 'expected_date': '1989-01-29', 'cost': 515.14, 'status': 'Delayed'}]"
336,433,242,"[{'IntOrders_id': 9954, 'quantity': 696, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
337,375,170,"[{'IntOrders_id': 9955, 'quantity': 789, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
338,374,262,"[{'IntOrders_id': 9802, 'quantity': 843, 'placed_when': '1990-06-06', 'actual_date': '1990-06-26 00:00:00', 'expected_date': '1990-06-19', 'cost': 7460.73, 'status': 'Delayed'}]"
339,549,210,"[{'IntOrders_id': 9956, 'quantity': 26, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
340,580,155,"[{'IntOrders_id': 9958, 'quantity': 829, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
341,571,258,"[{'IntOrders_id': 9959, 'quantity': 413, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
342,571,268,"[{'IntOrders_id': 9960, 'quantity': 105, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
343,531,238,"[{'IntOrders_id': 9961, 'quantity': 946, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
344,352,290,"[{'IntOrders_id': 8167, 'quantity': 981, 'placed_when': '1970-11-17', 'actual_date': '1970-12-11 00:00:00', 'expected_date': '1970-12-12', 'cost': 372.53, 'status': 'Closed'}]"
345,588,216,"[{'IntOrders_id': 2468, 'quantity': 985, 'placed_when': '2021-06-25', 'actual_date': '2021-07-22 00:00:00', 'expected_date': '2021-07-11', 'cost': 8.33, 'status': 'Delayed'}, {'IntOrders_id': 3884, 'quantity': 880, 'placed_when': '1980-06-04', 'actual_date': '1980-06-19 00:00:00', 'expected_date': '1980-06-25', 'cost': 1260.13, 'status': 'Closed'}]"
346,593,201,"[{'IntOrders_id': 6274, 'quantity': 734, 'placed_when': '1979-09-08', 'actual_date': 'Unknown', 'expected_date': '1979-09-19', 'cost': 953.79, 'status': 'Out For Delivery'}, {'IntOrders_id': 9165, 'quantity': 345, 'placed_when': '2016-08-29', 'actual_date': '2016-09-10 00:00:00', 'expected_date': '2016-09-18', 'cost': 4.24, 'status': 'Closed'}]"
347,527,179,"[{'IntOrders_id': 2364, 'quantity': 180, 'placed_when': '2019-01-06', 'actual_date': 'Unknown', 'expected_date': '2019-01-25', 'cost': 6.68, 'status': 'Out For Delivery'}]"
348,593,219,"[{'IntOrders_id': 6461, 'quantity': 297, 'placed_when': '2014-08-26', 'actual_date': 'Unknown', 'expected_date': '2014-09-11', 'cost': 8149.5, 'status': 'Out For Delivery'}, {'IntOrders_id': 3831, 'quantity': 662, 'placed_when': '1972-08-14', 'actual_date': 'Unknown', 'expected_date': '1972-09-04', 'cost': 553.73, 'status': 'Out For Delivery'}]"
349,575,188,"[{'IntOrders_id': 9963, 'quantity': 283, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
350,352,251,"[{'IntOrders_id': 9964, 'quantity': 486, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 38.9, 'status': 'Closed'}]"
351,540,464,"[{'IntOrders_id': 7965, 'quantity': 259, 'placed_when': '2015-07-26', 'actual_date': '2015-08-13 00:00:00', 'expected_date': '2015-08-08', 'cost': 1343378.61, 'status': 'Delayed', 'prod_id': 108}]"
352,459,372,"[{'IntOrders_id': 6575, 'quantity': 900, 'placed_when': '1971-04-16', 'actual_date': '1971-05-15 00:00:00', 'expected_date': '1971-05-10', 'cost': 6957.0, 'status': 'Delayed', 'prod_id': 582}]"
353,426,425,"[{'IntOrders_id': 2439, 'quantity': 882, 'placed_when': '1978-07-09', 'actual_date': 'Unknown', 'expected_date': '1978-07-28', 'cost': 1789727.9400000002, 'status': 'Out For Delivery', 'prod_id': 679}, {'IntOrders_id': 5668, 'quantity': 232, 'placed_when': '1997-06-22', 'actual_date': '1997-07-20 00:00:00', 'expected_date': '1997-07-16', 'cost': 470767.44, 'status': 'Delayed', 'prod_id': 679}]"
354,405,413,"[{'IntOrders_id': 9909, 'quantity': 235, 'placed_when': '2014-06-11', 'actual_date': '2014-07-11 00:00:00', 'expected_date': '2014-06-28', 'cost': 10335.3, 'status': 'Delayed', 'prod_id': 140}, {'IntOrders_id': 8993, 'quantity': 823, 'placed_when': '2001-08-01', 'actual_date': 'Unknown', 'expected_date': '2001-08-14', 'cost': 2205.6400000000003, 'status': 'Out For Delivery', 'prod_id': 938}]"
355,370,488,"[{'IntOrders_id': 9933, 'quantity': 874, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 6682167.0, 'status': 'Closed', 'prod_id': 112}]"
356,393,411,"[{'IntOrders_id': 8197, 'quantity': 771, 'placed_when': '1972-06-23', 'actual_date': 'Unknown', 'expected_date': '1972-07-10', 'cost': 6323572.380000001, 'status': 'Out For Delivery', 'prod_id': 786}]"
357,546,527,"[{'IntOrders_id': 9800, 'quantity': 399, 'placed_when': '1975-10-06', 'actual_date': 'Unknown', 'expected_date': '1975-10-29', 'cost': 19403.370000000003, 'status': 'Out For Delivery', 'prod_id': 291}]"
358,374,347,"[{'IntOrders_id': 1851, 'quantity': 220, 'placed_when': '2002-12-28', 'actual_date': 'Unknown', 'expected_date': '2003-01-22', 'cost': 1337666.0, 'status': 'Out For Delivery', 'prod_id': 742}, {'IntOrders_id': 5174, 'quantity': 758, 'placed_when': '1999-12-05', 'actual_date': '1999-12-26 00:00:00', 'expected_date': '1999-12-20', 'cost': 6623942.18, 'status': 'Delayed', 'prod_id': 483}]"
359,335,350,"[{'IntOrders_id': 9936, 'quantity': 391, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 53449.7, 'status': 'Closed', 'prod_id': 827}]"
360,308,321,"[{'IntOrders_id': 4034, 'quantity': 347, 'placed_when': '1998-12-26', 'actual_date': 'Unknown', 'expected_date': '1999-01-06', 'cost': 3140880.91, 'status': 'Out For Delivery', 'prod_id': 242}]"
361,416,356,"[{'IntOrders_id': 9937, 'quantity': 845, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 70853.25, 'status': 'Closed', 'prod_id': 856}]"
362,381,405,"[{'IntOrders_id': 9229, 'quantity': 852, 'placed_when': '1976-02-19', 'actual_date': 'Unknown', 'expected_date': '1976-03-18', 'cost': 6096886.44, 'status': 'Out For Delivery', 'prod_id': 446}]"
363,474,549,"[{'IntOrders_id': 5603, 'quantity': 729, 'placed_when': '2020-04-20', 'actual_date': '2020-05-02 00:00:00', 'expected_date': '2020-05-18', 'cost': 349854.39, 'status': 'Closed', 'prod_id': 560}]"
364,471,308,"[{'IntOrders_id': 4212, 'quantity': 372, 'placed_when': '2004-10-23', 'actual_date': '2004-11-08 00:00:00', 'expected_date': '2004-11-16', 'cost': 2760.24, 'status': 'Closed', 'prod_id': 930}]"
365,423,403,"[{'IntOrders_id': 9939, 'quantity': 608, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 5313135.68, 'status': 'Closed', 'prod_id': 483}]"
366,597,503,"[{'IntOrders_id': 6181, 'quantity': 826, 'placed_when': '1986-09-29', 'actual_date': 'Unknown', 'expected_date': '1986-10-13', 'cost': 3766873.88, 'status': 'Out For Delivery', 'prod_id': 281}]"
367,593,546,"[{'IntOrders_id': 9941, 'quantity': 153, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 15809.49, 'status': 'Closed', 'prod_id': 576}]"
368,315,397,"[{'IntOrders_id': 9943, 'quantity': 404, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 272392.96, 'status': 'Closed', 'prod_id': 858}]"
369,468,413,"[{'IntOrders_id': 9944, 'quantity': 195, 'placed_when': '1993-05-08', 'actual_date': '1993-05-30 00:00:00', 'expected_date': '1993-06-01', 'cost': 2655.8999999999996, 'status': 'Closed', 'prod_id': 801}]"
370,471,527,"[{'IntOrders_id': 5228, 'quantity': 211, 'placed_when': '1995-07-30', 'actual_date': '1995-08-15 00:00:00', 'expected_date': '1995-08-25', 'cost': 1565.62, 'status': 'Closed', 'prod_id': 930}, {'IntOrders_id': 5047, 'quantity': 389, 'placed_when': '1973-11-01', 'actual_date': 'Unknown', 'expected_date': '1973-11-19', 'cost': 2886.38, 'status': 'Out For Delivery', 'prod_id': 930}]"
371,435,540,"[{'IntOrders_id': 8765, 'quantity': 523, 'placed_when': '2018-05-18', 'actual_date': '2018-06-11 00:00:00', 'expected_date': '2018-06-08', 'cost': 5188227.989999999, 'status': 'Delayed', 'prod_id': 492}]"
