,From,To,From_Table,To_Table,Weight,Transportation_Cost,Transportation_Distance,Transportation_Duration,Transportation_Type,Rental price,price,profit_margin (%),market_share (%),Annual_sales,Distance,Edge_Name
2271,548,2983,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,251.45,0.0,Related_To
2272,548,2984,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.97,0.0,Related_To
2273,548,2985,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.8,0.0,Related_To
2274,548,2986,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,63.41,0.0,Related_To
2275,548,2987,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.62,0.0,Related_To
2276,592,2988,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,552.72,0.0,Related_To
2277,592,2989,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,81.35,0.0,Related_To
2278,592,2990,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,96.15,0.0,Related_To
2279,592,2991,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9.93,0.0,Related_To
2280,592,2992,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,15.57,0.0,Related_To
2281,592,2993,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3993.55,0.0,Related_To
2282,592,2994,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6003.19,0.0,Related_To
2283,592,2995,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.16,0.0,Related_To
2284,592,2996,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,224.42,0.0,Related_To
2285,592,2997,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8169.96,0.0,Related_To
2286,428,2998,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,949.51,0.0,Related_To
2287,428,2999,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,19.72,0.0,Related_To
2288,428,3000,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1375.21,0.0,Related_To
2289,428,3001,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,34.84,0.0,Related_To
2290,428,3002,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6.14,0.0,Related_To
2291,428,3003,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7654.46,0.0,Related_To
2292,428,3004,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6571.73,0.0,Related_To
2293,428,3005,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.93,0.0,Related_To
2294,428,3006,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,73.79,0.0,Related_To
2295,428,3007,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7.29,0.0,Related_To
2296,324,3008,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3.54,0.0,Related_To
2297,324,3009,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.28,0.0,Related_To
2298,324,3010,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,48.17,0.0,Related_To
2299,324,3011,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,58.55,0.0,Related_To
2300,324,3012,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5533.67,0.0,Related_To
2301,324,3013,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1466.27,0.0,Related_To
2302,324,3014,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,897.19,0.0,Related_To
2303,324,3015,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.81,0.0,Related_To
2304,324,3016,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,637.13,0.0,Related_To
2305,324,3017,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.89,0.0,Related_To
2306,544,3018,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,953.73,0.0,Related_To
2307,544,3019,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,44.61,0.0,Related_To
2308,544,3020,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,774.77,0.0,Related_To
2309,544,3021,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,80.73,0.0,Related_To
2310,544,3022,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.97,0.0,Related_To
2311,544,3023,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,65.26,0.0,Related_To
2312,544,3024,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,450.85,0.0,Related_To
2313,544,3025,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,463.47,0.0,Related_To
2314,544,3026,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9.23,0.0,Related_To
2315,544,3027,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,27.74,0.0,Related_To
2316,541,3028,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,873.81,0.0,Related_To
2317,541,3029,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.74,0.0,Related_To
2318,541,3030,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,10.53,0.0,Related_To
2319,541,3031,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3466.87,0.0,Related_To
2320,541,3032,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3827.92,0.0,Related_To
2321,541,3033,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,433.13,0.0,Related_To
2322,541,3034,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,579.21,0.0,Related_To
2323,541,3035,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,559.62,0.0,Related_To
2324,541,3036,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,39.92,0.0,Related_To
2325,541,3037,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,20.58,0.0,Related_To
2326,535,3038,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,224.1,0.0,Related_To
2327,535,3039,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.58,0.0,Related_To
2328,535,3040,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,751.73,0.0,Related_To
2329,535,3041,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,521.28,0.0,Related_To
2330,535,3042,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,806.33,0.0,Related_To
2331,535,3043,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7065.74,0.0,Related_To
2332,535,3044,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,774.14,0.0,Related_To
2333,535,3045,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,38.15,0.0,Related_To
2334,535,3046,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7259.2,0.0,Related_To
2335,535,3047,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2102.52,0.0,Related_To
2336,309,3048,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5.92,0.0,Related_To
2337,309,3049,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,522.46,0.0,Related_To
2338,309,3050,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.45,0.0,Related_To
2339,309,3051,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.78,0.0,Related_To
2340,309,3052,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,94.12,0.0,Related_To
2341,309,3053,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5662.28,0.0,Related_To
2342,309,3054,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7.31,0.0,Related_To
2343,309,3055,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,510.59,0.0,Related_To
2344,309,3056,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.27,0.0,Related_To
2345,309,3057,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,379.84,0.0,Related_To
2346,318,3058,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,133.92,0.0,Related_To
2347,318,3059,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.67,0.0,Related_To
2348,318,3060,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8697.13,0.0,Related_To
2349,318,3061,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7.45,0.0,Related_To
2350,318,3062,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.57,0.0,Related_To
2351,318,3063,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.61,0.0,Related_To
2352,318,3064,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,880.81,0.0,Related_To
2353,318,3065,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7.52,0.0,Related_To
2354,318,3066,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,38.22,0.0,Related_To
2355,318,3067,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,81.4,0.0,Related_To
2356,410,3068,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5256.59,0.0,Related_To
2357,410,3069,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8237.68,0.0,Related_To
2358,410,3070,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7.7,0.0,Related_To
2359,410,3071,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9708.48,0.0,Related_To
2360,410,3072,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,782.56,0.0,Related_To
2361,410,3073,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5355.48,0.0,Related_To
2362,410,3074,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9351.38,0.0,Related_To
2363,410,3075,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,890.54,0.0,Related_To
2364,410,3076,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4266.61,0.0,Related_To
2365,410,3077,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,477.17,0.0,Related_To
2366,504,3078,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,253.17,0.0,Related_To
2367,504,3079,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6914.28,0.0,Related_To
2368,504,3080,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.21,0.0,Related_To
2369,504,3081,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3.16,0.0,Related_To
2370,504,3082,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1803.24,0.0,Related_To
2371,504,3083,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.61,0.0,Related_To
2372,504,3084,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4011.66,0.0,Related_To
2373,504,3085,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9783.81,0.0,Related_To
2374,504,3086,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,113.13,0.0,Related_To
2375,504,3087,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9.95,0.0,Related_To
2376,581,3088,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,84.73,0.0,Related_To
2377,581,3089,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7.17,0.0,Related_To
2378,581,3090,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8333.29,0.0,Related_To
2379,581,3091,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.88,0.0,Related_To
2380,581,3092,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,62.19,0.0,Related_To
2381,581,3093,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3086.12,0.0,Related_To
2382,581,3094,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4342.21,0.0,Related_To
2383,581,3095,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,86.47,0.0,Related_To
2384,581,3096,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6203.94,0.0,Related_To
2385,581,3097,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7938.27,0.0,Related_To
2386,316,3098,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5737.54,0.0,Related_To
2387,316,3099,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.28,0.0,Related_To
2388,316,3100,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9749.14,0.0,Related_To
2389,316,3101,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.51,0.0,Related_To
2390,316,3102,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6.91,0.0,Related_To
2391,316,3103,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.16,0.0,Related_To
2392,316,3104,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9.7,0.0,Related_To
2393,316,3105,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,41.29,0.0,Related_To
2394,316,3106,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,595.57,0.0,Related_To
2395,316,3107,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,129.61,0.0,Related_To
2396,408,3108,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,824.9,0.0,Related_To
2397,408,3109,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5286.48,0.0,Related_To
2398,408,3110,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2870.94,0.0,Related_To
2399,408,3111,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,32.9,0.0,Related_To
2400,408,3112,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8585.45,0.0,Related_To
2401,408,3113,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2157.9,0.0,Related_To
2402,408,3114,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,35.98,0.0,Related_To
2403,408,3115,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,44.11,0.0,Related_To
2404,408,3116,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.13,0.0,Related_To
2405,408,3117,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4022.79,0.0,Related_To
2406,457,3118,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1052.62,0.0,Related_To
2407,457,3119,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9330.7,0.0,Related_To
2408,457,3120,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,329.76,0.0,Related_To
2409,457,3121,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8764.67,0.0,Related_To
2410,457,3122,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,89.6,0.0,Related_To
2411,457,3123,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5.69,0.0,Related_To
2412,457,3124,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,27.34,0.0,Related_To
2413,457,3125,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,17.37,0.0,Related_To
2414,457,3126,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6.84,0.0,Related_To
2415,457,3127,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,54.28,0.0,Related_To
2416,590,3128,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,300.75,0.0,Related_To
2417,590,3129,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,986.32,0.0,Related_To
2418,590,3130,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,685.64,0.0,Related_To
2419,590,3131,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,69.9,0.0,Related_To
2420,590,3132,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.18,0.0,Related_To
2421,590,3133,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,616.8,0.0,Related_To
2422,590,3134,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,100.16,0.0,Related_To
2423,590,3135,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,32.47,0.0,Related_To
2424,590,3136,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.22,0.0,Related_To
2425,590,3137,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.67,0.0,Related_To
2426,584,3138,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,683.35,0.0,Related_To
2427,584,3139,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1746.14,0.0,Related_To
2428,584,3140,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,53.32,0.0,Related_To
2429,584,3141,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,264.51,0.0,Related_To
2430,584,3142,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,637.28,0.0,Related_To
2431,584,3143,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,66.67,0.0,Related_To
2432,584,3144,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1.55,0.0,Related_To
2433,584,3145,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1366.5,0.0,Related_To
2434,584,3146,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,430.32,0.0,Related_To
2435,584,3147,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,7485.22,0.0,Related_To
2436,560,3148,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6.75,0.0,Related_To
2437,560,3149,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5.17,0.0,Related_To
2438,560,3150,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3465.97,0.0,Related_To
2439,560,3151,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,59.69,0.0,Related_To
2440,560,3152,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9850.12,0.0,Related_To
2441,560,3153,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,94.29,0.0,Related_To
2442,560,3154,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.68,0.0,Related_To
2443,560,3155,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,547.16,0.0,Related_To
2444,560,3156,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,489.86,0.0,Related_To
2445,560,3157,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,6584.62,0.0,Related_To
2446,358,3158,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,1313.71,0.0,Related_To
2447,358,3159,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,16.28,0.0,Related_To
2448,358,3160,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5.79,0.0,Related_To
2449,358,3161,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.48,0.0,Related_To
2450,358,3162,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8697.48,0.0,Related_To
2451,358,3163,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9858.7,0.0,Related_To
2452,358,3164,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,201.24,0.0,Related_To
2453,358,3165,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2541.67,0.0,Related_To
2454,358,3166,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5442.76,0.0,Related_To
2455,358,3167,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,78.85,0.0,Related_To
2456,526,3168,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,857.62,0.0,Related_To
2457,526,3169,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9388.48,0.0,Related_To
2458,526,3170,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,839.19,0.0,Related_To
2459,526,3171,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3.22,0.0,Related_To
2460,526,3172,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,68.84,0.0,Related_To
2461,526,3173,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5400.1,0.0,Related_To
2462,526,3174,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2183.34,0.0,Related_To
2463,526,3175,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9307.19,0.0,Related_To
2464,526,3176,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,84.28,0.0,Related_To
2465,526,3177,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8613.7,0.0,Related_To
2466,481,3178,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,647.5,0.0,Related_To
2467,481,3179,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9.75,0.0,Related_To
2468,481,3180,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,41.96,0.0,Related_To
2469,481,3181,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,40.79,0.0,Related_To
2470,481,3182,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,758.21,0.0,Related_To
2471,481,3183,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,277.85,0.0,Related_To
2472,481,3184,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,769.91,0.0,Related_To
2473,481,3185,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2479.64,0.0,Related_To
2474,481,3186,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.13,0.0,Related_To
2475,481,3187,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5.17,0.0,Related_To
2476,439,3188,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,448.76,0.0,Related_To
2477,439,3189,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.36,0.0,Related_To
2478,439,3190,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4186.11,0.0,Related_To
2479,439,3191,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,872.78,0.0,Related_To
2480,439,3192,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,570.35,0.0,Related_To
2481,439,3193,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,491.16,0.0,Related_To
2482,439,3194,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3763.44,0.0,Related_To
2483,439,3195,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.69,0.0,Related_To
2484,439,3196,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,973.76,0.0,Related_To
2485,439,3197,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4.93,0.0,Related_To
2486,496,3198,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,3934.46,0.0,Related_To
2487,496,3199,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,38.28,0.0,Related_To
2488,496,3200,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,9152.93,0.0,Related_To
2489,496,3201,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2583.75,0.0,Related_To
2490,496,3202,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.11,0.0,Related_To
2491,496,3203,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,4471.73,0.0,Related_To
2492,496,3204,Supplier,Facilities,95.0,0.0,0.0,0.0,N/A,0,0.0,0,0,5129.38,0.0,Related_To
2493,496,3205,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,43.98,0.0,Related_To
2494,496,3206,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,16.86,0.0,Related_To
2495,496,3207,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,8.81,0.0,Related_To
2496,402,3208,Supplier,Facilities,90.0,0.0,0.0,0.0,N/A,0,0.0,0,0,2.92,0.0,Related_To
