fac_id,supplier_id,market_cap,country,city_name,currency,number_of_employees,Annual_sales
980775,12435,"244    6.149413e+10
Name: market_capitalization ($), dtype: float64",Lithuania,Alytus,Dollars,264,80.73
775313,12435,"244    3.872082e+10
Name: market_capitalization ($), dtype: float64",Brazil,Ceará,Dollars,560,2.97
820908,12435,"244    2.286665e+09
Name: market_capitalization ($), dtype: float64",Lithuania,Trakai,Dollars,721,65.26
259842,12435,"244    1.011612e+10
Name: market_capitalization ($), dtype: float64",Gabon,Ogooué-Lolo,Dollars,102,450.85
120069,12435,"244    8.211415e+10
Name: market_capitalization ($), dtype: float64",Nauru,Aiwo,Dollars,645,463.47
513410,12435,"244    6.823563e+10
Name: market_capitalization ($), dtype: float64",Cameroon,Far North,Dollars,410,9.23
405707,12435,"244    1.064003e+09
Name: market_capitalization ($), dtype: float64",Mongolia,Ömnögovĭ,Dollars,800,27.74
340682,76020,"241    1.110916e+10
Name: market_capitalization ($), dtype: float64",Russian Federation,Amurskaja oblast',Dollars,203,873.81
216893,76020,"241    3.844874e+09
Name: market_capitalization ($), dtype: float64",Eswatini,Lubombo,Dollars,909,8.74
355629,76020,"241    7.468391e+09
Name: market_capitalization ($), dtype: float64",Ukraine,Dnipropetrovska oblast,Dollars,275,10.53
687142,76020,"241    8.867450e+09
Name: market_capitalization ($), dtype: float64",Saint Lucia,Soufrière,Dollars,791,3466.87
735415,76020,"241    1.309110e+09
Name: market_capitalization ($), dtype: float64",Somalia,Awdal,Dollars,919,3827.92
216789,76020,"241    4.096495e+09
Name: market_capitalization ($), dtype: float64",Panama,Panamá Oeste,Dollars,473,433.13
832770,76020,"241    3.505939e+09
Name: market_capitalization ($), dtype: float64",Georgia,Samtskhe-Javakheti,Dollars,244,579.21
536197,76020,"241    3.967920e+09
Name: market_capitalization ($), dtype: float64",Belize,Corozal,Dollars,191,559.62
842042,76020,"241    7.562550e+09
Name: market_capitalization ($), dtype: float64",Benin,Donga,Dollars,779,39.92
381318,76020,"241    2.670814e+09
Name: market_capitalization ($), dtype: float64",Lesotho,Maseru,Dollars,728,20.58
193846,91265,"235    3.918292e+10
Name: market_capitalization ($), dtype: float64",Åland Islands,NA,Dollars,939,224.1
601880,91265,"235    1.084435e+10
Name: market_capitalization ($), dtype: float64",Burundi,Ngozi,Ngultrum,184,4.58
835389,91265,"235    6.217029e+10
Name: market_capitalization ($), dtype: float64",Turks and Caicos Islands,NA,Dollars,607,751.73
744643,91265,"235    2.290878e+10
Name: market_capitalization ($), dtype: float64",Kiribati,Line Islands,Dollars,526,521.28
356651,91265,"235    7.749252e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,NA,Dollars,975,806.33
875163,91265,"235    2.572586e+11
Name: market_capitalization ($), dtype: float64",Western Sahara,NA,Dollars,712,7065.74
311893,91265,"235    4.811802e+10
Name: market_capitalization ($), dtype: float64",Nicaragua,Rivas,Dollars,771,774.14
173291,91265,"235    2.210036e+11
Name: market_capitalization ($), dtype: float64",Tonga,Niuas,Dollars,371,38.15
893521,91265,"235    8.102213e+10
Name: market_capitalization ($), dtype: float64",Hungary,Debrecen,Dollars,737,7259.2
391838,91265,"235    9.294456e+10
Name: market_capitalization ($), dtype: float64",Guam,NA,Dollars,174,2102.52
676747,47804,"9    3.562211e+10
Name: market_capitalization ($), dtype: float64",France,Centre-Val de Loire,Dollars,362,5.92
116347,47804,"9    6.171450e+10
Name: market_capitalization ($), dtype: float64",Eswatini,Lubombo,Dollars,201,522.46
475160,47804,"9    6.791669e+09
Name: market_capitalization ($), dtype: float64",Central African Republic,Ombella-Mpoko,Dollars,373,4.45
610109,47804,"9    2.629299e+10
Name: market_capitalization ($), dtype: float64",Saint Vincent and the Grenadines,Saint Andrew,Dollars,172,1.78
727009,47804,"9    2.477635e+11
Name: market_capitalization ($), dtype: float64",Uganda,Kaberamaido,Dollars,995,94.12
776023,47804,"9    7.995199e+10
Name: market_capitalization ($), dtype: float64",Falkland Islands (Malvinas),NA,Dollars,124,5662.28
884852,47804,"9    6.906810e+10
Name: market_capitalization ($), dtype: float64",Western Sahara,NA,Dollars,987,7.31
887718,47804,"9    2.660635e+10
Name: market_capitalization ($), dtype: float64",Sweden,Kalmar län [SE-08],Dollars,462,510.59
862319,47804,"9    1.140733e+10
Name: market_capitalization ($), dtype: float64",Gambia,Banjul,Dollars,292,8.27
921881,47804,"9    3.952259e+11
Name: market_capitalization ($), dtype: float64",Panama,Emberá,Dollars,611,379.84
850148,77332,"18    5.214165e+10
Name: market_capitalization ($), dtype: float64",Paraguay,Central,Dollars,358,133.92
910607,77332,"18    6.454929e+10
Name: market_capitalization ($), dtype: float64",Saint Barthélemy,NA,Dollars,178,8.67
211361,77332,"18    3.311731e+11
Name: market_capitalization ($), dtype: float64",Denmark,Nordjylland,Dollars,288,8697.13
471653,77332,"18    9.639042e+10
Name: market_capitalization ($), dtype: float64",Ethiopia,Tigrai,Dollars,696,7.45
562493,77332,"18    2.474267e+10
Name: market_capitalization ($), dtype: float64",Kyrgyzstan,Naryn,Dollars,853,8.57
730075,77332,"18    5.047135e+10
Name: market_capitalization ($), dtype: float64",Namibia,//Karas,Dollars,842,1.61
343253,77332,"18    2.211899e+10
Name: market_capitalization ($), dtype: float64",Belgium,"wallonne, Région",Dollars,357,880.81
447929,77332,"18    1.516093e+11
Name: market_capitalization ($), dtype: float64",Qatar,Al Khawr wa adh Dhakhīrah,Dollars,364,7.52
122585,77332,"18    1.586286e+11
Name: market_capitalization ($), dtype: float64",Peru,Lima,Dollars,335,38.22
488452,77332,"18    3.914351e+10
Name: market_capitalization ($), dtype: float64","Korea, Republic of",Busan-gwangyeoksi,Dollars,536,81.4
721340,98981,"110    3.833662e+10
Name: market_capitalization ($), dtype: float64",Nauru,Meneng,Dollars,190,5256.59
470641,98981,"110    3.166471e+10
Name: market_capitalization ($), dtype: float64",Botswana,Southern,Dollars,182,8237.68
506234,98981,"110    3.683753e+10
Name: market_capitalization ($), dtype: float64",Fiji,Cakaudrove,Dollars,178,7.7
164684,98981,"110    4.990098e+10
Name: market_capitalization ($), dtype: float64",Kuwait,Al ‘Āşimah,Dollars,411,9708.48
501744,98981,"110    5.653583e+10
Name: market_capitalization ($), dtype: float64","Congo, The Democratic Republic of the",Nord-Kivu,Dollars,988,782.56
961437,98981,"110    5.472339e+10
Name: market_capitalization ($), dtype: float64",Slovakia,Nitriansky kraj,Dollars,221,5355.48
929784,98981,"110    2.730794e+11
Name: market_capitalization ($), dtype: float64",Senegal,Tambacounda,Dollars,917,9351.38
900762,98981,"110    3.139940e+10
Name: market_capitalization ($), dtype: float64",Gambia,Central River,Dollars,107,890.54
600888,98981,"110    2.035374e+10
Name: market_capitalization ($), dtype: float64",Norway,Møre og Romsdal,Dollars,572,4266.61
251265,98981,"110    2.779751e+09
Name: market_capitalization ($), dtype: float64",Botswana,Kweneng,Dollars,873,477.17
236951,25563,"204    2.547537e+11
Name: market_capitalization ($), dtype: float64",Liberia,Grand Cape Mount,Dollars,359,253.17
997841,25563,"204    4.691670e+09
Name: market_capitalization ($), dtype: float64",United Kingdom,Bradford,Dollars,835,6914.28
427780,25563,"204    6.454035e+10
Name: market_capitalization ($), dtype: float64",French Polynesia,NA,Dollars,746,2.21
823127,25563,"204    3.242110e+10
Name: market_capitalization ($), dtype: float64",Hong Kong,NA,Dollars,275,3.16
766436,25563,"204    1.621072e+10
Name: market_capitalization ($), dtype: float64",Bahrain,Al ‘Āşimah,Dollars,261,1803.24
381049,25563,"204    3.303804e+10
Name: market_capitalization ($), dtype: float64",Svalbard and Jan Mayen,NA,Dollars,450,4.61
787178,25563,"204    2.791153e+11
Name: market_capitalization ($), dtype: float64",Fiji,Rewa,Dollars,458,4011.66
351565,25563,"204    5.473978e+10
Name: market_capitalization ($), dtype: float64",Turkey,Kocaeli,Dollars,262,9783.81
781936,25563,"204    2.907112e+10
Name: market_capitalization ($), dtype: float64",Lebanon,An Nabaţīyah,Dollars,141,113.13
647401,25563,"204    3.351780e+09
Name: market_capitalization ($), dtype: float64",British Indian Ocean Territory,NA,Dollars,235,9.95
987591,55714,"281    3.244417e+10
Name: market_capitalization ($), dtype: float64",Algeria,Mascara,Dollars,309,84.73
455552,55714,"281    5.276689e+09
Name: market_capitalization ($), dtype: float64",Suriname,Wanica,Dollars,500,7.17
742077,55714,"281    6.306248e+10
Name: market_capitalization ($), dtype: float64",Ukraine,Ternopilska oblast,Dollars,555,8333.29
180469,55714,"281    5.755013e+10
Name: market_capitalization ($), dtype: float64",Mauritania,Hodh ech Chargui,Dollars,722,1.88
649180,55714,"281    8.594385e+08
Name: market_capitalization ($), dtype: float64",Antarctica,NA,Dollars,396,62.19
606082,55714,"281    1.084254e+10
Name: market_capitalization ($), dtype: float64",South Sudan,Jonglei,Dollars,628,3086.12
260635,55714,"281    1.962483e+09
Name: market_capitalization ($), dtype: float64",Panama,Chiriquí,Dollars,222,4342.21
702694,55714,"281    4.669768e+09
Name: market_capitalization ($), dtype: float64",India,Mizoram,Dollars,673,86.47
741448,55714,"281    2.999745e+09
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Ḩamāh,Dollars,179,6203.94
447406,55714,"281    1.415425e+10
Name: market_capitalization ($), dtype: float64",Maldives,South Miladhunmadulu,Dollars,417,7938.27
425575,61433,"16    2.699039e+09
Name: market_capitalization ($), dtype: float64",Hong Kong,NA,Dollars,519,5737.54
128048,61433,"16    4.704905e+10
Name: market_capitalization ($), dtype: float64",Congo,Kouilou,Dollars,299,4.28
201175,61433,"16    1.773710e+11
Name: market_capitalization ($), dtype: float64",South Sudan,Central Equatoria,Dollars,673,9749.14
509205,61433,"16    9.430348e+09
Name: market_capitalization ($), dtype: float64",Ethiopia,Gambela Peoples,Dollars,798,1.51
349066,61433,"16    3.167701e+10
Name: market_capitalization ($), dtype: float64",Portugal,Castelo Branco,Dollars,784,6.91
202321,61433,"16    2.479730e+11
Name: market_capitalization ($), dtype: float64",Bangladesh,Patuakhali,Dollars,384,2.16
309957,61433,"16    2.703574e+10
Name: market_capitalization ($), dtype: float64",Sierra Leone,Southern,Dollars,337,9.7
969724,61433,"16    2.266168e+11
Name: market_capitalization ($), dtype: float64",Martinique,NA,Dollars,694,41.29
716290,61433,"16    1.340456e+11
Name: market_capitalization ($), dtype: float64",Norway,Vestfold og Telemark,Dollars,160,595.57
369983,61433,"16    1.573379e+10
Name: market_capitalization ($), dtype: float64",Turkey,Siirt,Dollars,158,129.61
394779,13540,"108    1.228394e+09
Name: market_capitalization ($), dtype: float64",Colombia,Amazonas,Dollars,406,824.9
223831,13540,"108    6.626128e+08
Name: market_capitalization ($), dtype: float64",Equatorial Guinea,Djibloho,Dollars,693,5286.48
460799,13540,"108    2.132139e+09
Name: market_capitalization ($), dtype: float64",Bouvet Island,NA,Dollars,306,2870.94
724391,13540,"108    7.769839e+09
Name: market_capitalization ($), dtype: float64",Niue,NA,Dollars,110,32.9
561814,13540,"108    1.007385e+08
Name: market_capitalization ($), dtype: float64",Aruba,NA,Dollars,347,8585.45
773853,13540,"108    1.672239e+09
Name: market_capitalization ($), dtype: float64",Malaysia,Negeri Sembilan,Dollars,894,2157.9
969482,13540,"108    2.143705e+09
Name: market_capitalization ($), dtype: float64",Togo,Maritime (Région),Dollars,995,35.98
173847,13540,"108    1.301170e+09
Name: market_capitalization ($), dtype: float64",Armenia,Armavir,Dollars,718,44.11
564001,13540,"108    4.206308e+07
Name: market_capitalization ($), dtype: float64",Austria,Kärnten,Dollars,394,1.13
485490,13540,"108    1.929863e+09
Name: market_capitalization ($), dtype: float64",Aruba,NA,Dollars,901,4022.79
176982,29196,"157    1.572139e+09
Name: market_capitalization ($), dtype: float64",Burkina Faso,Bougouriba,Dollars,144,1052.62
371612,29196,"157    5.051006e+09
Name: market_capitalization ($), dtype: float64",Martinique,NA,Dollars,571,9330.7
290150,29196,"157    4.616666e+09
Name: market_capitalization ($), dtype: float64",Åland Islands,NA,Dollars,389,329.76
274754,29196,"157    2.330639e+09
Name: market_capitalization ($), dtype: float64",Gibraltar,NA,Dollars,217,8764.67
871910,29196,"157    4.218394e+08
Name: market_capitalization ($), dtype: float64","Moldova, Republic of",Basarabeasca,Dollars,975,89.6
961248,29196,"157    2.895999e+09
Name: market_capitalization ($), dtype: float64",Lao People's Democratic Republic,Viangchan,Dollars,298,5.69
564343,29196,"157    5.773571e+08
Name: market_capitalization ($), dtype: float64",Cambodia,Kracheh,Dollars,474,27.34
596257,29196,"157    1.224052e+10
Name: market_capitalization ($), dtype: float64",Yemen,Abyan,Dollars,653,17.37
565354,29196,"157    6.243976e+09
Name: market_capitalization ($), dtype: float64",Paraguay,Itapúa,Dollars,776,6.84
618527,29196,"157    1.258534e+09
Name: market_capitalization ($), dtype: float64",Denmark,Sjælland,Dollars,178,54.28
553627,70892,"290    1.802399e+08
Name: market_capitalization ($), dtype: float64",Madagascar,Toamasina,Dollars,661,300.75
351719,70892,"290    5.817492e+08
Name: market_capitalization ($), dtype: float64",Togo,Centrale,Dollars,983,986.32
163305,70892,"290    1.444625e+09
Name: market_capitalization ($), dtype: float64",Italy,Puglia,Dollars,309,685.64
586621,70892,"290    7.913674e+08
Name: market_capitalization ($), dtype: float64",Somalia,Banaadir,Dollars,347,69.9
237474,70892,"290    7.259474e+08
Name: market_capitalization ($), dtype: float64",Malaysia,Pulau Pinang,Dollars,967,2.18
881895,70892,"290    2.019089e+09
Name: market_capitalization ($), dtype: float64",Iraq,As Sulaymānīyah,Dollars,747,616.8
886378,70892,"290    1.694640e+09
Name: market_capitalization ($), dtype: float64",Nigeria,Enugu,Dollars,916,100.16
938175,70892,"290    8.518022e+08
Name: market_capitalization ($), dtype: float64",Heard Island and McDonald Islands,NA,Dollars,876,32.47
732316,70892,"290    8.993172e+08
Name: market_capitalization ($), dtype: float64",Senegal,Sédhiou,Dollars,396,4.22
524015,70892,"290    1.767982e+09
Name: market_capitalization ($), dtype: float64",Bhutan,Lhuentse,Denar,680,4.67
670491,68498,"284    4.737360e+10
Name: market_capitalization ($), dtype: float64",Costa Rica,San José,Dollars,203,683.35
311759,68498,"284    2.583310e+09
Name: market_capitalization ($), dtype: float64",Armenia,Tavuš,Dollars,263,1746.14
401671,68498,"284    2.433441e+10
Name: market_capitalization ($), dtype: float64",Montserrat,NA,Dollars,197,53.32
701148,68498,"284    4.154949e+10
Name: market_capitalization ($), dtype: float64",Tunisia,Bizerte,Dollars,199,264.51
732193,68498,"284    2.679527e+10
Name: market_capitalization ($), dtype: float64","Iran, Islamic Republic of",Khorāsān-e Jonūbī,Dollars,928,637.28
527887,68498,"284    2.149529e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,NA,Dollars,382,66.67
329974,68498,"284    1.328941e+10
Name: market_capitalization ($), dtype: float64",Argentina,San Luis,Dollars,612,1.55
518692,68498,"284    2.002156e+10
Name: market_capitalization ($), dtype: float64",Greenland,Kommune Qeqertalik,Dollars,991,1366.5
193401,68498,"284    1.403322e+10
Name: market_capitalization ($), dtype: float64",Svalbard and Jan Mayen,NA,Dollars,122,430.32
494136,68498,"284    3.200720e+10
Name: market_capitalization ($), dtype: float64",Belarus,Grodnenskaja oblast',Dollars,822,7485.22
373917,81678,"260    2.035634e+10
Name: market_capitalization ($), dtype: float64",Trinidad and Tobago,Tunapuna-Piarco,Dollars,275,6.75
972176,81678,"260    2.019535e+10
Name: market_capitalization ($), dtype: float64",Burundi,Cibitoke,Dollars,628,5.17
470871,81678,"260    2.187354e+10
Name: market_capitalization ($), dtype: float64",Estonia,Jõelähtme,Dollars,122,3465.97
988026,81678,"260    3.060785e+10
Name: market_capitalization ($), dtype: float64",Switzerland,Neuchâtel,Dollars,515,59.69
954483,81678,"260    6.830380e+10
Name: market_capitalization ($), dtype: float64",France,Cantal,Dollars,284,9850.12
256711,81678,"260    4.956688e+09
Name: market_capitalization ($), dtype: float64",Svalbard and Jan Mayen,NA,Dollars,579,94.29
422516,81678,"260    3.815465e+09
Name: market_capitalization ($), dtype: float64",Saint Pierre and Miquelon,NA,Dollars,230,2.68
843224,81678,"260    2.543409e+09
Name: market_capitalization ($), dtype: float64",Eswatini,Hhohho,Dollars,958,547.16
130357,81678,"260    7.298514e+10
Name: market_capitalization ($), dtype: float64",Estonia,Põlva,Dollars,875,489.86
738538,81678,"260    7.707580e+10
Name: market_capitalization ($), dtype: float64",Tajikistan,Khatlon,Dollars,151,6584.62
422341,18141,"58    1.089973e+11
Name: market_capitalization ($), dtype: float64",French Guiana,NA,Dollars,463,1313.71
342417,18141,"58    7.749689e+10
Name: market_capitalization ($), dtype: float64",Fiji,Lomaiviti,Dollars,748,16.28
783168,18141,"58    8.943952e+10
Name: market_capitalization ($), dtype: float64",Namibia,Hardap,Dollars,961,5.79
520979,18141,"58    6.059534e+10
Name: market_capitalization ($), dtype: float64",Norfolk Island,NA,Dollars,164,8.48
757140,18141,"58    1.160795e+10
Name: market_capitalization ($), dtype: float64",Bangladesh,Noakhali,Dollars,158,8697.48
984392,18141,"58    3.256690e+09
Name: market_capitalization ($), dtype: float64",Martinique,NA,Dollars,810,9858.7
504245,18141,"58    5.687219e+10
Name: market_capitalization ($), dtype: float64",Mozambique,Zambézia,Dollars,656,201.24
186874,18141,"58    4.471089e+10
Name: market_capitalization ($), dtype: float64",Macao,NA,Dollars,540,2541.67
751239,18141,"58    5.662637e+10
Name: market_capitalization ($), dtype: float64",Djibouti,Tadjourah,Dollars,422,5442.76
920572,18141,"58    5.238561e+10
Name: market_capitalization ($), dtype: float64",Mali,Mopti,Dollars,310,78.85
949949,88025,"226    5.938884e+10
Name: market_capitalization ($), dtype: float64",New Zealand,West Coast,Dollars,227,857.62
264331,88025,"226    5.744155e+09
Name: market_capitalization ($), dtype: float64",Rwanda,Northern,Dollars,193,9388.48
864130,88025,"226    9.810227e+10
Name: market_capitalization ($), dtype: float64",Sri Lanka,Nuwara Eliya,Dollars,416,839.19
779555,88025,"226    2.362948e+09
Name: market_capitalization ($), dtype: float64",Bulgaria,Plovdiv,Dollars,132,3.22
313687,88025,"226    3.920133e+10
Name: market_capitalization ($), dtype: float64",Faroe Islands,NA,Dollars,668,68.84
864492,88025,"226    1.030211e+11
Name: market_capitalization ($), dtype: float64",Singapore,South West,Dollars,131,5400.1
858876,88025,"226    3.690931e+10
Name: market_capitalization ($), dtype: float64",Turks and Caicos Islands,NA,Dollars,873,2183.34
487834,88025,"226    2.358585e+10
Name: market_capitalization ($), dtype: float64",Norfolk Island,NA,Dollars,822,9307.19
479659,88025,"226    8.676322e+09
Name: market_capitalization ($), dtype: float64",Åland Islands,NA,Dollars,980,84.28
893228,88025,"226    1.756091e+11
Name: market_capitalization ($), dtype: float64",Sierra Leone,Western Area (Freetown),Dollars,708,8613.7
506453,90456,"181    4.087244e+10
Name: market_capitalization ($), dtype: float64","Saint Helena, Ascension and Tristan da Cunha",Ascension,Dollars,249,647.5
929882,90456,"181    1.112755e+11
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint Philip,Dollars,389,9.75
702641,90456,"181    8.741469e+09
Name: market_capitalization ($), dtype: float64",Norway,Vestfold og Telemark,Dollars,118,41.96
165626,90456,"181    2.432643e+11
Name: market_capitalization ($), dtype: float64",Antigua and Barbuda,Saint John,Dollars,107,40.79
740159,90456,"181    6.564936e+10
Name: market_capitalization ($), dtype: float64",Bangladesh,Chandpur,Dollars,536,758.21
562490,90456,"181    4.444852e+10
Name: market_capitalization ($), dtype: float64",Madagascar,Toamasina,Dollars,952,277.85
173468,90456,"181    7.549872e+10
Name: market_capitalization ($), dtype: float64",Kazakhstan,Mangghystaū oblysy,Dollars,948,769.91
468743,90456,"181    7.562341e+10
Name: market_capitalization ($), dtype: float64",Costa Rica,Alajuela,Dollars,104,2479.64
744246,90456,"181    1.517832e+11
Name: market_capitalization ($), dtype: float64",Maldives,Male Atoll,Dollars,929,2.13
742416,90456,"181    2.876061e+10
Name: market_capitalization ($), dtype: float64","Korea, Democratic People's Republic of",Kangweonto,Dollars,467,5.17
282079,23083,"139    1.676554e+11
Name: market_capitalization ($), dtype: float64",Guinea-Bissau,Bissau,Ngultrum,653,448.76
404832,23083,"139    1.018685e+11
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Ar Raqqah,Dollars,441,4.36
725942,23083,"139    1.743653e+10
Name: market_capitalization ($), dtype: float64",Argentina,Misiones,Dollars,533,4186.11
474372,23083,"139    1.591387e+11
Name: market_capitalization ($), dtype: float64",Croatia,Međimurska županija,Dollars,716,872.78
582785,23083,"139    1.210943e+11
Name: market_capitalization ($), dtype: float64",Slovenia,Grosuplje,Dollars,145,570.35
521486,23083,"139    2.310245e+10
Name: market_capitalization ($), dtype: float64",Romania,Prahova,Dollars,544,491.16
607900,23083,"139    3.855296e+10
Name: market_capitalization ($), dtype: float64",Turks and Caicos Islands,NA,Dollars,144,3763.44
542471,23083,"139    1.540953e+10
Name: market_capitalization ($), dtype: float64",United States Minor Outlying Islands,Jarvis Island,Dollars,234,4.69
512438,23083,"139    2.046336e+10
Name: market_capitalization ($), dtype: float64",Thailand,Nong Khai,Dollars,342,973.76
647387,23083,"139    1.392323e+09
Name: market_capitalization ($), dtype: float64",Saint Pierre and Miquelon,NA,Dollars,665,4.93
227665,75434,"196    4.873287e+09
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Dayr az Zawr,Dollars,646,3934.46
575209,75434,"196    1.208142e+09
Name: market_capitalization ($), dtype: float64",Åland Islands,NA,Dollars,975,38.28
700334,75434,"196    3.529367e+10
Name: market_capitalization ($), dtype: float64",Heard Island and McDonald Islands,NA,Dollars,345,9152.93
468669,75434,"196    8.397233e+10
Name: market_capitalization ($), dtype: float64","Congo, The Democratic Republic of the",Nord-Kivu,Dollars,950,2583.75
533619,75434,"196    6.771286e+09
Name: market_capitalization ($), dtype: float64",Cocos (Keeling) Islands,NA,Dollars,795,8.11
400177,75434,"196    8.979908e+10
Name: market_capitalization ($), dtype: float64",Samoa,Tuamasaga,Dollars,520,4471.73
370906,75434,"196    3.379445e+09
Name: market_capitalization ($), dtype: float64",Eritrea,Al Awsaţ,Dollars,698,5129.38
514543,75434,"196    3.826944e+10
Name: market_capitalization ($), dtype: float64",Djibouti,Djibouti,Dollars,116,43.98
451254,75434,"196    2.157766e+10
Name: market_capitalization ($), dtype: float64",Liechtenstein,Planken,Dollars,803,16.86
764014,75434,"196    6.967978e+10
Name: market_capitalization ($), dtype: float64",Singapore,North West,Dollars,563,8.81
136154,55648,"102    9.295817e+09
Name: market_capitalization ($), dtype: float64",Vanuatu,Shéfa,Dollars,327,2.92
295319,55648,"102    7.895390e+09
Name: market_capitalization ($), dtype: float64","Korea, Republic of",Busan-gwangyeoksi,Dollars,174,4786.67
345465,55648,"102    4.173172e+10
Name: market_capitalization ($), dtype: float64",Malawi,Central Region,Dollars,684,907.23
257500,55648,"102    4.193093e+09
Name: market_capitalization ($), dtype: float64",Canada,Saskatchewan,Dollars,113,88.74
846327,55648,"102    6.329524e+09
Name: market_capitalization ($), dtype: float64",Samoa,Fa'asaleleaga,Dollars,840,90.28
426566,55648,"102    4.441951e+10
Name: market_capitalization ($), dtype: float64",Antarctica,NA,Dollars,832,1.33
943434,55648,"102    8.838902e+10
Name: market_capitalization ($), dtype: float64",Côte d'Ivoire,Comoé,Dollars,759,163.88
314693,55648,"102    2.908139e+10
Name: market_capitalization ($), dtype: float64",Puerto Rico,NA,Dollars,222,9.96
599933,55648,"102    1.427213e+10
Name: market_capitalization ($), dtype: float64",Holy See (Vatican City State),NA,Dollars,912,7431.61
838003,55648,"102    8.696418e+10
Name: market_capitalization ($), dtype: float64",Réunion,NA,Dollars,293,8.66
101027,73431,"251    3.428403e+10
Name: market_capitalization ($), dtype: float64",South Africa,Gauteng,Dollars,100,1546.98
465343,73431,"251    1.187412e+10
Name: market_capitalization ($), dtype: float64",Marshall Islands,Jaluit,Dollars,115,7.78
491112,73431,"251    1.375736e+11
Name: market_capitalization ($), dtype: float64","Virgin Islands, British",NA,Dollars,968,5385.68
329414,73431,"251    4.847020e+09
Name: market_capitalization ($), dtype: float64",Cambodia,Taakaev,Dollars,945,71.59
676869,73431,"251    1.189312e+11
Name: market_capitalization ($), dtype: float64",Nauru,Nibok,Dollars,460,8628.97
548399,73431,"251    4.674501e+09
Name: market_capitalization ($), dtype: float64",Comoros,Andjouân,Dollars,240,922.17
717864,73431,"251    4.757912e+09
Name: market_capitalization ($), dtype: float64",Zimbabwe,Manicaland,Dollars,353,34.84
859957,73431,"251    2.725241e+10
Name: market_capitalization ($), dtype: float64",Bhutan,Sarpang,Dollars,280,5317.57
420824,73431,"251    3.830339e+09
Name: market_capitalization ($), dtype: float64",Kiribati,Line Islands,Dollars,621,2.57
787722,73431,"251    2.907071e+10
Name: market_capitalization ($), dtype: float64",Christmas Island,NA,Dollars,915,8720.39
697076,60009,"211    5.260159e+09
Name: market_capitalization ($), dtype: float64",Czechia,Benešov,Dollars,135,74.72
817637,60009,"211    6.157995e+08
Name: market_capitalization ($), dtype: float64",Uzbekistan,Samarqand,Dollars,876,3958.2
892860,60009,"211    2.169868e+09
Name: market_capitalization ($), dtype: float64",French Polynesia,NA,Dollars,331,3585.51
924620,60009,"211    8.652202e+08
Name: market_capitalization ($), dtype: float64",Belarus,Bresckaja voblasć,Dollars,876,9206.84
821715,60009,"211    1.385358e+09
Name: market_capitalization ($), dtype: float64",Western Sahara,NA,Dollars,897,55.62
973119,60009,"211    1.645066e+09
Name: market_capitalization ($), dtype: float64",Azerbaijan,Zaqatala,Dollars,814,6250.64
372417,60009,"211    2.358635e+09
Name: market_capitalization ($), dtype: float64",Saint Lucia,Gros Islet,Dollars,980,31.7
424167,60009,"211    1.129907e+09
Name: market_capitalization ($), dtype: float64",Philippines,Agusan del Sur,Dollars,844,1102.25
486462,60009,"211    2.776535e+08
Name: market_capitalization ($), dtype: float64",Russian Federation,Magadanskaja oblast',Dollars,129,348.38
162196,60009,"211    8.867890e+08
Name: market_capitalization ($), dtype: float64",Guernsey,NA,Dollars,214,6.89
314824,52578,"121    8.004051e+10
Name: market_capitalization ($), dtype: float64",Ethiopia,Afar,Dollars,416,760.54
333946,52578,"121    4.156193e+10
Name: market_capitalization ($), dtype: float64",Switzerland,Ticino,Dollars,499,797.19
325693,52578,"121    6.602149e+09
Name: market_capitalization ($), dtype: float64",Congo,Pointe-Noire,Dollars,796,56.2
428427,52578,"121    3.663186e+10
Name: market_capitalization ($), dtype: float64",Syrian Arab Republic,Rīf Dimashq,Dollars,765,618.4
695584,52578,"121    6.952666e+10
Name: market_capitalization ($), dtype: float64","Venezuela, Bolivarian Republic of",Portuguesa,Dollars,106,84.48
429072,52578,"121    1.145011e+10
Name: market_capitalization ($), dtype: float64",Tuvalu,Nanumea,Dollars,229,972.49
447597,52578,"121    4.137446e+10
Name: market_capitalization ($), dtype: float64",Comoros,Andjazîdja,Dollars,427,23.87
378661,52578,"121    1.363537e+10
Name: market_capitalization ($), dtype: float64",Cook Islands,NA,Dollars,360,3.83
542930,52578,"121    7.197391e+10
Name: market_capitalization ($), dtype: float64",Kuwait,Al Farwānīyah,Dollars,815,6.69
419150,52578,"121    6.301492e+10
Name: market_capitalization ($), dtype: float64",American Samoa,NA,Dollars,476,65.28
434354,81548,"178    4.051260e+10
Name: market_capitalization ($), dtype: float64","Venezuela, Bolivarian Republic of",Falcón,Dollars,372,418.48
643667,81548,"178    2.191835e+10
Name: market_capitalization ($), dtype: float64",Bulgaria,Pleven,Dollars,802,51.62
854415,81548,"178    3.507457e+10
Name: market_capitalization ($), dtype: float64",San Marino,Acquaviva,Dollars,598,552.74
